"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AFZAL SIDDIQUI","2 - USHA MAURYA","3 - NIRANJAN JYOTI","4 - RAKESH SACHAN","5 - ASHOK MISHRA","6 - ZAINUL ABDIN","7 - MOHAMMAD JAVED","8 - RAMKRISHNA TRIPATHI","9 - RAMLOCHAN SEN","10 - RUKMINI DEVI NISHAD","11 - ARVIND KUMAR","12 - CHANDRABHAN SINGH","13 - RANJANA KAKKAR","14 - SRIDEVI","15 - None of the Above","Total Votes Secured"
38,"KANYA  P.S. SHAHJADPUR KHAGA ROOM NO-1",679,592,0,1271,374,302,0,676,452,0,110,31,451,59,0,3,3,6,0,1,0,1,0,3,8,676
39,"KANYA  P.S. SHAHJADPUR KHAGA ROOM NO-2",797,658,0,1455,381,293,0,674,250,0,74,57,432,89,2,0,0,10,1,0,0,1,0,5,3,674
40,"P.S, KATKHERAWA KHAGA",616,552,0,1168,375,359,0,734,731,0,251,215,197,26,3,1,3,4,3,3,2,0,3,4,19,734
41,"KAYALYA DUGDHA UTPADAN SAHKAARI SANGH LTD. SANGRAMPUR SANI",329,300,0,629,193,182,0,375,375,0,157,56,135,18,2,1,0,5,0,1,0,0,0,0,0,375
42,"P.S. NAI BAZAR KHAGA ROOM NO-1",633,555,0,1188,328,276,0,604,302,0,201,101,230,40,0,2,1,3,3,0,0,1,2,6,14,604
43,"P.S. NAI BAZAR KHAGA ROOM NO-2",835,691,0,1526,407,378,0,785,155,0,134,64,506,48,2,4,1,4,2,0,3,2,4,4,7,785
44,"P.S. NAI BAZAR KHAGA ROOM NO-3",489,403,0,892,287,205,0,492,450,0,45,207,186,34,0,1,1,1,1,0,1,2,2,4,7,492
45,"P.S. SARSAI BUJURG ROOM NO-1",492,420,0,912,283,281,0,564,564,0,17,290,215,17,0,0,0,4,2,1,0,0,7,8,3,564
46,"P.S. SARSAI BUJURG ROOM NO-2",672,561,1,1234,422,349,0,771,727,0,137,147,376,82,3,2,0,2,2,0,0,1,4,9,6,771
47,"PANCHAYAT DAYALPUR",446,354,0,800,280,237,0,517,65,0,232,132,92,51,1,0,0,1,0,0,1,0,0,2,5,517
48,"P.S. GOPALPUR",215,193,0,408,141,139,0,280,236,0,44,52,132,36,1,0,2,0,1,0,2,0,2,4,4,280
49,"P.S. CHITAULI",505,429,0,934,328,286,0,614,614,0,100,74,310,107,1,0,2,1,4,1,3,4,0,4,3,614
50,"P.S. HASANPUR AKODHIYA",364,328,0,692,215,206,0,421,400,0,216,12,141,32,1,0,1,4,1,1,1,0,2,3,6,421
51,"P.S. SUJRAHI",632,549,0,1181,413,348,0,761,761,0,220,30,199,272,5,5,0,4,2,2,3,3,5,3,8,761
52,"P.S. CHAK KATOGHAN",292,235,0,527,205,170,0,375,371,0,115,16,152,72,2,1,0,1,1,1,1,1,5,2,5,375
53,"P.S. KATOGHAN ROOM NO-1",720,589,0,1309,325,233,0,558,542,0,150,42,143,188,2,1,0,3,1,1,2,3,7,5,10,558
54,"P.S. KATOGHAN ROOM NO-2",466,410,0,876,215,214,0,429,210,0,119,12,234,36,1,0,1,2,1,0,1,3,5,5,9,429
55,"SAMUDAYIK VIKASH KENDRA ROOM NO-1",374,303,0,677,205,175,0,380,372,0,160,14,138,50,1,1,0,3,0,1,0,2,0,0,10,380
56,"SAMUDAYIK VIKASH KENDRA ROOM NO-2",697,604,0,1301,438,321,0,759,504,0,117,22,327,277,2,0,1,4,0,0,1,0,2,1,5,759
57,"P.S. BUDWAN ROOM NO-1",596,541,0,1137,353,318,0,671,597,0,149,20,425,22,3,2,2,10,1,0,5,2,13,8,9,671
58,"P.S. BUDWAN ROOM NO-2",610,523,0,1133,330,278,0,608,324,0,105,20,379,65,2,4,0,7,3,0,0,2,3,10,8,608
59,"SAMUDAYIK VIKASH KENDRA BUDWAN  ROOM NO-1",605,526,0,1131,292,264,0,556,540,0,273,16,225,13,1,0,1,3,1,1,2,3,5,3,9,556
60,"SAMUDAYIK VIKASH KENDRA BUDWAN  ROOM NO-2",696,528,0,1224,273,167,0,440,427,0,87,13,282,17,0,1,0,5,1,0,3,1,13,4,13,440
61,"P.S. BARKATPUR",802,670,1,1473,442,313,0,755,701,0,146,54,370,134,1,0,4,4,1,1,2,2,6,10,20,755
62,"P.S. BHADAR",623,529,0,1152,444,353,0,797,797,0,146,66,154,363,4,3,2,7,4,2,6,8,6,11,15,797
63,"P.S. KASHIDASPUR TIKRI",305,264,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"P.S. AMAON ROOM NO-1",486,390,0,876,210,196,0,406,404,0,218,46,21,105,2,4,0,2,0,0,1,0,0,4,3,406
65,"P.S. AMAON ROOM NO-2",561,481,0,1042,257,244,0,501,250,0,222,17,60,168,5,1,2,8,1,0,2,0,2,5,8,501
66,"P.S. SALEMPUR GOLI ROOM NO-1",662,552,0,1214,264,301,0,565,540,0,137,115,225,37,1,1,0,7,2,1,2,3,3,8,23,565
67,"P.S. SALEMPUR GOLI ROOM NO-2",507,454,0,961,234,250,0,484,368,0,128,43,164,114,1,1,2,5,3,5,0,3,2,6,7,484
68,"P.S. KARHA",196,154,0,350,129,108,0,237,78,0,80,6,18,121,2,0,1,0,1,0,0,1,1,0,6,237
69,"P.S. MANJHILGAON",669,570,0,1239,342,306,0,648,630,0,248,119,189,62,1,1,1,2,3,0,2,1,3,9,7,648
70,"P.S. PURAIN ROOM NO-1",576,464,0,1040,311,223,0,534,534,0,176,96,140,93,1,1,0,5,0,1,1,1,3,5,11,534
71,"P.S. PURAIN ROOM NO-2",502,428,0,930,289,295,0,584,584,0,196,83,214,56,1,0,1,2,2,0,2,3,4,5,15,584
72,"P.S. CHHIMI ROOM NO-1",675,565,0,1240,380,340,0,720,670,0,308,137,167,61,3,4,2,4,2,0,0,2,6,6,18,720
73,"P.S. CHHIMI ROOM NO-2",604,532,0,1136,325,219,0,544,544,0,230,60,162,59,2,0,0,5,1,1,2,4,4,2,12,544
74,"P.S. KAAHI ROOM NO-1",503,413,0,916,278,242,0,520,520,0,114,147,192,37,0,1,2,4,1,1,2,2,4,5,8,520
75,"P.S. KAAHI ROOM NO-2",388,329,0,717,245,216,0,461,3,0,193,28,137,91,2,0,0,2,0,1,0,1,1,1,4,461
76,"P.S. MAANJHKHOR",601,471,0,1072,307,260,0,567,307,0,226,76,191,50,2,0,1,4,2,1,1,1,4,5,3,567
77,"P.S. RASULPUR SANI",285,236,1,522,183,168,0,351,351,0,57,6,231,26,0,1,0,1,2,0,3,3,8,5,8,351
78,"P.S. KASBA SOHAN ROOM NO-1",720,553,0,1273,388,265,0,653,653,0,117,26,219,250,9,2,3,5,3,1,2,2,1,3,10,653
79,"P.S. KASBA SOHAN ROOM NO-2",736,631,0,1367,415,412,0,827,99,0,189,33,509,26,1,3,1,9,2,3,3,2,6,9,31,827
80,"DHARMAWATI J.H.S. KASBA SOHAN",339,260,0,599,201,157,0,358,17,0,51,47,237,2,1,4,0,2,2,1,0,0,2,2,7,358
81,"P.S. SHIKARPUR",236,201,0,437,154,134,0,288,264,0,104,22,128,5,1,1,2,5,0,1,3,0,3,2,11,288
82,"P.S BAHLOLPUR  AILAI",724,555,0,1279,385,236,0,621,621,0,161,62,336,21,1,1,3,5,9,2,1,2,9,1,7,621
83,"U.P.S. BAHLOLPUR AILAI ROOM NO-1",483,399,0,882,301,227,0,528,528,0,130,65,292,22,2,1,0,8,1,0,1,0,1,1,4,528
84,"U.P.S. BAHLOLPUR AILAI ROOM NO-2",814,606,0,1420,448,322,0,770,766,0,267,63,385,22,0,1,0,12,1,0,4,2,1,6,6,770
85,"P.S. LAKHIPUR",567,483,0,1050,327,283,0,610,610,0,143,46,201,158,10,0,2,17,4,1,6,1,1,8,12,610
86,"P.S. LAXMANPUR",236,200,0,436,133,139,0,272,10,0,126,8,103,21,1,1,1,0,2,0,0,1,0,3,5,272
87,"P.S. BHAKHARNA",651,564,0,1215,401,369,0,770,9,0,391,34,298,13,3,1,1,5,1,2,2,2,1,5,11,770
88,"P.S. RAMIPUR",213,163,0,376,146,112,0,258,256,0,89,11,118,27,0,0,0,2,1,0,0,1,2,2,5,258
89,"P.S. TENI ROOM NO-1",587,469,0,1056,295,212,0,507,507,0,227,14,152,71,2,1,3,5,1,0,2,1,4,3,21,507
90,"P.S. TENI ROOM NO-2",320,277,0,597,184,167,0,351,351,0,238,5,87,6,0,1,1,2,1,0,0,1,1,2,6,351
91,"U.P.S. TENI ROOM NO-1",606,524,0,1130,362,278,0,640,239,0,311,33,228,38,1,2,3,6,2,0,0,0,1,3,12,640
92,"U.P.S. TENI ROOM NO-2",581,442,0,1023,305,197,0,502,502,0,61,70,298,40,0,1,0,8,2,1,0,3,4,3,11,502
93,"P.S. MAJHTENI ROOM NO-1",472,427,0,899,298,243,0,541,541,0,145,9,259,94,2,0,1,13,0,0,0,1,3,3,11,541
94,"P.S. MAJHTENI ROOM NO-2",498,396,0,894,296,229,0,525,258,0,144,70,259,22,0,1,0,10,2,1,0,0,3,3,10,525
95,"P.S. PERI",521,432,0,953,320,269,0,589,589,0,88,307,131,28,1,1,1,4,1,1,1,0,4,9,12,589
96,"P.S. NARAULI",528,422,0,950,322,267,0,589,564,0,246,41,174,96,1,0,0,9,2,1,2,2,1,6,8,589
97,"P.S. KHEMKARANPUR BASAI",378,343,0,721,250,221,0,471,468,0,150,57,207,16,1,4,1,5,2,2,2,2,3,4,15,471
98,"U.P.S. DHARMANGATPUR NARWA",325,287,0,612,235,200,0,435,434,0,48,12,322,20,1,2,3,9,1,0,3,1,5,4,4,435
99,"P.S. SANGRAMPUR",498,417,0,915,324,306,0,630,630,0,252,108,175,51,1,0,1,2,24,2,0,2,4,5,3,630
100,"P.S. ASDULLA NAGAR SITHIYANI",658,558,0,1216,398,371,0,769,642,0,242,48,362,71,2,6,1,6,2,1,2,6,4,5,11,769
101,"P.S.TESAHI KHURD ROOM NO-1",485,406,0,891,279,230,0,509,505,0,128,25,237,92,1,1,1,5,3,0,3,0,2,4,7,509
102,"P.S.TESAHI KHURD ROOM NO-2",408,333,0,741,253,223,0,476,475,0,110,9,72,251,4,1,1,5,1,0,2,1,3,5,11,476
103,"KANYA  P.S. TESAHI BUJURG ROOM NO-1",437,376,0,813,260,225,0,485,485,0,112,40,271,40,1,1,1,5,1,2,2,0,3,2,4,485
104,"KANYA  P.S. TESAHI BUJURG ROOM NO-2",486,414,0,900,304,270,0,574,574,0,196,113,174,50,2,2,2,7,1,1,1,3,2,5,15,574
105,"P.S. RAM NAGAR HEMLET OF NAROTTAMPUR",386,325,0,711,229,192,0,421,344,0,178,12,147,61,0,3,0,5,1,0,2,1,3,3,5,421
106,"P.S. SHAHJAHANPUR SELRHA ROOM NO-1",688,580,0,1268,367,313,0,680,609,0,296,5,264,53,1,11,1,6,6,0,3,4,1,9,20,680
107,"P.S. SHAHJAHANPUR SELRHA ROOM NO-2",231,180,0,411,158,130,0,288,288,0,75,5,50,150,1,0,0,1,1,0,0,0,2,1,2,288
108,"U.P.S. SILMI GADHWA ROOM N0-1",748,665,0,1413,396,333,0,729,700,0,263,38,294,89,2,0,2,11,2,2,0,2,2,6,16,729
109,"U.P.S. SILMI GADHWA ROOM N0-2",750,599,0,1349,399,318,0,717,100,0,274,46,294,75,2,2,0,2,1,0,1,3,5,3,9,717
110,"P.S. TILOCHANPUR",409,344,0,753,272,253,0,525,500,0,99,60,243,109,2,1,1,2,3,1,0,1,1,1,1,525
111,"P.S. CHAK BABULLAPUR BHABHUTI",404,344,0,748,246,215,0,461,448,0,124,14,240,49,5,1,2,4,1,0,2,1,5,4,9,461
112,"P.S. KURA ROOM NO-1",660,550,0,1210,414,273,0,687,672,0,147,23,367,108,2,3,2,5,1,0,1,2,12,3,11,687
113,"P.S.KURA ROOM NO-2",794,672,0,1466,492,439,0,931,731,0,281,14,479,46,3,3,2,22,5,5,6,8,13,10,34,931
114,"P.S. VIJAYIPUR",593,521,0,1114,324,280,0,604,604,0,267,83,182,45,0,6,1,3,4,0,0,2,1,4,6,604
115,"RAM GOPAL TRIPATHI INTER COLLAGE VIJAYIPUR ROOM NO-1",623,505,0,1128,328,290,0,618,36,0,225,26,225,109,4,1,0,6,2,0,1,3,5,3,8,618
116,"RAM GOPAL TRIPATHI INTER COLLAGE VIJAYIPUR ROOM NO-2",716,599,0,1315,424,338,0,762,762,0,307,91,250,73,3,1,0,4,3,0,1,2,3,7,17,762
117,"P.S. AMANI",834,682,1,1517,469,413,0,882,672,0,334,70,257,153,3,5,0,7,4,0,3,7,4,13,22,882
118,"P.S. JIHARWA",317,267,0,584,181,136,0,317,284,0,129,14,44,101,2,1,1,3,2,2,0,1,5,1,11,317
119,"P.S. SONEMAU",259,183,1,443,146,136,0,282,278,0,90,2,60,102,0,1,2,3,0,1,3,8,2,3,5,282
120,"P.S. ITOLIPUR",738,616,0,1354,435,358,0,793,778,0,163,22,484,32,0,2,4,15,2,3,8,7,22,9,20,793
121,"P.S.BANDUPUR HEMLET OF KHYOKHARI",378,328,0,706,222,167,0,389,389,0,246,7,106,10,0,1,0,3,1,0,0,0,3,4,8,389
122,"P.S. BARAICHI",546,449,0,995,290,260,0,550,545,0,138,69,224,102,3,1,2,3,1,1,2,0,2,0,2,550
123,"P.S. RANIPUR BAHERA",776,727,0,1503,484,427,0,911,503,0,251,47,522,54,6,4,5,5,1,1,2,3,1,5,4,911
124,"P.S. BYOTI",546,444,0,990,362,146,0,508,490,0,171,70,201,27,1,3,0,5,3,0,2,2,2,12,9,508
125,"P.S. ANJANA BHAIRO",538,435,0,973,317,210,0,527,13,0,119,12,326,22,4,1,0,4,2,2,2,4,13,8,8,527
126,"P.S. LODHAURA",469,352,0,821,315,210,0,525,525,0,111,35,341,27,1,0,1,2,2,0,1,3,0,1,0,525
127,"U.P.S. LODHAURA",264,204,0,468,142,95,0,237,205,0,57,1,148,17,0,5,0,2,0,0,0,0,3,2,2,237
128,"P.S. BARAULIYA",401,341,0,742,309,256,0,565,548,0,122,5,408,12,3,1,0,1,2,1,1,0,1,1,7,565
129,"U.P.S. SHIV PRASAD KA DERA HEMLET OF RAIPUR BHASRAUL",852,725,0,1577,349,289,0,638,604,0,196,10,306,68,3,2,3,6,1,3,1,2,8,9,20,638
130,"P.S. CHATAR HEMLET OF RAIPUR BHASARAUL ROOM NO-1",445,360,0,805,205,129,0,334,334,0,62,2,156,90,3,0,1,4,1,0,1,2,3,3,6,334
131,"P.S. CHATAR HEMLET OF RAIPUR BHASARAUL ROOM NO-2",459,385,0,844,229,192,0,421,421,0,99,15,220,53,1,2,1,5,4,3,2,1,5,1,9,421
132,"P.S. SHIVKANTH KA DERA HEMLET OF RAIPUR BHASARAUL",749,597,0,1346,378,273,0,651,651,0,135,10,342,130,4,1,1,8,1,1,0,3,3,1,11,651
133,"P.S. BAHIYAPUR HEMLET OF RAIPUR BHASARAUL",463,382,0,845,259,185,0,444,415,0,112,16,203,81,2,2,3,5,2,2,1,2,5,3,5,444
134,"P.S. MANDAULI",767,635,0,1402,428,376,0,804,790,0,239,10,307,189,2,4,1,6,2,4,4,7,9,6,14,804
135,"P.S. MANIPUR SEMARIYA",255,212,0,467,165,129,0,294,291,0,9,11,71,197,1,1,0,0,0,0,0,2,0,0,2,294
136,"P.S. GADHIWA MANJHIGWAN",419,348,0,767,245,169,0,414,316,0,25,5,230,142,1,0,2,3,0,1,0,0,1,2,2,414
137,"P.S. GURUWAL ROOM NO-1",388,264,0,652,176,125,0,301,301,0,79,3,188,12,0,0,1,1,2,1,1,2,5,1,5,301
138,"P.S. GURUWAL ROOM NO-2",603,499,0,1102,345,305,0,650,650,0,205,10,360,21,3,0,2,13,0,2,2,5,5,6,16,650
139,"P.S. PAHADPUR",644,480,0,1124,366,299,0,665,560,0,270,7,187,166,4,0,0,3,1,1,0,4,6,8,8,665
140,"P.S. MAHAWATPUR  ASAHAT",802,685,0,1487,408,334,0,742,687,0,153,12,433,43,7,9,2,18,6,4,4,3,9,10,29,742
141,"P.S. RAMPUR ROOM NO-1",605,484,0,1089,364,295,0,659,59,0,166,34,389,44,2,5,4,0,4,1,2,2,3,0,3,659
142,"P.S. RAMPUR ROOM NO-2",603,529,0,1132,311,217,0,528,510,0,26,6,429,23,1,1,1,11,3,2,0,2,8,6,9,528
143,"P.S. KISHUNPUR ROOM NO-1",654,557,0,1211,367,254,0,621,621,0,121,23,401,65,2,2,0,3,0,0,2,0,0,0,2,621
144,"P.S. KISHUNPUR ROOM NO-2",504,399,0,903,310,188,0,498,175,0,186,9,259,14,1,1,0,1,2,3,2,1,1,3,15,498
145,"SARVODAYA INTER COLLAGE ROOM NO-1",624,557,0,1181,363,289,0,652,610,0,227,27,329,33,1,1,1,9,3,1,0,1,1,4,14,652
146,"SARVODAYA INTER COLLAGE ROOM NO-2",656,585,0,1241,356,292,0,648,581,0,175,27,318,68,2,0,5,9,2,5,3,4,7,7,16,648
147,"P.S. EKDALA ROOM NO-1",659,585,0,1244,398,353,0,751,622,0,393,16,257,19,1,0,2,4,1,0,1,3,7,8,39,751
148,"P.S. EKDALA ROOM NO-2",239,200,0,439,159,137,0,296,204,0,82,3,187,7,0,0,1,1,2,1,1,1,2,2,6,296
149,"P.S. PAHORA",161,161,0,322,104,108,0,212,52,0,56,20,122,2,0,0,2,3,0,1,1,0,0,4,1,212
150,"P.S. SARAULI ROOM NO-1",581,495,0,1076,358,270,0,628,328,0,138,4,420,22,1,4,1,4,2,1,4,5,3,5,14,628
151,"P.S. SARAULI ROOM NO-2",514,406,0,920,301,226,0,527,503,0,215,6,232,19,2,0,2,9,1,2,2,2,2,17,16,527
152,"U.P.S. SARAULI ROOM NO-1",420,360,0,780,230,183,0,413,297,0,42,5,334,11,0,1,1,3,2,0,0,1,3,2,8,413
153,"U.P.S. SARAULI ROOM NO-2",450,395,0,845,289,225,0,514,514,0,8,4,487,8,0,1,0,2,0,0,0,0,2,2,0,514
154,"P.S. GODAURA ROOM NO-1",642,522,0,1164,379,304,0,683,180,0,236,12,352,40,2,2,1,7,4,1,2,4,0,6,14,683
155,"P.S. GODAURA ROOM NO-2",633,541,0,1174,336,247,0,583,500,0,107,11,381,37,3,1,1,11,7,1,2,0,3,5,13,583
156,"INTER COLLAGE PAULI ROOM NO-1",805,666,0,1471,371,438,0,809,789,0,159,16,268,323,6,3,4,8,1,1,4,3,3,2,8,809
157,"INTER COLLAGE PAULI ROOM NO-2",731,559,0,1290,377,347,0,724,621,0,242,17,62,380,2,2,0,2,2,1,0,4,4,1,5,724
158,"P.S. PAULI",658,516,0,1174,347,306,0,653,84,0,111,6,260,235,1,4,2,5,3,0,6,2,5,4,9,653
159,"P.S. KHAIRAI ROOM NO-1",520,415,0,935,308,223,0,531,206,0,123,5,327,37,1,1,2,9,0,2,0,3,6,4,11,531
160,"P.S. KHAIRAI ROOM NO-2",311,231,0,542,171,126,0,297,12,0,100,10,127,45,2,0,1,3,0,0,1,0,4,2,2,297
161,"P.S. KHAIRAI ROOM NO-3",532,429,0,961,231,200,0,431,417,0,192,9,106,108,0,0,0,4,0,0,0,2,2,1,7,431
162,"KANYA P.S. KHAIRAI ROOM NO-1",624,532,0,1156,262,243,0,505,490,0,141,5,117,223,4,0,1,0,0,0,3,2,2,2,5,505
163,"KANYA P.S. KHAIRAI ROOM NO-2",380,343,0,723,240,219,0,459,69,0,173,19,44,162,5,7,2,0,0,1,3,2,2,8,31,459
164,"P.S. GANAHI",176,159,0,335,110,108,0,218,218,0,66,3,128,11,0,0,0,5,1,0,0,0,1,2,1,218
165,"P.S. PAI",669,533,0,1202,410,378,0,788,631,0,209,15,374,149,2,1,1,5,1,1,2,2,2,10,14,788
166,"P.S. RUHELLAPUR",427,362,0,789,236,217,0,453,137,0,288,14,63,68,3,0,0,0,1,0,0,0,1,2,13,453
167,"P.S. RAIPUR",205,195,0,400,125,134,0,259,100,0,75,3,78,89,2,1,1,2,1,1,0,1,1,0,4,259
168,"P.S. UKATHU ROOM NO-1",496,436,0,932,245,214,0,459,447,0,136,11,272,17,2,0,0,0,2,0,1,4,2,3,9,459
169,"P.S. UKATHU ROOM NO-2",621,533,0,1154,323,257,0,580,90,0,63,8,417,59,0,2,2,6,1,0,0,1,7,3,11,580
170,"P.S. AKILPUR AIRANA",710,588,0,1298,301,273,0,574,574,0,221,34,186,81,1,1,5,20,5,2,3,2,3,3,7,574
171,"P.S. BICHHIYAWAN",695,597,0,1292,388,379,0,767,767,0,351,45,235,84,8,1,2,3,3,3,2,2,5,8,15,767
172,"P.S. UMARA ROOM NO-1",592,476,0,1068,305,287,0,592,590,0,257,8,232,51,3,3,3,9,4,2,2,1,2,6,9,592
173,"P.S. UMARA ROOM NO-2",536,460,0,996,321,280,0,601,601,0,199,9,321,31,1,3,0,8,2,0,0,2,11,7,7,601
