"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JITENDRA KUMAR SINGH BABLU BHAIYA","2 - NIRMAL KHATRI","3 - MITRASEN YADAV","4 - LALLU SINGH","5 - JAI RAM SINGH JAI","6 - NASREEN BANO","7 - MAKASUD ALI","8 - MAYURI TIWARI","9 - RADHIKA PRASAD","10 - RAM JANAM","11 - SHAILENDRA KUMAR SHUKLA","12 - None of the Above","Total Votes Secured"
22,"P.S. BAHRAPUR H/O MAUHRA  ROOM N0.2",536,476,0,1012,337,252,0,589,15,0,231,45,115,174,2,1,4,1,8,4,2,2,589
23,"J.H.S. CHAKBADAULI  ROOM N0.1",216,210,0,426,165,149,0,314,4,0,127,11,98,71,1,0,0,0,3,1,0,2,314
24,"J.H.S. GAJIPUR  ROOM N0.1",772,707,0,1479,526,372,0,898,10,0,258,21,258,328,5,4,0,3,4,4,3,10,898
25,"J.H.S. GAJIPUR  ROOM N0.2",440,381,0,821,287,239,0,526,8,0,131,22,108,247,2,1,1,0,4,1,0,9,526
26,"J.H.S GAJIPUR ROOM NO.3",358,322,0,680,226,151,0,377,2,0,37,9,118,203,2,0,0,3,0,3,0,2,377
27,"P.S.GAJIPUR ROOM NO.1",606,564,0,1170,346,313,0,659,10,0,223,68,108,217,2,3,3,1,3,6,6,19,659
28,"P.S.GAJIPUR SECOND ROOM NO.1",369,328,1,698,242,216,0,458,140,0,119,31,65,198,3,3,1,0,8,6,10,14,458
29,"P.S.PUREMISHRI H/O GAJIPUR ROOM NO.1",516,427,0,943,308,227,0,535,2,0,35,13,210,265,1,0,0,0,3,2,0,6,535
30,"P.S.SAIDKHANPUR ROOM NO.1",559,503,1,1063,377,281,0,658,10,0,88,52,218,283,2,1,1,1,3,2,3,4,658
31,"P.S.SAIDKHANPUR ROOM NO.2",706,631,0,1337,319,482,0,801,100,0,61,68,284,310,4,2,44,2,7,7,5,7,801
32,"P.S.NOORGANJ H/OHAMIDNAGAR ROOM NO.1",804,658,0,1462,478,309,0,787,10,0,102,55,122,433,4,2,29,3,10,8,2,17,787
33,"J.H.S.MAHMUDABAD ROOM NO.1",713,651,0,1364,422,346,0,768,315,0,15,126,430,177,1,6,1,0,4,2,1,5,768
34,"J.H.S.MAHMUDABAD ROOM NO.2",499,441,0,940,317,231,0,548,28,0,129,45,131,209,6,0,2,1,5,7,1,12,548
35,"J.H.S.MAHMUDABAD ROOM NO.3",416,386,0,802,284,223,0,507,66,0,66,19,66,333,5,2,1,1,5,6,0,3,507
36,"P.S.MUSKIPUR ROOM NO.1",359,317,0,676,244,212,0,456,4,0,68,58,63,237,8,0,0,1,3,5,5,8,456
37,"P.S.DOONDI ROOM NO.1",548,492,0,1040,398,247,0,645,2,0,58,38,123,404,6,1,0,2,5,3,3,2,645
38,"P.S.DOONDI ROOM NO.2",430,402,0,832,313,244,0,557,4,0,45,150,105,244,3,2,0,0,2,1,2,3,557
39,"P.S.JALALABAD ROOM NO.1",143,136,0,279,116,109,0,225,40,0,93,1,32,94,1,0,1,0,1,0,0,2,225
40,"P.S.BAGHAURA ROOM NO.1",349,285,0,634,286,203,0,489,100,0,8,18,260,188,3,0,1,0,8,0,1,2,489
41,"J.H.S.GANGAULI ROOM NO.1",452,397,0,849,338,275,0,613,340,0,28,102,45,412,5,2,4,1,1,4,1,8,613
42,"P.S.UNTAWA ROOM NO.1",559,549,0,1108,300,236,0,536,2,0,20,57,285,149,2,2,4,0,3,2,4,8,536
43,"P.S.KHALSAPUR ROOM NO.1",792,644,0,1436,487,395,0,882,40,0,207,208,24,386,1,1,2,2,13,9,4,25,882
44,"P.S.THAKURPUR FIRST  ROOM N0.1",611,536,0,1147,392,232,0,624,2,0,102,82,95,305,11,1,1,4,4,2,3,14,624
45,"P.S.SHYAMNAGER  ROOM N0.1",597,538,0,1135,423,295,0,718,2,0,95,61,197,331,9,1,0,0,6,8,2,8,718
46,"P.S.THANADEEH  ROOM N0.1",396,357,1,754,280,194,0,474,2,0,32,60,90,275,1,0,4,1,3,2,2,4,474
47,"P.S.MADHANAPUR  ROOM N0.1",569,485,0,1054,362,218,0,580,10,0,81,71,59,350,1,0,1,0,6,3,4,4,580
48,"P.S.KHAJURI  ROOM N0.1",831,680,0,1511,532,322,0,854,8,0,78,179,82,474,3,1,1,1,14,5,7,9,854
49,"BH.D.I.COLLEGE KHAJURI  ROOM N0.1",643,562,0,1205,415,277,0,692,10,0,223,108,28,315,1,1,1,1,5,0,1,8,692
50,"P.S.NARGAURA  ROOM N0.1",261,243,0,504,200,184,0,384,10,0,138,25,52,156,0,0,0,0,3,0,1,9,384
51,"P.S.AKBARPUR  ROOM N0.1",616,573,0,1189,436,358,0,794,500,0,138,100,104,380,5,1,29,5,9,3,5,15,794
52,"P.S.VEERKITHAI  ROOM N0.1",507,439,0,946,317,259,0,576,9,0,153,20,106,265,3,2,12,1,3,2,0,9,576
53,"P.S.VEERKITHAI  ROOM N0.2",398,340,1,739,260,155,0,415,4,0,87,58,49,189,4,0,15,0,4,0,5,4,415
54,"P.S.ROHILANAGAR  ROOM N0.1",509,447,0,956,326,276,0,602,300,0,109,100,125,219,5,2,13,5,7,7,4,6,602
55,"J.H.S.ITAURA  ROOM N0.1",528,479,0,1007,323,244,0,567,180,0,50,25,65,402,3,0,2,3,7,3,2,5,567
56,"J.H.S.ITAURA  ROOM N0.2",404,315,0,719,256,168,0,424,20,0,28,24,15,330,3,1,1,2,9,3,2,6,424
57,"P.S.KAMOLI  ROOM N0.1",766,638,0,1404,463,291,0,754,17,0,198,32,108,372,8,3,5,0,7,10,4,7,754
58,"P.S.AKOHARA  ROOM N0.1",176,144,0,320,158,119,0,277,1,0,49,7,198,17,0,1,0,0,1,3,0,1,277
59,"P.S.UDWATNAGAR  ROOM N0.1",643,521,0,1164,402,330,0,732,2,0,150,21,43,468,6,3,2,5,11,9,5,9,732
60,"P.S.CHIKAPUR  ROOM N0.1",531,479,0,1010,424,301,0,725,4,0,147,8,397,157,0,0,0,4,6,1,1,4,725
61,"P.S.SARAIRAJJAN  ROOM N0.1",369,332,0,701,281,225,0,506,50,0,134,35,240,83,2,1,0,0,3,4,1,3,506
62,"P.S.KHEMAPUR  ROOM N0.1",234,180,0,414,169,135,0,304,2,0,17,31,59,186,5,0,0,0,3,3,0,0,304
63,"P.S.SEKHWAPUR  ROOM N0.1",226,213,0,439,153,153,0,306,2,0,51,50,46,147,3,0,1,1,2,0,1,4,306
64,"P.S.MALLULALPUR  ROOM N0.1",444,394,0,838,319,263,0,582,80,0,39,18,75,415,9,1,1,1,9,4,3,7,582
65,"P.S.UFRAULI  ROOM N0.1",258,230,0,488,212,171,0,383,5,0,25,42,139,168,1,0,0,1,2,2,1,2,383
66,"P.S.JAMINA  ROOM N0.1",414,359,0,773,298,229,0,527,10,0,34,53,206,219,3,1,1,1,2,0,2,5,527
67,"P.S.SURRA  ROOM N0.1",575,480,0,1055,387,298,0,685,3,0,183,19,71,355,6,1,0,4,14,12,6,14,685
68,"P.S.DULHADEPUR  ROOM N0.1",420,357,0,777,269,198,0,467,4,0,77,58,117,190,1,0,2,0,6,3,2,11,467
69,"P.S.DULHADEPUR  ROOM N0.2",425,324,0,749,256,178,0,434,50,0,53,20,139,199,4,0,0,0,5,5,4,5,434
70,"P.S.HARAHA  ROOM N0.1",673,547,0,1220,493,374,0,867,20,0,27,15,647,142,5,1,2,1,7,4,7,9,867
71,"P.S.HARAHA  ROOM N0.2",656,530,0,1186,464,288,0,752,5,0,71,27,573,62,1,1,0,0,3,3,5,6,752
72,"P.S.RANIKATRA H/O AGANPUR  ROOM N0.1",759,657,0,1416,415,335,0,750,31,0,267,92,77,258,9,6,2,0,9,8,4,18,750
73,"P.S.RANIKATRA H/O AGANPUR  ROOM N0.2",561,446,0,1007,348,243,0,591,19,0,215,24,155,159,3,1,1,0,10,5,3,15,591
74,"P.S.RANIKATRA H/O AGANPUR  E.R. N0.1",299,290,0,589,163,135,0,298,9,0,154,17,37,81,1,0,1,0,0,2,3,2,298
75,"P.S.BIBIYAPUR  ROOM N0.1",465,346,0,811,228,218,0,446,1,0,74,208,85,62,0,2,2,1,5,2,2,3,446
76,"J.H.S.DADIYAMAU  ROOM N0.1",197,196,0,393,140,121,0,261,10,0,81,5,57,112,1,1,0,0,1,0,1,2,261
77,"PANCHYAT BHAWAN JADWAPUR  ROOM N0.1",517,460,0,977,354,292,0,646,1,0,71,25,161,348,8,6,1,1,10,3,3,9,646
78,"P.S.SARAIDUNAULI  ROOM N0.1",527,439,0,966,341,266,0,607,20,0,181,31,143,219,2,1,3,5,8,3,2,9,607
79,"P.S.SARAIDUNAULI  ROOM N0.2",481,408,0,889,305,247,0,552,10,0,132,53,192,150,1,1,2,1,4,7,0,9,552
80,"P.S.GEDRAPUR  ROOM N0.1",724,596,0,1320,476,343,0,819,5,0,176,49,239,302,4,2,3,1,9,8,7,19,819
81,"P.S.PANAPUR  ROOM N0.1",586,468,0,1054,393,302,0,695,8,0,54,11,59,552,5,1,0,3,4,1,2,3,695
82,"P.S.TADA H/O ETAHUAPURAB  ROOM N0.1",630,524,0,1154,396,308,0,704,6,0,64,24,116,457,1,6,2,2,11,3,9,9,704
83,"J.H.S.PARSAWAL  ROOM N0.1",810,597,0,1407,348,171,0,519,5,0,52,19,268,119,12,2,0,11,11,7,7,11,519
84,"J.H.S.PARSAWAL  ROOM N0.2",373,253,0,626,146,74,0,220,4,0,57,5,69,60,4,1,2,1,7,3,0,11,220
85,"P.S.LODHEMAW  ROOM N0.1",359,295,0,654,225,175,0,400,10,0,38,18,46,277,5,0,0,3,6,2,1,4,400
86,"AGAN BADI KENDRA BARAIN  ROOM N0.1",385,324,0,709,324,186,0,510,9,0,35,14,15,427,6,0,0,0,4,1,1,7,510
87,"P.S.DERERAJA  ROOM N0.1",355,320,0,675,252,193,0,445,6,0,28,9,65,320,0,1,0,0,6,1,2,13,445
88,"J.H.S.KASBAECHAULI  ROOM N0.1",548,456,1,1005,271,251,0,522,65,0,57,175,36,231,3,1,2,0,3,6,1,7,522
89,"J.H.S.KASBAECHAULI  ROOM N0.2",325,271,0,596,151,139,0,290,4,0,14,65,11,164,9,2,3,1,6,3,4,8,290
90,"J.H.S.KASBAECHAULI  ROOM N0.3",674,538,0,1212,331,298,0,629,2,0,9,346,53,195,2,0,3,2,1,3,6,9,629
91,"J.H.S.KASBAECHAULI  E.R. N0.1",410,320,0,730,227,180,0,407,355,0,17,30,38,285,4,1,5,4,9,5,5,4,407
92,"J.H.S.KASBAECHAULI  E.R. N0.2",561,483,0,1044,285,262,0,547,349,0,17,205,122,188,5,0,1,1,2,0,1,5,547
93,"RAIN BASERA KASBAICHAULI  HAL",542,405,0,947,231,230,0,461,2,0,30,184,65,163,2,1,1,1,5,1,3,5,461
94,"RAIN BASERA KASBAICHAULI   ROOM N0.1",551,517,2,1070,284,307,0,591,9,0,35,294,43,177,6,2,2,2,6,2,10,12,591
95,"P.S.KASBAICHAULI  ROOM N0.1",658,552,0,1210,344,318,0,662,60,0,46,320,60,187,5,3,0,5,7,5,9,15,662
96,"C.D.C.KASBAICHAULI  ROOM N0.1",559,444,0,1003,272,239,0,511,4,0,15,203,49,218,7,1,1,2,2,3,7,3,511
97,"P.D.JAIN I.COLLEGE TIKAITNAGAR  ROOM N0.1",590,537,0,1127,365,298,0,663,6,0,22,58,55,502,3,0,3,4,4,4,4,4,663
98,"P.D.JAIN I.COLLEGE TIKAITNAGAR  ROOM N0.2",603,518,0,1121,347,268,0,615,5,0,6,173,53,368,0,2,0,4,4,1,2,2,615
99,"P.D.JAIN I.COLLEGE TIKAITNAGAR  ROOM N0.3",326,283,0,609,169,139,0,308,132,0,31,49,63,158,1,1,0,1,2,1,1,0,308
100,"P.D.JAIN I.COLLEGE TIKAITNAGAR  ROOM N0.4",606,483,0,1089,343,273,0,616,8,0,81,150,103,260,7,0,0,1,5,0,2,7,616
101,"P.D.JAIN I.COLLEGE TIKAITNAGAR  ROOM N0.5",575,542,0,1117,287,274,0,561,5,0,32,134,83,290,2,1,2,1,2,1,1,12,561
102,"P.D.JAIN I.COLLEGE TIKAITNAGAR  ROOM N0.6",467,423,0,890,315,245,0,560,430,0,54,61,34,402,2,1,0,2,2,1,0,1,560
103,"P.D.JAIN I.COLLEGE TIKAITNAGAR  ROOM N0.7",372,345,0,717,237,162,0,399,32,0,8,29,28,326,4,0,0,0,2,1,0,1,399
104,"P.S.VIDYANAGAR  ROOM N0.1",729,653,0,1382,491,414,0,905,200,0,94,68,45,601,13,5,1,6,26,17,11,18,905
105,"P.S.SARAINETAMAU  ROOM N0.1",648,586,0,1234,402,409,0,811,9,0,28,81,260,380,7,4,14,2,10,9,2,14,811
106,"P.S.KOTHARIGAURIYA  ROOM N0.1",682,517,0,1199,415,251,0,666,65,0,123,53,108,336,3,3,0,0,18,12,0,10,666
107,"P.M.V KAMIYAR",578,403,0,981,319,151,0,470,11,0,45,7,337,35,3,5,2,5,5,6,5,15,470
108,"P.S.BANSGANV ROOM. NO. 1",751,588,0,1339,387,211,0,598,98,0,97,11,98,342,6,4,4,5,8,7,2,14,598
109,"P.S.BANSGANV ROOM. NO.2",671,480,0,1151,335,188,0,523,25,0,110,16,93,250,4,6,2,1,18,8,4,11,523
110,"P.S.BANSGANV ATIRIKT ROOM DAKSIN.BHAG",481,375,0,856,170,122,0,292,50,0,70,3,7,167,5,5,2,2,8,6,5,12,292
111,P.S.SEMRI,531,393,0,924,294,182,0,476,2,0,102,11,51,292,5,1,1,2,2,2,3,4,476
112,"P.S.KAKARHA MA. ATARSUIYA",231,189,0,420,128,104,0,232,1,0,2,12,59,153,0,1,0,0,3,0,0,2,232
113,"P.S.BASAN‍TPUR",514,399,0,913,320,207,0,527,10,0,65,9,113,314,7,3,0,0,2,3,0,11,527
114,P.S.SARANYSAIF,455,399,0,854,329,276,0,605,3,0,83,23,79,388,3,2,1,3,7,4,0,12,605
115,"P.M.V.RANIMAU ROOM. NO. 1",786,592,0,1378,439,343,0,782,6,0,30,45,166,497,6,2,1,9,3,7,5,11,782
116,"P.M.V.RANIMAU ROOM. NO. 2",394,334,0,728,237,196,0,433,20,0,8,61,43,295,6,1,0,0,8,2,2,7,433
117,P.S.SIKRI,462,398,0,860,320,236,0,556,150,0,13,35,102,366,4,3,2,1,8,6,3,13,556
118,P.S.JIWAL,723,562,0,1285,384,331,0,715,33,0,71,131,46,401,2,5,2,2,16,17,2,20,715
119,"P.S.KHEMAPUR VASTAULI",713,553,0,1266,483,331,0,814,24,0,127,13,181,458,10,0,1,7,4,4,3,6,814
120,P.S.HANSAOUR,782,683,0,1465,504,442,0,946,5,0,18,30,295,527,6,5,2,3,22,11,8,19,946
121,P.S.AROOWA,701,608,0,1309,427,367,0,794,9,0,215,13,150,372,2,4,1,2,11,5,3,16,794
122,"P.S.RAHIMAPUR BAJRANG SINGH",365,277,0,642,270,175,0,445,8,0,40,13,92,267,3,2,0,3,10,4,4,7,445
123,"P.S. KHEVRAJPUR PURVI",216,177,0,393,133,132,0,265,78,0,8,5,91,153,1,0,1,0,2,2,0,2,265
124,"P.S.HAOSINGPUR STHIT PANDRAVA",419,355,0,774,247,195,0,442,3,0,46,29,64,284,7,1,1,1,2,1,1,5,442
125,P.S.AJAIMAOU,768,616,0,1384,468,387,0,855,3,0,121,28,140,518,4,3,1,3,12,8,5,12,855
126,P.S.KHUTAOULI,569,525,0,1094,353,334,0,687,6,0,74,80,140,356,7,0,2,0,14,7,1,6,687
127,P.S.ARSANDA,440,383,0,823,316,281,0,597,20,0,101,84,134,258,2,1,0,1,4,4,3,5,597
128,"P.M.V  MANJHELA ROOM. NO. 1",364,347,0,711,224,180,0,404,20,0,39,39,33,274,1,2,1,3,3,2,1,6,404
129,"P.M.V  MANJHELA ROOM. NO. 2",493,395,0,888,278,205,0,483,10,0,100,10,70,282,2,1,1,3,7,2,1,4,483
130,P.S.REVDHA,746,561,0,1307,464,337,0,801,5,0,55,21,85,583,18,4,2,4,8,5,6,10,801
131,"P.S.BANGANWA PU. BHAG",580,487,0,1067,330,262,0,592,8,0,96,171,155,145,2,4,1,2,6,2,1,7,592
132,"P.S.BANGANWA PA.BHAG",853,670,0,1523,414,300,0,714,20,0,66,278,216,120,5,5,2,0,5,3,9,5,714
133,P.S.JARMAU,259,252,0,511,205,176,0,381,2,0,46,29,201,97,0,0,1,0,1,5,0,1,381
134,P.S.MIYANGANJ,814,695,0,1509,514,397,0,911,1,0,125,224,237,289,4,4,1,3,4,4,6,10,911
135,"P.M.V KUSFAR ROOM. NO. 1",734,559,0,1293,416,262,0,678,30,0,106,86,121,329,2,1,1,3,12,5,3,9,678
136,"P.M.V. KUSFAR ROOM. NO. 2",650,527,0,1177,365,292,0,657,100,0,49,94,35,448,8,1,1,0,5,3,1,12,657
137,"P.M.V KUSFAR ROOM. NO. 3",626,511,0,1137,405,266,0,671,10,0,187,28,130,291,11,1,3,5,5,0,2,8,671
138,P.S.MEENNAGAR,495,445,0,940,323,222,0,545,10,0,48,52,128,277,6,1,1,4,9,5,6,8,545
139,"P.V. KHOOBA KA PURWA",377,331,0,708,254,218,0,472,86,0,106,20,85,238,1,0,0,1,3,6,2,10,472
140,P.S.BAKSOOPUR,249,217,0,466,167,166,0,333,5,0,35,29,58,183,5,1,0,5,5,1,0,11,333
141,"P.M.V. SARAHI ROOM. NO. 2",620,561,0,1181,430,329,0,759,9,0,120,29,347,242,6,1,0,2,1,3,3,5,759
142,"P.S.BIRAPUR PU.BHAG",559,501,0,1060,411,349,0,760,1,0,183,25,302,217,13,4,0,1,2,6,0,7,760
143,P.S.SEMAUR,397,346,0,743,239,189,0,428,20,0,27,2,53,338,2,1,1,2,1,0,0,1,428
144,"P.S.KYAMPUR ROOM. NO. 1",396,352,0,748,266,249,0,515,5,0,9,25,292,174,0,2,1,0,1,6,0,5,515
145,"P.S.KYAMPUR ROOM. NO. 2",510,438,0,948,366,293,0,659,7,0,36,30,469,94,3,2,1,1,3,4,4,12,659
146,P.S.HARVANSPUR,367,319,0,686,272,198,0,470,4,0,14,16,350,83,0,1,1,1,0,1,1,2,470
147,P.S.TARAPUR,366,303,0,669,279,192,0,471,4,0,56,29,141,222,4,2,2,2,5,2,2,4,471
148,P.S.NOHREPUR,442,358,0,800,306,228,0,534,2,0,148,67,226,76,0,4,0,1,1,6,0,5,534
149,"P.M.V. AOSERGARH ROOM NO.1",402,363,0,765,263,213,0,476,1,0,109,26,111,215,1,1,0,2,1,3,0,7,476
150,"P.M.V. AOSERGARH ROOM NO.2",471,371,0,842,267,227,0,494,20,0,84,28,95,267,3,1,0,0,5,4,3,4,494
151,P.S.SINVA,228,204,0,432,177,144,0,321,4,0,12,15,48,240,1,1,0,0,0,1,1,2,321
152,P.S.NOORPUR,303,285,0,588,200,177,0,377,10,0,63,116,72,96,4,0,5,2,3,5,3,8,377
153,"P.S.NAN‍DA KA PURVA MA.   UDAIMAOO ROOM NA. 1",458,388,0,846,250,269,0,519,290,0,102,68,53,281,3,0,1,1,2,3,1,4,519
154,"P.S.NAN‍DA KA PURVA MA. UDAIMAOO ROOM NA. 2",486,427,0,913,276,270,0,546,2,0,140,76,77,229,3,1,2,5,1,3,3,6,546
155,"P.S.NIM‍BHA",327,284,0,611,229,175,0,404,1,0,16,31,74,265,2,0,1,1,5,2,2,5,404
156,P.M.V.TIKVAMAU,491,423,0,914,204,229,0,433,20,0,55,216,135,15,2,0,3,1,1,2,1,2,433
157,"P.S.GULAM PURVA MA. POOREDLAI  POORVI BHAG",418,340,0,758,272,194,0,466,11,0,48,15,57,329,4,0,2,1,3,2,4,1,466
158,"P.S.GULAM PURVA MA. POOREDLAI  PA. BHAG",491,451,0,942,269,276,0,545,9,0,95,76,58,285,8,1,0,2,7,4,4,5,545
159,"P.M.V. BELKHRA  ROOM. NO",711,574,0,1285,394,313,0,707,600,0,106,94,129,315,6,4,4,3,13,11,3,19,707
160,"P.M.V. BELKHRA  ROOM. NO. 2",648,524,0,1172,299,249,0,548,7,0,19,200,186,117,3,2,2,5,4,2,3,5,548
161,"P.M.V. BELKHRA  ROOM. NO. 3",532,433,0,965,267,251,0,518,6,0,11,164,187,127,3,2,2,5,4,3,2,8,518
162,"P.S.PANSARA ROOM. NO. 1",531,379,0,910,316,227,0,543,90,0,102,70,79,248,5,1,3,2,8,8,7,10,543
163,"P.S. PANSARA ROOM. NO. 2",512,448,0,960,363,130,0,493,8,0,37,80,75,269,4,0,6,2,5,4,3,8,493
164,"P.S.MANGRAUDA PU.BHAG",669,513,0,1182,341,278,0,619,2,0,110,39,85,357,1,3,3,1,5,2,3,10,619
165,"P.S.MANGRAUDA PA.BHAG",788,680,0,1468,360,337,0,697,4,0,66,224,258,109,4,1,5,3,8,5,8,6,697
166,"P.S.KOODHASUKHIPUR PU.BHAG",588,502,0,1090,293,287,0,580,18,0,21,208,94,216,7,4,1,3,5,5,6,10,580
167,"P.M.V. SUKHIPUR ROOM. NO. 1",466,343,0,809,247,186,0,433,10,0,47,95,39,235,1,0,3,0,1,3,5,4,433
168,"P.M.V. SUKHIPUR ROOM. NO. 2",507,438,0,945,292,276,0,568,13,0,38,105,46,342,3,2,2,2,13,6,2,7,568
169,"P.S.KHETASRANYA PU.BHAG",747,623,0,1370,372,339,0,711,700,0,52,56,240,280,7,3,25,2,15,8,6,17,711
170,"P.S.KHETASRANYA MADHYA.BHAG",760,628,0,1388,375,323,0,698,5,0,69,73,341,172,4,4,5,2,5,10,3,10,698
171,"P.S.KHETASRANYA PA.BHAG",675,512,0,1187,298,250,0,548,5,0,36,56,190,225,2,0,4,0,9,4,1,21,548
172,"P.M.V. ASVA ROOM. NO. 2",525,348,0,873,383,193,0,576,6,0,52,7,40,440,5,4,1,1,8,5,4,9,576
173,"P.M.V. ASVA ROOM. NO. 3",397,232,0,629,227,79,0,306,25,0,17,5,13,236,3,2,1,3,14,6,1,5,306
174,"P.S.DHEMA UT‍TRI BHAG",603,388,0,991,284,137,0,421,50,0,51,27,41,261,6,0,3,2,11,3,4,12,421
175,"P.S.DHEMA DA.BHAG",280,194,0,474,126,75,0,201,6,0,22,12,26,113,7,2,2,3,5,2,1,6,201
176,"P.S.N‍YAMTPUR ROOM. NO. 1",532,425,0,957,373,290,0,663,3,0,39,16,199,362,5,1,1,4,6,3,6,21,663
177,"P.S.KHAJURI UT‍TRI BHAG",562,473,0,1035,296,281,0,577,12,0,59,157,245,99,2,5,1,0,3,2,3,1,577
178,"P.S.KHAJURI DA.BHAG",551,459,0,1010,256,229,0,485,212,0,103,155,127,66,3,3,4,2,4,2,3,13,485
179,"P.S.CHIRRA PU.BHAG",780,697,0,1477,438,403,0,841,38,0,50,241,337,168,5,2,0,4,6,3,7,18,841
180,"P.S.CHIRRA PA.BHAG",630,473,0,1103,330,262,0,592,11,0,9,194,91,269,5,3,2,1,8,4,2,4,592
181,"P.M.V. SARANYA BARAI",848,690,0,1538,464,357,0,821,38,0,48,85,227,401,5,9,4,7,7,8,7,13,821
182,"P.S.KHAMOLI ROOM. NO. 1",446,350,0,796,270,256,0,526,20,0,112,56,118,209,7,0,2,3,5,5,4,5,526
183,"P.S.KHAMOLI ROOM. NO. 2",463,391,0,854,254,232,0,486,10,0,121,23,136,187,4,0,0,1,1,7,0,6,486
184,"P.S.AAL‍HANAMAU ROOM. NO. 1",709,649,0,1358,395,368,0,763,7,0,54,83,285,287,5,3,3,1,16,10,4,12,763
185,"P.S.AAL‍HANAMAU ROOM. NO. 2",736,620,0,1356,390,357,0,747,5,0,81,161,228,230,8,3,2,3,8,4,5,14,747
186,P.S.DALMAU,725,626,0,1351,379,373,0,752,3,0,59,150,141,343,8,5,15,4,10,5,2,10,752
187,P.S.BADSHAHNAGAR,466,419,0,885,313,253,0,566,1,0,64,49,120,310,3,1,2,1,3,5,2,6,566
188,P.S.CHANDAMAU,582,464,0,1046,397,285,0,682,78,0,78,26,254,285,6,0,1,0,7,5,7,13,682
