"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - TUFANI","2 - TUFANI NISHAD","3 - BHOLANATH ALIAS B.P. SAROJ","4 - RAM CHARITRA NISHAD","5 - SUBAS CHANDRA","6 - RAJ ALIAS VIRENDRA KUMAR SONKAR","7 - RAJESH","8 - LALJI","9 - SIKANDAR","10 - SURESH GAUTAM","11 - HARI","12 - OMPRAKASH ALIAS AMBEDKAR","13 - RAJESH SONKAR","14 - SHRAVAN KUMAR PASWAN","15 - HARINATH","16 - None of the Above","Total Votes Secured"
59,"P S KHATAHARA",322,243,0,565,148,146,0,294,151,0,101,6,103,54,3,4,0,1,2,1,1,2,6,4,2,4,294
60,"P S MALLUPUR",399,337,0,736,200,201,0,401,315,0,154,13,113,87,7,3,0,0,0,0,2,2,7,3,2,8,401
61,"P S AJORPUR",656,594,0,1250,254,263,0,517,413,0,34,22,171,252,13,4,0,2,4,1,1,1,3,6,0,3,517
62,"P S KADAHARA",543,532,0,1075,203,219,0,422,318,0,31,32,127,210,5,1,1,0,8,0,0,1,0,3,2,1,422
63,"P S KADAHARA",269,256,0,525,133,121,0,254,254,0,91,8,122,22,2,1,0,1,0,0,3,0,0,1,0,3,254
64,"P M V AHAN NORTH SIDE",500,517,0,1017,315,245,0,560,471,0,156,12,198,153,11,5,1,0,0,0,1,1,3,5,5,9,560
65,"P M V AHAN NORTH SIDE",533,534,0,1067,296,298,0,594,371,0,81,34,267,147,12,7,2,2,3,1,1,8,3,12,5,9,594
66,"P S AHAN SOUTH SIDE",307,276,0,583,170,169,0,339,338,0,58,6,164,99,2,4,0,0,0,1,0,0,1,2,0,2,339
67,"P S MURTAZABAD NORTH SIDE",643,602,0,1245,375,342,0,717,717,0,210,21,171,255,19,7,2,0,3,0,0,1,2,10,3,13,717
68,"P S MURTAZABAD SOUTH SIDE",421,439,0,860,218,203,0,421,421,0,79,24,36,269,6,2,0,0,1,0,0,0,1,0,0,3,421
69,"P S HARIKARANPATTI",189,177,0,366,114,136,0,250,250,0,98,1,134,14,0,0,0,0,1,0,0,0,0,0,1,1,250
70,"P S DEWAKALPUR",803,730,0,1533,388,433,0,821,821,0,281,31,315,147,16,13,0,0,3,0,0,5,0,5,4,1,821
71,"NALDE KULDEV I C BELAON NORTH SIDE",628,538,0,1166,283,335,0,618,578,0,65,75,273,159,6,1,0,2,3,1,1,23,1,5,2,1,618
72,"NALDE KULDEV I C BELAON MIDDLE SIDE",509,453,0,962,272,271,0,543,503,0,55,29,98,342,7,1,0,0,0,0,1,2,2,3,2,1,543
73,"NALDE KULDEV I C BELAON SOUTH SIDE",292,229,0,521,172,131,0,303,299,0,246,14,5,33,1,4,0,0,0,0,0,0,0,0,0,0,303
74,"P S MATIYARI",422,398,0,820,265,251,0,516,431,0,130,41,44,252,12,10,2,1,0,3,1,2,3,4,2,9,516
75,"P S KATAHARI NORTH SIDE",755,662,0,1417,335,345,0,680,585,0,83,50,178,331,13,5,1,1,1,0,0,1,1,8,3,4,680
76,"P S KATAHARI SOUTH SIDE",403,332,0,735,177,185,0,362,321,0,97,6,188,52,3,7,0,0,3,0,0,0,1,2,1,2,362
77,"PANCHAYAT BHAWAN KATKA",420,345,0,765,168,173,0,341,341,0,39,17,163,88,5,19,1,0,1,0,3,0,0,2,2,1,341
78,"P S VIJAIPUR EAST SIDE",527,442,0,969,288,272,0,560,320,0,36,80,59,346,15,3,1,0,0,2,0,1,0,8,5,4,560
79,"P S VIJAIPUR WEST SIDE",579,533,0,1112,397,216,0,613,613,0,22,41,311,188,14,3,1,0,1,0,0,0,4,11,8,9,613
80,"JHS VIRAMPUR NORTH SIDE",714,512,0,1226,214,196,0,410,380,0,54,30,80,220,8,3,0,0,1,0,0,0,2,4,3,5,410
81,"JHS VIRAMPUR MIDDLE SIDE",472,403,0,875,210,210,0,420,420,0,35,6,191,163,10,1,0,0,1,0,2,2,1,4,2,2,420
82,"JHS VIRAMPUR SOUTH SIDE",182,146,0,328,119,95,0,214,210,0,22,1,4,182,3,0,0,0,0,0,0,0,0,1,0,1,214
83,"P S KEVATI",220,211,0,431,136,93,0,229,190,0,22,4,101,97,2,1,0,0,0,0,0,0,1,0,0,1,229
84,"PANCHAYAT BHAWAN BAIRAGIYA",285,237,0,522,128,166,0,294,116,0,36,6,229,6,4,1,2,0,0,0,0,1,1,2,5,1,294
85,"P S BALAIPUR EAST SIDE",647,570,0,1217,294,310,0,604,604,0,94,29,221,193,21,5,1,0,2,1,3,3,2,16,10,3,604
86,"P S GHURAHUPUR",539,481,0,1020,237,262,0,499,403,0,34,23,243,167,4,3,1,1,2,2,2,0,4,7,3,3,499
87,"P S LAKTHEPUR",653,571,0,1224,304,372,0,676,676,0,139,49,217,240,7,6,2,0,2,1,0,3,1,0,3,6,676
88,"JHS PASEWA NORTH SIDE",479,435,0,914,201,264,0,465,412,0,86,33,136,166,9,4,1,1,1,1,3,1,2,8,7,6,465
89,"JHS PASEWA NORTH SIDE",306,267,0,573,131,140,0,271,178,0,100,13,90,47,4,3,0,0,0,0,1,0,2,2,3,6,271
90,"JHS PASEWA SOUTH SIDE",709,590,0,1299,352,324,0,676,676,0,176,90,52,283,25,8,1,3,8,2,1,3,4,9,5,6,676
91,"JHS PASEWA MIDDLE SIDE",443,363,0,806,190,233,0,423,423,0,44,38,90,217,16,2,1,1,1,2,0,0,3,1,2,5,423
92,"JHS PASEWA MIDDLE SIDE",342,324,0,666,146,155,0,301,301,0,33,50,47,135,5,7,1,1,1,2,0,1,0,6,4,8,301
93,"P S DEWAKALI EAST SIDE",804,696,0,1500,415,397,0,812,812,0,93,51,227,387,19,10,5,4,1,1,0,0,1,5,5,3,812
94,"P S DEWAKALI MIDDLE SIDE",511,450,0,961,261,247,0,508,503,0,72,20,85,288,9,5,0,1,0,5,2,3,3,8,5,2,508
95,"P S VIKRAMPUR",312,260,0,572,147,164,0,311,311,0,85,7,95,110,4,2,0,1,0,0,0,0,1,4,1,1,311
96,"P S MEERPUR",298,256,0,554,190,165,0,355,330,0,126,7,83,116,6,3,0,0,0,0,0,1,1,2,2,8,355
97,"P S JAIGOPALGANJ DHARAURA NORTH SIDE",768,654,0,1422,325,353,0,678,397,0,191,30,169,255,9,6,0,0,2,0,1,3,0,3,5,4,678
98,"P S CHAUKIYA",583,573,0,1156,316,346,0,662,610,0,107,56,297,170,10,0,3,1,2,0,2,1,2,1,6,4,662
99,"P S ATARAURA",586,499,0,1085,346,310,0,656,606,0,369,22,118,113,6,11,0,0,0,0,2,0,1,3,0,11,656
100,"P S GANGAULI",416,359,0,775,226,225,0,451,345,0,67,17,126,220,7,1,1,0,0,2,0,0,1,2,5,2,451
101,"HARGOVIND SINGH JHS JAIGOPALGANJ DHARAURA",605,500,0,1105,265,251,0,516,516,0,45,49,27,360,13,2,3,2,2,2,0,1,1,5,1,3,516
102,"HARGOVIND SINGH JHS JAIGOPALGANJ DHARAURA",441,383,0,824,223,221,0,444,443,0,128,12,223,50,5,4,0,1,0,1,1,1,2,4,4,8,444
103,"P S TARIYARI NORTH SIDE",569,510,0,1079,246,274,0,520,520,0,60,47,198,185,9,3,0,1,1,1,0,2,1,6,5,1,520
104,"P S TARIYARI SOUTH SIDE",767,703,0,1470,357,389,0,746,746,0,320,45,197,101,15,26,0,1,0,2,5,4,4,8,4,14,746
105,"P S DILLA KA PURA(USARPUR)",387,355,0,742,212,217,0,429,60,0,201,7,78,117,3,1,0,0,1,1,2,0,4,1,5,8,429
106,"P S SAHURA",293,337,0,630,208,232,0,440,440,0,299,16,12,102,1,1,1,0,0,0,1,0,0,2,1,4,440
107,"P S PARMANANDPUR",747,675,0,1422,322,401,0,723,723,0,84,32,404,147,11,3,2,1,3,0,2,6,4,13,3,8,723
108,"P S BRAHMANPUR NORTH SIDE",499,409,0,908,258,232,0,490,490,0,246,7,111,95,10,4,0,2,0,0,2,2,1,3,2,5,490
109,"P S BRAHMANPUR SOUTH SIDE",423,352,0,775,203,170,0,373,373,0,168,9,61,113,3,5,0,2,1,1,1,0,1,2,1,5,373
110,"P S BELAHARI",747,614,0,1361,342,356,0,698,128,0,61,24,264,294,16,5,2,1,4,0,0,2,6,8,5,6,698
111,"P P PATAURA",656,628,0,1284,391,374,0,765,350,174,174,8,403,118,7,6,1,2,3,1,3,5,3,16,8,7,765
112,"B B SADHANAPEETH I COLLEGE PATAURA",339,303,0,642,176,174,0,350,350,0,94,17,76,148,3,1,0,2,1,1,1,0,1,2,2,1,350
113,"P S PALIYA",262,233,0,495,142,164,0,306,285,0,163,5,80,53,2,0,0,0,0,0,1,1,0,1,0,0,306
114,"IKBAL INTER COLLEGE SURATPUR",808,702,0,1510,369,379,0,748,675,0,249,14,184,276,13,1,1,0,1,1,2,1,0,1,1,3,748
115,"P S KARMAUNA",424,381,0,805,180,226,0,406,125,0,235,12,94,40,5,4,0,2,2,2,1,1,1,0,2,5,406
116,"P S AKAUNI",694,609,0,1303,392,377,0,769,769,0,480,15,97,151,10,2,0,0,1,1,0,3,1,2,4,2,769
117,"SHIRAJE HIND H S SCHOOL MURKI",520,477,0,997,225,201,0,426,406,0,272,9,130,2,0,4,1,0,0,0,0,0,0,1,2,5,426
118,"SHIRAJE HIND H S SCHOOL MURKI",597,540,0,1137,290,285,0,575,510,0,428,16,92,16,2,2,1,0,1,1,1,0,1,1,2,11,575
119,"SHIRAJE HIND H S SCHOOL MURKI",412,319,0,731,166,202,0,368,20,0,147,8,198,2,0,1,0,0,0,0,0,0,0,6,3,3,368
120,"P S SULTANPUR",632,539,0,1171,293,306,0,599,5,0,224,23,245,58,7,8,0,0,0,1,1,2,6,13,5,6,599
121,"BHAGWANT I C AMIHIT NORTH SIDE",740,637,0,1377,311,348,0,659,45,0,60,50,129,375,14,5,0,1,4,0,1,1,3,8,8,0,659
122,"BHAGWANT I C AMIHIT SOUTH SIDE",469,401,0,870,212,231,0,443,442,0,24,15,138,225,5,5,2,0,3,1,0,0,0,8,9,8,443
123,"BHAGWANT I C AMIHIT SOUTH SIDE",383,327,0,710,184,190,0,374,374,0,52,4,287,7,1,0,2,0,0,0,0,5,2,3,7,4,374
124,"UMV SENAPUR NORTH SIDE",632,569,0,1201,304,329,0,633,476,0,79,18,222,248,20,1,0,1,7,2,0,3,8,13,5,6,633
125,"UMV SENAPUR MIDDLE SIDE",714,592,0,1306,271,298,0,569,564,0,19,8,308,195,14,0,0,0,1,0,1,4,0,6,6,7,569
126,"UMV SENAPUR SOUTH SIDE",417,343,0,760,165,154,0,319,319,0,16,17,93,183,3,2,0,0,0,0,1,0,0,2,2,0,319
127,"P S KUKRAUDHA",145,141,0,286,88,94,0,182,4,0,57,2,78,40,1,0,0,0,0,1,0,0,1,0,2,0,182
128,"P S KHATAHARA",587,551,0,1138,236,287,0,523,430,0,14,5,420,68,0,0,0,0,3,2,0,1,0,6,2,2,523
129,"P S PURANPUR EAST SIDE",374,326,0,700,200,183,0,383,382,0,135,9,132,91,4,1,0,0,0,0,0,0,0,3,1,7,383
130,"P S PURANPUR WEST SIDE",506,435,0,941,230,205,0,435,7,0,149,10,79,154,8,4,1,0,0,2,0,1,1,11,3,12,435
131,"P S BASGIT",579,515,0,1094,253,289,0,542,542,0,73,6,329,91,6,2,0,2,2,2,1,2,3,5,5,13,542
132,"P S SARKI",777,672,0,1449,368,409,0,777,776,0,105,8,267,343,17,4,1,2,0,0,1,2,2,8,6,11,777
133,"P S BANJAREPUR",651,523,1,1175,282,311,0,593,542,0,160,30,340,32,5,8,0,1,0,1,0,0,1,6,6,3,593
134,"P S DEHARI EAST SIDE",560,438,0,998,213,219,0,432,429,0,133,26,258,5,2,1,0,0,0,0,0,1,0,1,0,5,432
135,"P S DEHARI WEST SIDE",398,319,0,717,126,178,0,304,25,0,192,3,72,26,3,3,0,0,0,1,0,1,1,0,0,2,304
136,"K P S DEHARI EAST SIDE",425,413,0,838,212,255,0,467,284,0,106,14,232,91,3,0,0,0,0,3,1,1,0,6,5,5,467
137,"K P S DEHARI WEST SIDE",529,431,0,960,248,263,0,511,496,0,53,7,335,96,2,2,0,0,1,1,0,0,2,8,3,1,511
138,"P S DEDUWANA NORTH SIDE",642,573,0,1215,249,270,0,519,283,0,111,42,64,244,15,5,1,5,3,1,2,2,7,4,7,6,519
139,"P S DEDUWANA MIDDLE SIDE",715,645,0,1360,386,384,0,770,561,0,70,18,310,202,14,1,3,5,2,4,4,111,3,13,8,2,770
140,"P S NADAULI",435,375,0,810,277,264,0,541,501,0,145,12,131,144,6,17,1,0,1,3,2,64,1,4,3,7,541
141,"JHS AKBARPUR  NORTH SIDE",650,566,0,1216,294,288,0,582,10,0,73,3,422,65,4,1,0,0,3,1,0,1,1,3,1,4,582
142,"JHS AKBARPUR SOUTH SIDE",646,560,1,1207,323,230,0,553,552,0,21,11,153,332,11,5,1,1,1,1,1,0,3,4,5,3,553
143,"JHS AKBARPUR MIDDLE SIDE",619,525,0,1144,270,268,0,538,538,0,39,18,324,118,7,2,3,1,2,0,2,2,5,7,5,3,538
144,"JHS CHHITAUNA EAST SID",587,499,0,1086,305,337,0,642,642,0,219,6,17,366,12,6,1,0,1,1,0,0,2,6,1,4,642
145,"JHS CHITAUNA",605,537,0,1142,405,403,0,808,808,0,344,11,372,50,4,1,0,0,0,0,0,15,0,8,1,2,808
146,"P S KUSAILA NORTH SID",504,462,0,966,221,230,0,451,451,0,57,14,84,143,5,4,1,0,0,1,4,116,2,8,6,6,451
147,"P S KUSAILA SOUTH SIDE",387,345,0,732,201,183,0,384,342,0,68,10,88,155,10,2,1,1,1,1,1,36,2,3,5,0,384
148,"P S CHAURA",584,498,0,1082,307,302,0,609,139,0,30,13,429,114,10,1,0,0,0,0,2,2,1,1,1,5,609
149,"P S CHAURA",343,260,0,603,133,100,0,233,18,0,44,55,61,63,2,2,0,0,0,0,0,1,0,1,3,1,233
150,"P S PACHAWAR EAST SIDE",435,400,0,835,254,252,0,506,66,0,123,9,199,154,5,2,1,1,2,0,1,0,0,1,4,4,506
151,"P S PACHAWAR WEST SIDE",379,369,0,748,227,226,0,453,10,0,157,9,201,79,2,0,0,0,0,0,0,1,1,1,0,2,453
152,"P S SURHURPUR",534,382,0,916,247,191,0,438,46,0,113,10,140,153,7,0,1,1,1,0,0,0,0,4,6,2,438
153,"P S SURHURPUR",254,200,0,454,119,118,0,237,237,0,36,4,177,7,0,2,0,0,0,0,0,0,0,4,4,3,237
154,"P S SIJHWARA",588,471,0,1059,305,306,0,611,611,0,146,35,230,165,12,6,2,0,0,0,3,2,1,3,3,3,611
155,"K P S SHAHABUDDINPUR NORTH SIDE",568,458,0,1026,303,268,0,571,571,0,142,8,247,138,11,4,1,0,1,0,0,0,4,7,4,4,571
156,"K P S SHAHABUDDINPUR SOUTH SIDE",261,234,0,495,191,120,0,311,311,0,240,9,1,48,0,1,0,0,0,0,0,0,0,2,6,4,311
157,"P S KHEPATPUR",212,176,0,388,121,102,0,223,123,0,22,2,124,51,10,1,0,0,0,0,1,2,0,3,2,5,223
158,"JHS SARAUNI PURAB PATTI EAST SIDE",538,409,0,947,228,205,0,433,327,0,179,13,49,144,14,5,3,0,0,0,1,2,4,11,6,2,433
159,"JHS SARAUNI PURAB PATTI EAST SIDE",268,223,0,491,145,117,0,262,262,0,85,4,27,127,4,3,0,0,0,0,1,2,1,6,1,1,262
160,"JHS SARAUNI PURAB PATTI MIDDLE SIDE",605,567,0,1172,317,346,0,663,663,0,32,38,216,302,21,3,5,0,3,0,2,3,3,20,10,5,663
161,"JHS SARAUNI PURAB PATTI WEST SIDE",342,311,0,653,138,186,0,324,311,0,34,14,110,152,6,1,0,0,0,0,1,0,0,4,1,1,324
162,"P S SARAUNI PASCHIM PATTI NORTH SIDE",782,685,0,1467,329,381,0,710,706,0,129,34,285,211,15,5,1,5,0,0,2,1,3,8,6,5,710
163,"P S SARAUNI PASCHIM PATTI SOUTH SIDE",333,299,0,632,139,167,0,306,306,0,34,6,25,221,4,5,0,0,0,0,1,0,2,3,1,4,306
164,"INTER COLLEGE MANIYARA",449,363,0,812,226,204,0,430,346,0,130,17,51,211,5,4,3,0,0,1,0,1,1,1,2,3,430
165,"INTER COLLEGE MANIYARA",638,516,0,1154,270,261,0,531,350,0,27,14,128,338,12,1,0,0,3,0,1,0,2,3,0,2,531
166,"PUBLIC INTER COLLEGE MANIYARA",407,353,0,760,176,158,0,334,12,0,225,10,4,82,8,0,0,2,0,0,0,0,0,0,1,2,334
167,"PUBLIC INTER COLLEGE MANIYARA MIDDLE SIDE",568,460,0,1028,290,204,0,494,494,0,34,12,50,380,6,4,1,0,2,0,0,0,1,0,3,1,494
168,"PUBLIC INTER COLLEGE MANIYARA",321,291,0,612,147,158,0,305,283,0,133,22,39,90,6,2,0,0,1,3,0,2,0,1,2,4,305
169,"P S BHAIROBHANPUR STHIT GRAM MURLIPUR",309,240,0,549,185,154,0,339,335,0,204,7,58,56,2,3,0,0,0,1,0,1,1,2,0,4,339
170,"P S MANIYARA",428,347,0,775,237,189,0,426,426,0,198,7,38,156,6,3,0,1,0,1,0,2,0,8,1,5,426
171,"P S MANIYARA",487,448,0,935,267,259,0,526,400,0,148,10,317,22,1,12,0,1,1,1,1,2,0,7,0,3,526
172,"ADARSH P S SARAIBIRU EAST SIDE",677,554,0,1231,350,329,0,679,679,0,56,21,225,356,8,7,1,1,2,1,0,0,1,0,0,0,679
173,"ADARSH P S SARAIBIRU WEST SIDE",762,647,0,1409,365,365,0,730,727,0,132,32,158,357,12,7,1,0,0,0,2,1,2,10,2,14,730
174,"K P S SHEKHZADA NORTH SIDE",928,715,0,1643,486,362,0,848,845,0,210,39,62,497,22,4,1,2,1,1,2,2,2,0,1,2,848
175,"K P S SHEKHZADA  SOUTH SIDE",564,471,0,1035,274,265,0,539,378,0,101,15,42,353,4,13,0,1,0,1,0,1,1,2,1,4,539
176,"K P S SHEKHZADA  SOUTH SIDE",455,403,0,858,248,233,0,481,274,0,161,11,74,218,5,5,1,0,1,1,0,0,2,1,0,1,481
177,"SHIVMURTI B INTER COLLEGE KERAKAT",777,690,0,1467,467,458,0,925,725,0,95,24,90,690,8,4,1,0,0,0,1,0,0,4,4,4,925
178,"SADHAN SAHKARI SAMITI LUTTIPUR NARHAN NORTH SIDE",700,553,0,1253,318,237,0,555,555,0,214,12,45,231,13,3,1,1,1,0,2,2,5,11,6,8,555
