"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR PUSHPENDRA SINGH CHANDEL","2 - PRITAM SINGH LODHI","3 - BISHAMBHAR PRASAD NISHAD","4 - RAKESH KUMAR GOSWAMI","5 - ATUL KUMAR PRAJAPATI","6 - ANIL KUMAR","7 - AVINASH KUMAR MISHRA","8 - KAILASH PRASAD NISHAD","9 - RAMESH PRAJAPATI","10 - RAMSAJIVAN","11 - VIVEK KUMAR","12 - SHRIPAL","13 - KIRAN","14 - PRAVESH KUMAR VYAS","15 - VIMLESH","16 - None of the Above","Total Votes Secured"
16,"KANYA POORV MA.VI.RAMPUR ROOM NO-2",367,245,0,612,190,89,0,279,17,0,227,20,7,13,1,1,3,0,1,0,1,0,0,0,0,5,279
17,"KANYA POORV MA.VI.RAMPUR ROOM NO-3",279,214,1,494,151,113,0,264,68,0,122,27,51,45,1,0,3,1,0,0,2,4,1,2,2,3,264
18,"KANYA POORV MA.VI.RAMPUR ROOM NO-4",775,562,0,1337,403,220,0,623,623,0,274,27,201,91,1,5,2,0,3,0,2,1,1,1,10,4,623
19,PR.VI.NARAIYADH,511,398,0,909,288,217,0,505,504,0,109,15,333,39,0,0,0,1,0,1,4,0,0,1,1,1,505
20,PR.VI.BUDHEDA,282,223,0,505,140,124,0,264,264,0,80,3,155,16,0,0,1,3,0,1,0,1,1,1,0,2,264
21,"PR.VI.MAVAI GHAT",209,167,0,376,106,84,0,190,190,0,62,7,94,19,0,1,0,0,0,0,1,0,1,1,0,4,190
22,PR.VI.KHAPTIHAKHURD,566,461,0,1027,324,319,0,643,116,0,34,15,486,77,2,0,0,2,0,1,11,3,2,2,1,7,643
23,PR.VI.GAZIPUR,467,328,0,795,219,154,0,373,373,0,221,78,20,24,8,1,0,2,1,0,1,1,3,3,2,8,373
24,"PR.VI.GAZPURWA MAZRA GAZIPUR",238,191,0,429,126,136,0,262,262,0,27,1,228,5,0,0,0,0,0,0,0,0,1,0,0,0,262
25,PR.VI.GADOLA,498,369,0,867,230,198,0,428,428,0,285,9,50,57,15,1,0,1,0,0,0,2,2,2,1,3,428
26,PR.VI.GALAULI,444,386,0,830,293,252,0,545,543,0,180,18,183,144,4,1,2,1,1,0,2,1,1,3,0,4,545
27,"POORV MA.VI.GAURIKHURD",631,464,0,1095,367,263,0,630,630,0,509,11,33,56,3,2,4,0,0,1,0,1,0,1,2,7,630
28,"P.J.N.AKHAND INTER COLLAGE CHANDWARA ROOM NO-1",681,509,0,1190,316,246,0,562,562,0,315,14,118,92,1,1,0,0,3,2,2,1,0,1,2,10,562
29,"P.J.N.AKHAND INTER COLLAGE CHANDWARA ROOM NO-2",734,576,0,1310,321,235,0,556,555,0,393,10,63,72,2,0,2,0,0,1,0,0,1,1,2,9,556
30,PR.VI.ICHHAWAR,618,454,0,1072,327,248,0,575,571,0,367,4,125,47,1,3,4,2,1,2,6,0,0,2,0,11,575
31,"PR.VI.DHARIKHERA MAZRA ICHHAWAR",464,389,0,853,255,244,0,499,499,0,22,2,427,28,0,0,2,0,2,1,3,2,1,5,0,4,499
32,"POORV MA.VI.SABADA ROOM NO-1",681,543,0,1224,192,218,0,410,409,0,36,95,211,42,0,1,0,1,2,1,3,4,1,2,7,4,410
33,"POORV MA.VI.SABADA ROOM NO-2",722,562,0,1284,224,260,0,484,483,0,55,118,268,14,1,0,3,0,0,0,5,2,3,2,8,5,484
34,PR.VI.SABADA,741,613,0,1354,222,306,0,528,527,0,106,70,295,33,0,1,0,1,0,1,4,0,0,5,4,8,528
35,"PR.VI.DEENDAYAL DERA MAZRA SABADA",189,146,0,335,123,104,0,227,226,0,10,2,210,1,0,0,0,1,1,0,0,1,0,1,0,0,227
36,"PR.VI.MAHABARA NAVEEN",787,620,0,1407,218,406,0,624,624,0,23,15,513,55,1,0,1,0,1,0,0,1,0,6,2,6,624
37,PR.VI.MADAULIKALAN,608,446,0,1054,286,232,0,518,462,0,294,33,104,40,8,3,6,0,0,1,3,5,2,4,3,12,518
38,"PR.VI.BADAGAON ROOM NO-1",478,344,0,822,225,181,0,406,404,0,305,42,11,18,1,2,5,0,0,0,1,2,2,2,3,12,406
39,"PR.VI.BADAGAON ROOM NO-2",616,496,0,1112,248,207,0,455,455,0,196,56,109,66,2,2,2,1,1,3,3,1,1,3,4,5,455
40,"PR.VI.MAHADEVAN DERA MAZRA BADAGAON",268,202,0,470,111,108,0,219,219,0,42,1,134,32,0,0,1,0,0,1,0,1,2,1,0,4,219
41,"POORV MA.VI.PIPRODAR ROOM NO-1",618,473,0,1091,231,249,0,480,480,0,44,64,242,104,2,0,3,2,0,1,1,0,4,1,1,11,480
42,"POORV MA.VI.PIPRODAR ROOM NO-2",554,419,0,973,140,140,0,280,255,0,65,49,122,35,2,0,1,0,0,0,1,2,0,0,0,3,280
43,PR.VI.KANAKHEDA,604,455,1,1060,311,254,0,565,510,0,277,16,180,53,3,0,2,1,0,1,6,3,2,2,9,10,565
44,PR.VI.SHEKHUPUR,362,276,0,638,165,137,0,302,16,0,104,10,94,31,50,0,1,0,5,2,1,1,0,0,0,3,302
45,PR.VI.NARAULI,656,524,0,1180,376,346,0,722,722,0,330,27,217,111,1,4,2,1,2,1,2,1,2,5,6,10,722
46,PR.VI.TANGAMAU,492,395,0,887,239,220,0,459,458,0,273,16,78,64,2,2,3,1,0,0,7,2,1,4,4,2,459
47,PR.VI.SONAMAU,275,201,0,476,163,122,0,285,285,0,123,16,20,103,0,0,3,0,3,2,4,1,1,1,3,5,285
48,PR.VI.JHANJHRI,317,245,0,562,155,155,0,310,271,0,118,5,88,92,1,1,0,2,0,0,0,0,0,0,0,3,310
49,"POORV MA.VI.JHANJHRIPURWA ROOM NO-1",460,355,0,815,317,283,0,600,600,0,14,9,562,3,1,1,0,0,0,0,1,0,1,6,0,2,600
50,"POORV MA.VI.JHANJHRIPURWA ROOM NO-2",666,561,0,1227,459,409,0,868,868,0,49,10,741,35,13,2,0,0,1,1,5,1,1,4,1,4,868
51,"POORV MA. VI.CHOWKIPURWA MAZRA DANDAMAU",625,525,0,1150,365,346,0,711,370,0,144,17,396,102,32,2,3,1,4,2,3,0,1,2,0,2,711
52,PR.VI.DANDAMAU,326,248,0,574,162,150,0,312,157,0,166,21,74,34,0,1,1,0,1,1,2,2,2,4,1,2,312
53,PR.VI.MARJHA,520,379,0,899,248,190,0,438,427,0,212,10,134,61,2,4,0,1,0,1,2,4,2,2,0,3,438
54,PR.VI.PADERI,664,560,0,1224,301,254,0,555,555,0,278,6,119,112,4,3,3,0,2,0,4,2,3,0,8,11,555
55,PR.VI.PACHKAURI,321,281,0,602,148,180,0,328,140,0,93,4,195,25,1,1,2,0,0,1,0,0,0,1,3,2,328
56,PR.VI.ADARI,748,618,0,1366,346,388,0,734,734,0,47,37,571,51,3,2,1,0,0,2,0,2,7,3,4,4,734
57,PR.VI.BASDHARI,212,174,0,386,117,118,0,235,235,0,137,3,66,16,0,2,0,1,1,0,0,0,0,0,3,6,235
58,PR.VI.LASDA,743,530,0,1273,366,280,0,646,646,0,459,46,90,17,1,2,3,1,0,6,1,1,0,3,5,11,646
59,"PR.VI.HARBANSPURWA MAZRA SINDHANKALAN",494,410,0,904,227,228,0,455,455,0,149,6,210,53,4,1,3,1,0,1,4,5,6,4,1,7,455
60,"PR.VI.SINDHANKALAN ROOM NO-1",838,624,0,1462,427,311,0,738,600,0,460,17,50,167,5,3,1,3,4,7,1,2,2,3,3,10,738
61,"PR.VI.SINDHANKALAN ROOM NO-2",695,557,0,1252,328,288,0,616,616,0,404,9,83,78,1,2,10,1,0,3,4,4,0,3,1,13,616
62,"POORV MA.VI.SINDHANKALAN",328,236,0,564,151,120,0,271,268,0,116,2,20,118,1,1,1,0,0,4,3,0,1,1,0,3,271
63,"PR.VI.GURGAVAN MAZRA SINDHANKALAN",279,179,0,458,161,112,0,273,61,0,182,11,41,22,3,2,2,0,0,0,1,0,0,2,2,5,273
64,"PR.VI.PANDVAN DERA MAZRA SINDHANKALAN",236,208,0,444,141,144,0,285,284,0,4,4,261,5,0,1,0,0,0,0,0,1,0,0,6,3,285
65,"POORV MA.VI.SINDHANKHURD",442,315,0,757,216,163,0,379,364,0,139,7,124,86,0,3,3,1,0,0,4,1,1,4,1,5,379
66,"PR.VI.PAILANI DERA (KEWTARA)",586,495,0,1081,332,411,0,743,738,0,140,10,520,28,4,2,4,1,1,3,3,0,1,8,15,3,743
67,"SHRI M.D.ADARSH INT.COLL.JASPURA ROOM NO-1",771,576,0,1347,422,317,0,739,64,0,414,31,157,114,3,1,2,0,3,0,4,1,1,3,2,3,739
68,"SHRI M.D.ADARSH INT.COLL.JASPURA ROOM NO-2",836,664,0,1500,476,416,0,892,892,0,438,46,165,143,21,2,1,2,22,0,7,7,16,4,10,8,892
69,"SHRI M.D.ADARSH INT.COLL.JASPURA ROOM NO-3",571,439,0,1010,279,233,0,512,512,0,286,21,78,88,8,3,6,2,1,0,4,0,6,3,1,5,512
70,"SHRI M.D.ADARSH INT.COLL.JASPURA ROOM NO-4",434,351,0,785,208,186,0,394,324,0,64,5,122,173,1,2,3,2,2,0,8,1,4,2,1,4,394
71,"PR.VI.MAHILA DERA MAZRA JASPURA",263,219,0,482,174,145,0,319,319,0,24,3,285,4,1,0,1,0,0,0,1,0,0,0,0,0,319
72,"PR.VI.TARAUDA MAZRA JASPURA",361,295,0,656,208,202,0,410,410,0,245,5,28,63,30,1,1,2,1,8,4,2,2,5,11,2,410
73,"POORV MA.VI.BHATHA",299,221,0,520,175,134,0,309,6,0,186,7,30,66,1,7,2,0,0,1,1,1,2,1,2,2,309
74,"POORV MA.VI.NANDADEV ROOM NO-1",737,546,0,1283,357,298,0,655,654,0,440,22,45,98,7,6,0,3,10,2,4,1,1,3,7,6,655
75,"POORV MA.VI.NANDADEV ROOM NO-2",560,446,0,1006,266,231,0,497,290,0,148,7,281,31,4,6,2,0,0,1,3,2,2,4,0,6,497
76,"PR.VI.PADOHARA ROOM NO-1",573,454,0,1027,263,230,0,493,343,0,293,33,99,47,0,1,5,0,0,0,2,0,0,2,5,6,493
77,"PR.VI.PADOHARA ROOM NO-2",576,459,0,1035,284,269,0,553,200,0,180,40,179,110,0,5,1,4,0,1,6,3,3,2,3,16,553
78,"POORV MA.VI.AMARA ROOM NO-1",533,357,0,890,253,189,0,442,434,0,280,12,35,75,2,1,2,2,8,1,0,1,3,0,2,18,442
79,"POORV MA.VI.AMARA ROOM NO-2",553,394,0,947,293,235,0,528,521,0,285,43,35,144,4,3,1,0,2,0,1,1,4,0,3,2,528
80,"PR.VI.KUTIDERA MAZRA AMARA",696,554,0,1250,374,343,0,717,642,0,91,10,536,43,1,1,1,1,3,2,3,7,4,7,2,5,717
81,PR.VI.BAREHTA,540,438,0,978,310,281,0,591,178,0,107,9,380,68,8,1,2,0,0,0,5,2,6,3,0,0,591
82,"PR.VI.SHIVRAMPUR MAZRA BAREHTA",497,418,0,915,287,270,0,557,557,0,78,7,450,5,0,0,0,0,1,3,4,1,1,2,2,3,557
83,PR.VI.SANDI,417,361,0,778,260,265,0,525,279,0,32,27,434,8,15,0,1,1,0,0,2,0,0,4,0,1,525
84,"PR.VI.AMAN DERA MAZRA SANDI",636,519,0,1155,334,378,0,712,712,0,81,14,569,20,2,1,1,2,0,0,4,2,2,11,1,2,712
85,PR.VI.KHAIRAI,758,605,0,1363,390,372,0,762,425,0,137,17,463,104,15,1,2,2,5,2,2,4,0,7,1,0,762
86,"NAVEEN PR.VI.ALONA ROOM NO-1",646,426,0,1072,305,166,0,471,471,0,298,15,44,84,3,5,1,2,3,0,4,0,1,2,2,7,471
87,"NAVEEN PR.VI.ALONA ROOM NO-2",494,317,0,811,231,170,0,401,401,0,227,7,37,102,1,8,5,0,0,7,0,1,2,0,1,3,401
88,"PR.VI.KHAPTIHAKALAN ROOM NO-1",685,500,0,1185,328,256,0,584,582,0,364,14,57,111,5,1,3,0,0,0,3,2,4,1,12,7,584
89,"PR.VI.KHAPTIHAKALAN ROOM NO-2",559,424,0,983,298,216,0,514,384,0,374,13,7,84,4,0,3,3,1,1,3,1,1,4,8,7,514
90,"KANYA POORV MA.VI.KHAPTIHAKALAN",760,583,0,1343,422,298,0,720,704,0,334,25,140,191,10,2,1,0,1,0,4,2,1,0,3,6,720
91,"PARAMHANS RANCHHOD DAS INT.COLL.KHAPTIHAKALAN ROOM NO-1",672,520,0,1192,302,229,0,531,531,0,285,14,96,108,2,2,3,1,0,0,2,3,4,1,8,2,531
92,"PARAMHANS RANCHHOD DAS INT.COLL.KHAPTIHAKALAN ROOM NO-2",395,324,0,719,211,171,0,382,272,0,142,16,102,104,2,2,1,1,0,1,0,0,1,1,2,7,382
93,"PARAMHANS RANCHHOD DAS INT.COLL.KHAPTIHAKALAN ROOM NO-3",576,449,0,1025,303,290,0,593,593,0,115,12,342,105,2,1,3,0,1,1,3,2,2,1,1,2,593
94,"PR.VI.CHANIHA DERA MAZRA KHAPTIHAKALAN",403,347,0,750,220,225,0,445,400,0,22,8,396,2,1,2,3,1,0,0,0,1,4,4,1,0,445
95,PR.VI.REHUNTA,670,548,0,1218,376,310,0,686,425,0,173,44,368,64,3,8,5,0,1,0,2,4,1,4,2,7,686
96,"POORV MA.VI.AMLOR ROOM NO-1",841,633,0,1474,413,271,0,684,684,0,210,13,335,48,13,2,3,2,32,0,4,2,4,2,3,11,684
97,"POORV MA.VI.AMLOR ROOM NO-2",589,391,0,980,235,140,0,375,308,0,262,7,12,71,0,1,4,1,1,1,3,0,0,1,2,9,375
98,PR.VI.KUKUWAKHAS,341,282,0,623,226,210,0,436,420,0,27,7,394,2,0,0,0,1,0,0,2,1,1,1,0,0,436
99,"KANYA PR.VI.PAILANI ROOM NO-1",926,698,0,1624,480,365,0,845,845,0,372,27,271,138,1,3,2,2,1,5,6,1,0,5,3,8,845
100,"KANYA PR.VI.PAILANI ROOM NO-2",859,661,0,1520,411,440,0,851,720,0,425,18,267,93,4,5,9,1,2,3,2,1,5,2,3,11,851
101,PR.VI.NARI,658,503,0,1161,342,299,0,641,548,0,270,11,170,142,3,3,6,0,3,0,7,2,6,8,5,5,641
102,"PR.VI.BANSI DERA MAZRA NARI",583,488,0,1071,355,297,0,652,652,0,119,12,474,18,3,4,4,1,1,3,0,2,0,2,2,7,652
103,"SAHYOG ASHRAM POORV MA.VI.DIGHWAT ROOM NO-1",593,473,0,1066,307,243,0,550,550,0,349,8,118,34,3,1,4,1,0,0,3,5,1,5,5,13,550
104,"SAHYOG ASHRAM POORV MA.VI.DIGHWAT ROOM NO-2",632,511,0,1143,337,297,0,634,634,0,215,18,254,109,3,3,3,4,0,1,2,1,4,5,2,10,634
105,"SAHYOG ASHRAM POORV MA.VI.DIGHWAT ROOM NO-3",494,436,0,930,269,226,0,495,493,0,202,5,90,162,7,0,3,0,1,2,6,3,0,0,8,6,495
106,PR.VI.DOHTARA,489,367,0,856,287,240,0,527,527,0,435,4,16,47,2,2,0,0,9,0,0,2,3,1,0,6,527
107,PR.VI.TARA,511,441,0,952,341,302,0,643,6,0,392,7,185,31,0,1,5,0,0,2,7,0,2,1,7,3,643
108,"SANGAM UCHATTAR MA.VI.CHILLA ROOM NO-1",869,692,0,1561,440,412,0,852,755,0,457,24,197,137,3,4,3,4,2,3,5,2,3,0,0,8,852
109,"SANGAM UCHATTAR MA.VI.CHILLA ROOM NO-2",508,424,0,932,337,258,0,595,595,0,342,14,175,40,1,1,0,0,2,1,4,0,3,3,1,8,595
110,"SANGAM UCHATTAR MA.VI.CHILLA ROOM NO-3",560,430,0,990,325,279,0,604,604,0,273,21,261,16,1,1,0,0,3,2,5,2,3,6,2,8,604
111,"POORV MA.VI.SADIMADANPUR ROOM NO-1",485,412,0,897,150,229,0,379,378,0,4,101,214,44,1,0,0,0,0,0,3,2,2,2,2,4,379
112,"POORV MA.VI.SADIMADANPUR ROOM NO-2",442,387,0,829,132,217,0,349,349,0,4,80,220,35,1,1,0,1,0,0,1,0,2,1,1,2,349
113,"POORV MA.VI.SADIMADANPUR ROOM NO-3",765,629,0,1394,215,325,0,540,540,0,10,108,316,71,6,5,2,1,2,1,2,0,1,2,2,11,540
114,"KANYA PR.VI.SADIMADANPUR ROOM NO-1",430,394,0,824,129,207,0,336,336,0,3,58,176,79,7,0,1,0,1,0,2,0,1,1,2,5,336
115,"KANYA PR.VI.SADIMADANPUR ROOM NO-2",463,391,0,854,175,205,0,380,379,0,52,61,190,46,9,2,3,1,0,2,2,3,0,0,1,8,380
116,"KANYA PR.VI.SADIMADANPUR ROOM NO-3",249,209,0,458,83,133,0,216,56,0,11,43,102,40,9,1,1,0,1,0,1,2,0,1,0,4,216
117,"PR.VI.GAUSIPUR MAZRA SADIMADANPUR",222,238,0,460,59,122,0,181,21,0,0,5,167,7,0,0,0,0,0,0,1,0,0,1,0,0,181
118,"PR.VI.LOMAR ROOM NO-1",690,575,0,1265,364,317,0,681,37,0,405,16,187,40,0,4,4,1,4,1,3,1,2,1,0,12,681
119,"PR.VI.LOMAR ROOM NO-2",686,632,0,1318,239,311,0,550,8,0,107,25,155,254,0,1,1,0,1,0,2,3,0,1,0,0,550
120,"POORV MA.VI.BHAVANIPUR",295,213,0,508,161,146,0,307,307,0,239,5,14,25,0,0,2,1,1,1,2,1,1,0,3,12,307
121,"POORV MA.VI.PADARATHPUR",715,607,0,1322,367,279,0,646,646,0,397,28,17,186,3,3,2,1,0,1,2,0,1,0,1,4,646
122,"PR.VI.HUKUMSINGH KA DERA MAZRA JAUHARPUR",762,552,0,1314,416,303,0,719,717,0,447,18,131,72,3,2,1,1,1,1,5,2,5,2,2,26,719
123,"POORV MA.VI.JAUHARPUR ROOM NO-1",871,653,0,1524,428,285,0,713,708,0,298,20,288,81,1,1,2,0,0,3,3,0,1,5,2,8,713
124,"POORV MA.VI.JAUHARPUR ROOM NO-2",697,548,0,1245,346,309,0,655,597,0,201,43,363,32,1,4,0,2,2,2,2,1,0,1,0,1,655
125,"PR.VI.DEVRA MAZRA JAUHARPUR",492,382,0,874,324,234,0,558,555,0,340,10,188,8,2,3,2,1,0,0,1,0,0,2,0,1,558
126,"PR.VI.PACHASA DERA MAZRA JAUHARPUR",323,245,0,568,175,145,0,320,319,0,165,1,39,99,3,0,1,0,1,0,3,1,0,0,5,2,320
127,PR.VI.BENDA,519,376,0,895,240,187,0,427,74,0,174,62,42,103,3,4,4,1,1,1,5,3,3,3,1,17,427
128,"POORV MA.VI.BHAIRAMPURWA MAZRA BENDA",676,452,0,1128,384,264,0,648,600,0,271,103,27,225,1,2,1,0,0,0,5,5,4,1,1,2,648
129,"PR.VI.BENDAGHAT MAZRA BENDA",391,311,0,702,223,160,0,383,382,0,202,18,104,39,4,2,4,0,1,0,3,0,3,1,1,1,383
130,"PR.VI.LAGDEVRA MAZRA BENDA ROOM NO-1",588,445,0,1033,310,204,0,514,496,0,276,42,103,66,4,7,6,0,1,0,1,1,2,2,0,3,514
131,"PR.VI.LAGDEVRA MAZRA BENDA ROOM NO-2",532,433,0,965,276,206,0,482,482,0,178,19,261,3,1,7,3,0,0,1,0,2,2,2,0,3,482
132,"POORV MA.VI.AMLIKOR ROOM NO-1",570,419,0,989,301,213,0,514,459,0,216,23,181,64,3,6,0,3,0,1,5,5,1,0,0,6,514
133,"POORV MA.VI.AMLIKOR ROOM NO-2",264,185,0,449,99,59,0,158,146,0,88,6,24,26,1,1,1,0,0,0,1,1,3,1,0,5,158
134,"PR.VI.(BANDHITEER)SUBHASHNAGAR MAZRA AMLIKAUR",311,232,0,543,148,85,0,233,228,0,207,14,1,3,0,0,0,1,0,0,1,1,0,0,1,4,233
135,"PR.VI.GADOLA MAZRA AMLIKAUR",303,241,0,544,196,158,0,354,353,0,103,103,84,46,1,2,0,0,1,0,2,1,4,3,1,3,354
136,"POORV MA.VI.MACHA",571,373,0,944,263,146,0,409,406,0,175,17,174,16,1,6,2,0,1,0,3,0,0,0,12,2,409
137,PR.VI.LOHARI,747,567,0,1314,346,304,0,650,517,0,273,15,179,141,5,2,7,3,2,0,7,3,1,1,3,8,650
138,PR.VI.SINGHPUR,600,510,0,1110,332,275,0,607,605,0,404,25,59,78,6,3,4,0,0,3,5,1,4,3,2,10,607
139,PR.VI.MARKA,408,307,1,716,194,168,0,362,355,0,69,16,212,50,0,1,0,0,0,0,4,0,0,0,8,2,362
140,"POORV MA.VI.DHAUSAD ROOM NO-1",781,573,0,1354,379,237,0,616,616,0,370,52,57,99,6,3,3,0,2,1,4,1,4,2,5,7,616
141,"POORV MA.VI.DHAUSAD ROOM NO-2",677,527,0,1204,313,210,0,523,521,0,312,79,68,34,2,4,1,2,2,0,0,2,1,2,9,5,523
142,"PR.VI.BHUJRAKH ROOM NO-1",667,533,0,1200,359,280,0,639,639,0,262,10,289,13,4,7,1,1,4,3,4,4,5,12,7,13,639
143,"PR.VI.BHUJRAKH ROOM NO-2",735,523,1,1259,355,279,0,634,634,0,191,12,86,304,4,0,1,1,1,1,8,1,7,4,3,10,634
144,PR.VI.CHHAPAR,643,495,0,1138,342,248,0,590,415,0,346,22,65,107,3,8,5,0,2,4,4,3,3,4,7,7,590
145,PR.VI.JARIYA,203,176,0,379,125,112,0,237,236,0,100,32,20,74,1,4,0,1,0,0,2,1,0,1,1,0,237
146,PR.VI.DATRAULI,386,279,0,665,204,159,0,363,362,0,139,29,142,31,0,4,5,0,1,2,1,1,0,5,2,1,363
147,PR.VI.KHAUNDA,601,453,0,1054,342,263,0,605,602,0,362,10,54,164,1,1,2,0,3,0,4,0,0,1,0,3,605
148,PR.VI.BHADAULI,182,133,0,315,126,89,0,215,207,0,150,2,17,40,0,0,0,0,1,0,0,2,1,0,1,1,215
149,PR.VI.BAMBIYA,516,395,0,911,299,226,0,525,450,0,147,8,161,177,7,2,0,0,4,2,5,1,3,2,3,3,525
150,PR.VI.BARETHIKALAN,646,499,0,1145,306,258,0,564,560,0,224,97,59,151,3,4,3,2,0,3,5,4,3,1,2,3,564
151,"PR.VI.GUGAULI ROOM NO-1",546,426,0,972,265,245,0,510,510,0,278,4,110,91,2,1,2,3,3,0,4,2,4,2,0,4,510
152,"PR.VI.GUGAULI ROOM NO-2",539,403,0,942,244,213,0,457,450,0,198,22,148,56,3,4,1,4,1,0,3,2,4,2,2,7,457
153,PR.VI.MAHEDU,707,527,0,1234,400,320,0,720,720,0,402,40,115,119,3,3,3,0,2,4,6,3,2,4,1,13,720
154,PR.VI.SINGHAULI,477,388,0,865,285,225,0,510,119,0,289,14,119,51,6,1,1,1,17,1,2,0,0,1,1,6,510
155,PR.VI.MATA,602,453,0,1055,351,252,0,603,405,0,248,26,185,106,2,3,5,4,0,1,6,5,2,1,4,5,603
156,PR.VI.JASAIPUR,735,596,0,1331,397,328,0,725,346,0,385,17,135,144,4,6,3,2,1,1,2,2,3,2,7,11,725
157,PR.VI.BHIDAURA,796,613,0,1409,442,320,0,762,762,0,455,11,53,208,4,4,2,0,1,2,2,2,2,1,5,10,762
158,PR.VI.GAJNI,629,496,0,1125,332,293,0,625,625,0,231,21,73,255,13,4,6,2,1,0,4,1,3,2,3,6,625
159,PR.VI.BICHHWAHI,711,543,0,1254,362,306,0,668,653,0,379,8,153,68,14,5,0,2,1,13,4,5,1,5,3,7,668
160,PR.VI.CHHIRAHUTA,677,529,0,1206,364,321,0,685,685,0,244,10,320,73,2,2,5,0,1,0,6,2,1,7,1,11,685
161,"POORV MA.VI.PALRA ROOM NO-1",813,691,0,1504,465,380,0,845,805,0,501,31,35,236,10,1,2,1,5,1,2,2,0,1,1,16,845
162,"POORV MA.VI.PALRA ROOM NO-2",534,437,0,971,286,253,0,539,467,0,314,15,24,158,1,3,7,0,4,2,1,1,1,1,4,3,539
163,PR.VI.SAHOORPUR,249,204,0,453,123,122,0,245,207,0,112,6,32,71,8,1,0,1,1,0,3,0,2,1,1,6,245
164,"POORV MA.VI.PIPRAHARI ROOM NO-1",496,360,0,856,255,140,0,395,395,0,301,14,53,18,3,2,0,0,1,0,0,0,0,1,1,1,395
165,"POORV MA.VI.PIPRAHARI ROOM NO-2",529,374,0,903,248,174,0,422,132,0,230,27,65,77,3,0,2,0,8,0,3,0,2,0,0,5,422
