"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJIT SINGH","2 - GHULAM MOHAMMED","3 - PRASHANT CHAUDHRI","4 - DR. SATYA PAL SINGH","5 - ANIL KUMAR","6 - KRISHAN PAL","7 - YUNUSH","8 - SOMENDAR DHAKA","9 - AJAY PAL","10 - ARVIND","11 - JAIVINDRA KUMAR","12 - NISHANT","13 - RUKSANA","14 - SUBHASH CHAND KASHYAP","15 - None of the Above","Total Votes Secured"
16,"PRIMARY PATHSHALA  NO.1 SOUTH HEWA",676,449,0,1125,454,293,0,747,746,0,333,313,44,47,1,0,0,0,0,0,0,0,3,6,0,747
17,"PURVA MADHIYAMIK VIDHALAY TILWADA",455,356,0,811,284,226,0,510,510,0,94,31,13,355,1,0,0,0,0,1,6,2,1,6,0,510
18,"PRIMARY PATHSHALA TILWADA",300,256,0,556,159,136,0,295,281,0,103,29,6,152,0,0,0,2,0,0,2,0,1,0,0,295
19,"PRIMARY PATHSHALA SOUTH KUDI",674,524,0,1198,436,327,0,763,760,0,261,138,7,344,1,0,1,0,0,0,2,2,0,1,6,763
20,"PRIMARY KANYA PATHSHALA WEST KUDI",565,406,0,971,381,267,0,648,643,0,375,1,0,260,1,0,0,0,0,1,5,3,1,0,1,648
21,"PRIMARY PATHSHALA NORTH KUDI",751,522,0,1273,515,348,0,863,826,0,168,156,8,506,2,0,0,0,1,0,12,4,1,2,3,863
22,"SAMUDAYIK VIKA KENDRA KUDI",695,449,0,1144,499,320,0,819,818,0,422,72,3,309,1,1,0,1,1,2,1,2,0,2,2,819
23,"HARIJAN CHAUPAL ADD. KUDI",561,435,0,996,353,282,0,635,635,0,29,98,24,450,4,0,1,2,0,1,7,12,2,2,3,635
24,"SAMUDAYIK VIKAS KENDRA CHHAPRAULI",611,429,0,1040,391,298,0,689,689,0,48,94,320,212,0,1,0,0,2,1,2,1,2,1,5,689
25,"SAMUDAYIK VIKAS KENDRA CHHAPRAULI",498,369,0,867,343,214,0,557,557,0,22,45,315,163,2,1,0,0,1,1,3,1,1,2,0,557
26,"SAMUDAYIK VIKAS KENDRA CHHAPRAULI",499,359,0,858,320,217,0,537,537,0,31,259,45,191,3,2,0,0,0,1,1,2,0,2,0,537
27,"SHAHID SATYPAL SINGH PURVA MADHYMIK VIDHALAYA ROOM NO. 1 CHHAPRAULI",558,343,0,901,276,191,0,467,456,0,102,309,5,42,0,0,2,0,0,1,0,0,0,3,3,467
28,"SHAHID SATYPAL SINGH PURVA MADHYMIK VIDHALAYA ROOM NO. 2 CHHAPRAULI",494,393,0,887,339,214,0,553,546,0,276,28,14,226,2,0,1,0,0,0,5,0,1,0,0,553
29,"SHAHID SATYPAL SINGH PURVA MADHYMIK VIDHALAYA ROOM NO. 3 CHHAPRAULI",455,330,0,785,311,195,0,506,506,0,251,32,4,213,1,0,0,0,0,0,0,1,0,1,3,506
30,"SHAHID HARENDRA SINGH PRI.VIDHALAYA ROOM NO.1 CHHAPRAULI",551,420,0,971,342,275,0,617,617,0,385,29,11,180,1,0,1,0,0,0,3,1,1,1,4,617
31,"SHAHID HARENDRA SINGH PRI.VIDHALAYA ROOM NO.2 CHHAPRAULI",492,339,0,831,334,224,0,558,558,0,374,60,0,118,0,0,0,0,0,0,0,0,1,1,4,558
32,"VRAHAT SAMAJ SUDHAR INTER COLLEGE R.N.1 CHHAPRAULI",533,386,0,919,271,169,0,440,427,0,53,120,7,252,3,1,0,1,0,1,1,0,0,1,0,440
33,"VRAHAT SAMAJ SUDHAR INTER COLLEGE R.N.2 CHHAPRAULI",612,489,0,1101,455,343,0,798,798,0,165,27,8,566,2,0,0,0,0,3,11,6,1,2,7,798
34,"VRAHAT SAMAJ SUDHAR INTER COLLEGE R.N.3 CHHAPRAULI",640,468,0,1108,415,279,0,694,694,0,281,64,5,337,0,1,0,0,0,0,2,1,0,0,3,694
35,"VRAHAT SAMAJ SUDHAR INTER COLLEGE R.N.4 CHHAPRAULI",931,677,0,1608,575,401,0,976,972,0,521,182,15,235,3,1,0,3,2,0,2,1,0,3,8,976
36,"S.V.M. INTER COLLEGE CHHAPRAULI",595,462,0,1057,406,286,0,692,680,0,268,121,9,276,0,0,0,3,0,2,3,4,0,2,4,692
37,"RAVIDAS CHHOPAL BADRKHA",545,397,0,942,367,263,0,630,611,0,197,30,154,239,1,0,0,2,0,0,3,1,0,1,2,630
38,"PRIMARY PATHSHALA  UTTAR BADARKHA",528,358,0,886,354,260,0,614,612,0,288,5,10,306,1,0,1,0,0,1,1,0,0,0,1,614
39,"PRIMARY PATHSHALA  DAKSHIN BADARKHA",533,420,0,953,350,337,0,687,687,0,176,134,8,339,10,2,1,0,1,0,4,4,1,0,7,687
40,"HARIJAN CHAUPALHALALPUR",693,547,0,1240,395,292,0,687,686,0,284,91,34,265,1,0,2,0,0,0,2,2,2,1,3,687
41,"HARIJAN CHAUPALHALALPUR",419,338,0,757,224,209,0,433,424,0,138,11,64,199,3,0,1,0,0,0,9,5,2,0,1,433
42,"PRIMARY PATHSHALA  NO.1, R.N. 2 HALALPUR",466,336,0,802,354,237,0,591,589,0,308,40,1,232,2,0,0,1,0,1,1,1,0,1,3,591
43,"PRIMARY PATHSHALA PURVA KAKAUR",704,498,0,1202,456,293,0,749,749,0,156,3,18,549,3,0,0,5,0,0,5,3,1,1,5,749
44,"PRIMARY PATHSHALA PASHICHAM KAKAUR",799,567,0,1366,559,383,0,942,942,0,39,229,14,614,4,0,0,0,0,2,20,2,5,6,7,942
45,"ASTHAI DHANCHA ADD. BRAHMA KE GHER KE PASS KAKAUR",447,355,0,802,291,237,0,528,527,0,43,59,56,357,2,0,1,2,0,1,0,1,1,3,2,528
46,"PRATHMIK VIDHALAY NO.-2 R.N.-1 SHABGA",392,289,0,681,264,164,0,428,400,0,174,37,8,203,1,0,0,4,0,0,0,0,0,0,1,428
47,"PRATHMIK VIDHALAY NO.-2 R.N.-2 SHABGA",422,306,0,728,228,180,0,408,368,0,70,136,18,172,1,0,0,0,0,0,4,4,0,1,2,408
48,"RAJKIY INTER COLLEGE MADHY SHABGA",496,381,0,877,317,187,0,504,495,0,297,12,3,185,1,0,0,1,0,0,1,2,0,1,1,504
49,"RAJKIY INTER COLLEGE MADHY SHABGA",381,267,0,648,234,169,0,403,398,0,113,13,9,262,1,0,0,0,0,0,2,0,1,0,2,403
50,"RAJKIY INTER COLLEGE PASHICHIM SHABGA",542,396,0,938,340,227,0,567,565,0,336,15,5,201,1,0,0,0,0,0,1,2,2,1,3,567
51,"RAJKIY INTER COLLEGE PASHICHIM SHABGA",697,538,1,1236,490,388,0,878,877,0,199,24,10,620,8,0,0,0,1,1,5,6,1,0,3,878
52,"PRIMARY PATHSHALA  R.N.-2 SHABHA",394,310,0,704,255,186,0,441,439,0,221,37,13,161,3,2,0,1,0,0,0,2,0,1,0,441
53,"HARIJAN CHAUPAL SHABGA",462,340,0,802,261,179,0,440,440,0,39,98,97,177,2,0,0,0,0,0,4,4,7,7,5,440
54,"HARIJAN CHAUPAL SHABGA",418,279,0,697,219,129,0,348,348,0,45,166,4,130,0,0,0,0,1,2,0,0,0,0,0,348
55,"PRIMARY PATHSHALA  NO.1 BACHHAUD",376,308,0,684,255,211,0,466,464,0,242,0,60,160,1,0,0,0,0,0,1,1,1,0,0,466
56,"HARIJAN CHAUPAL BACHHAUD",322,255,0,577,154,226,0,380,380,0,84,23,80,182,0,0,0,1,2,0,3,1,1,2,1,380
57,"HARIJAN CHAUPAL KHWAJGIRPUR URF CHANDANHERI",329,257,0,586,207,178,0,385,382,0,126,105,33,109,2,0,0,2,0,1,0,2,1,0,4,385
58,"NAI PRIMARY PATHSHALA R.N.-2  KHWAJGIRPUR URF CHANDANHERI",339,232,0,571,212,157,0,369,362,0,171,25,34,137,0,0,0,0,0,0,1,0,0,0,1,369
59,"HARIJAN CHAUPAL ADD. KHWAJANAGLA",591,470,0,1061,355,270,0,625,625,0,157,5,62,374,2,0,0,2,0,2,4,6,1,4,6,625
60,"ADARSH JR. HIGH SCHOOL UTTAR KHWAJANAGLA",630,500,0,1130,400,309,0,709,709,0,194,45,3,446,2,1,0,1,0,2,3,4,1,2,5,709
61,"ADARSH JR. HIGH SCHOOL DAKSHIN  KHWAJANAGLA",600,429,0,1029,338,266,0,604,604,0,222,210,4,160,0,0,0,0,0,0,0,0,1,2,5,604
62,"KANYA PATHSHALA PURVA LUHARA",540,406,0,946,363,243,0,606,606,0,240,14,28,316,1,0,0,2,0,1,1,0,0,2,1,606
63,"KANYA PATHSHALA PASHICHIM LUHARA",610,453,0,1063,460,328,0,788,788,0,408,20,7,338,1,0,1,0,1,0,3,3,1,1,4,788
64,"SHRI AJITNATH JAIN UCHCHTAR MADHYMIK VIDHALAY LUHARA",626,494,0,1120,416,309,0,725,725,0,247,22,48,400,1,0,0,0,0,0,2,3,0,1,1,725
65,"PRIMARY PATHSHALA SHERPUR",548,408,0,956,418,275,0,693,691,0,372,51,4,255,4,0,0,0,0,1,0,3,0,1,2,693
66,"ASTHAI DHANCHA  RAIDAS MANDIR KE PASS SHERPUR",285,196,0,481,141,97,0,238,237,0,30,21,120,66,0,0,0,0,0,0,1,0,0,0,0,238
67,"HARIJAN CHAUPAL SILANA",562,387,0,949,260,197,0,457,455,0,6,198,80,166,2,0,0,0,0,0,1,3,1,0,0,457
68,"PANCHAYAT GHAR SILANA",619,408,2,1029,418,261,0,679,679,0,132,2,4,531,1,0,0,1,0,0,3,3,0,0,2,679
69,"PRIMARY PATHSHALA  NO.1 SILANA",539,367,0,906,351,243,0,594,590,0,170,11,18,392,1,0,0,0,1,0,0,1,0,0,0,594
70,"PRIMARY PATHSHALA HARIJAN NO.-2 RATHAURA",274,212,0,486,108,97,0,205,171,0,1,2,156,41,0,0,1,0,0,1,1,0,0,0,2,205
71,"PRIMARY PATHSHALA NO.4 RATHAURA",631,457,0,1088,409,295,0,704,704,0,354,75,5,254,2,1,0,0,0,0,0,3,0,3,7,704
72,"ZAMIYA ISATUL ISLAMIYA SCHOOL RN.-1 RATHAURA",532,358,0,890,367,238,0,605,602,0,341,8,2,246,1,0,0,2,0,0,0,2,2,0,1,605
73,"ZAMIYA ISATUL ISLAMIYA SCHOOL RN.-2 RATHAURA",350,286,0,636,236,208,0,444,437,0,47,367,1,28,0,0,0,0,0,0,0,0,0,1,0,444
74,"JUNIOR HIGH SCHOOL RN.-1 RATHAURA",463,336,0,799,271,204,0,475,475,0,80,210,0,171,2,0,0,1,0,1,0,5,1,2,2,475
75,"JUNIOR HIGH SCHOOL RN.-2 RATHAURA",554,387,0,941,378,268,0,646,606,0,139,131,7,344,3,0,0,1,0,1,9,4,2,4,1,646
76,"HARIJAN CHAUPAL ADD. MUKANDPUR",701,541,0,1242,457,312,0,769,754,0,310,21,155,260,3,0,0,2,0,0,4,6,4,3,1,769
77,"PRIMARY PATHSHALA MUKANDPUR",608,439,0,1047,427,248,0,675,675,0,303,93,47,219,1,0,0,1,0,0,1,2,1,0,7,675
78,"RAVIDAS SCHOOL SUP",797,622,0,1419,205,151,0,356,356,0,232,6,22,89,2,0,0,1,0,0,3,0,0,1,0,356
79,"PRIMARY PATHSHALA  NO.2 R,N.-1 SOOP",848,621,0,1469,474,259,0,733,733,0,477,12,6,228,1,0,0,1,0,0,4,3,0,1,0,733
80,"PRIMARY PATHSHALA  NO.2 R,N.-2 SOOP",797,526,0,1323,504,251,0,755,749,0,573,7,7,165,0,0,0,0,0,0,1,0,0,0,2,755
81,"NAI  PATHSHALA PASCHIM SOOP",650,438,1,1089,392,261,0,653,653,0,486,8,2,148,1,1,0,1,0,2,0,1,1,0,2,653
82,"PRIMARY PATHSHALA  SONTHI",579,404,0,983,343,301,0,644,642,0,159,292,43,123,2,1,2,1,0,0,2,3,4,8,4,644
83,"ADD. HARIJAN CHAUPAL UTTAR KIRTHAL",470,315,0,785,188,142,0,330,330,0,12,39,75,189,0,0,0,1,1,1,5,4,0,1,2,330
84,"ADD. HARIJAN CHAUPAL SOUTH  KIRTHAL",472,343,0,815,176,124,0,300,299,0,8,30,89,155,3,1,0,1,0,1,2,1,2,2,5,300
85,"PRIMARY PATHSHALA  PATTI MAGHAN KIRTHAL",720,547,0,1267,492,329,0,821,821,0,411,50,3,326,0,1,1,0,0,0,7,6,1,2,13,821
86,"PRIMARY KANYA PATHSHALA EAST  KIRTHAL",770,528,0,1298,465,275,0,740,740,0,256,111,3,339,5,2,1,2,1,0,5,3,4,1,7,740
87,"PRIMARY KANYA PATHSHALA WEST KIRTHAL",388,311,0,699,247,193,0,440,420,0,169,35,4,221,1,1,0,1,1,0,3,2,0,0,2,440
88,"PRIMARY PATHSHALA  PATTI BIJNAN KIRTHAL",615,432,0,1047,432,272,0,704,704,0,111,221,4,352,3,0,0,1,1,0,3,1,2,4,1,704
89,"ADARSH  SHIKSHA SADAN INTER COLLEGE EAST KIRTHAL",596,434,0,1030,458,321,0,779,779,0,82,308,4,380,1,0,0,0,0,1,0,1,0,1,1,779
90,"ADARSH  SHIKSHA SADAN INTER COLLEGE MADHYA KIRTHAL",405,293,0,698,312,210,0,522,522,0,166,27,3,319,1,1,0,3,0,0,1,1,0,0,0,522
91,"DULLI WALI CHOPAL KIRTHAL",596,461,0,1057,451,328,0,779,767,0,295,0,1,472,1,0,0,1,1,0,4,0,1,0,3,779
92,"PRIMARY PATHSHALA  NO.2  UTTRI LUMB",733,547,0,1280,435,290,0,725,685,0,438,29,38,211,3,0,1,0,0,0,3,2,0,0,0,725
93,"PRIMARY PATHSHALA  NO.1 MADHYA LUMB",842,607,0,1449,555,360,0,915,911,0,525,33,26,317,0,0,0,1,1,0,6,0,0,2,4,915
94,"PRIMARY PATHSHALA  NO.1  RN.-2 LUMB",789,528,0,1317,427,256,0,683,683,0,142,104,43,374,0,0,0,0,0,1,7,5,2,1,4,683
95,"ADD. HARIJAN CHAUPAL LUMB",427,359,0,786,290,212,0,502,496,0,202,57,70,152,0,2,4,0,0,0,5,0,5,2,3,502
96,"PRIMARY PATHSHALA  NO.3 LUMB",467,344,0,811,331,210,0,541,541,0,360,18,17,143,1,0,0,0,0,0,0,1,0,0,1,541
97,"PRIMARY PATHSHALA  NO.3 LUMB",677,546,0,1223,416,261,0,677,677,0,374,98,13,178,1,0,0,0,0,1,1,3,2,3,3,677
98,"PRIMARY PATHSHALA  NO.3 KAKRIPUR",421,337,0,758,308,235,0,543,543,0,284,58,2,190,2,0,0,1,0,0,5,0,0,0,1,543
99,"PRIMARY PATHSHALA  NO.1 RN.-1 KAKRIPUR",567,404,0,971,384,249,0,633,627,0,282,153,10,178,2,1,0,1,0,0,2,0,1,1,2,633
100,"PRIMARY PATHSHALA  NO.1 RN.3 KAKRIPUR",650,475,0,1125,400,244,0,644,644,0,234,201,48,153,1,0,1,0,0,0,1,2,2,0,1,644
101,"HARIJAN CHAUPAL ADD. KAKRIPUR",707,473,1,1181,414,290,0,704,704,0,34,118,73,443,7,1,1,1,2,0,9,4,3,6,2,704
102,"HARIJAN CHAUPAL RAMALA",520,346,0,866,345,270,0,615,615,0,6,5,509,53,2,1,1,0,0,1,0,8,13,8,8,615
103,"PRIMARY PATHSHALA  UTTAR RAMALA",572,433,0,1005,363,280,0,643,643,0,290,43,13,285,0,0,0,0,1,1,0,3,1,0,6,643
104,"PRIMARY PATHSHALA SOUTH RAMALA",458,335,0,793,263,207,0,470,470,0,231,84,3,142,2,1,1,1,1,0,0,1,1,0,2,470
105,"PRIMARY PATHSHALA  NO.3 UTTAR RAMALA",543,401,0,944,288,238,0,526,526,0,87,74,18,331,3,0,0,0,0,1,5,0,0,1,6,526
106,"PRIMARY PATHSHALA  NO.3  SOUTH RAMALA",700,504,0,1204,369,270,0,639,639,0,290,40,40,259,2,0,1,0,1,1,0,1,1,0,3,639
107,"JUNIOR HIGH SCHOOL RN.-1 RAMALA",403,282,0,685,248,181,0,429,429,0,288,15,0,125,0,0,0,0,0,0,0,0,1,0,0,429
108,"JUNIOR HIGH SCHOOL RN.-2 RAMALA",577,446,0,1023,341,248,0,589,589,0,428,9,14,134,1,0,0,0,0,1,1,1,0,0,0,589
109,"PRIMARY PATHSHALA  UTTAR ASARA",872,628,0,1500,567,415,0,982,982,0,54,760,62,86,1,0,0,0,1,2,2,2,0,3,9,982
110,"PRIMARY PATHSHALA  SOUTH ASARA",836,686,0,1522,560,505,0,1065,1065,0,46,934,30,41,2,0,0,1,0,1,1,2,1,1,5,1065
111,"MUSLIM INTER COLLEGE UTTAR ASARA",852,591,0,1443,701,481,0,1182,1180,0,8,1082,66,18,0,0,1,0,0,0,0,1,0,3,3,1182
112,"MUSLIM INTER COLLEGE MADHYA ASARA",768,567,0,1335,602,367,0,969,969,0,22,889,8,38,0,0,1,5,1,1,0,1,0,1,2,969
113,"MAKTAB HIMAJUTUL ISLAM ASARA",805,676,0,1481,652,542,0,1194,1130,0,22,1139,12,5,0,0,0,2,1,1,0,0,0,7,5,1194
114,"MAYNUL ISLAMIYA SCHOOLEAST ASARA",796,620,0,1416,675,401,0,1076,1012,0,34,999,13,18,0,0,0,0,1,1,1,1,1,2,5,1076
115,"MAYNUL ISLAMIYA SCHOOL WEST ASARA",742,578,0,1320,560,368,0,928,920,0,10,767,74,59,1,0,1,0,0,1,3,2,2,2,6,928
116,"HARIJAN CHAUPAL BHUDPUR",854,560,0,1414,495,350,0,845,805,0,52,95,152,487,1,2,4,3,2,2,12,19,6,3,5,845
117,"BASIKPRIMARY PATHSHALA NIMWALI RN.1 BHUDPUR",685,466,0,1151,411,314,0,725,725,0,274,111,5,322,3,0,0,1,2,3,2,0,0,0,2,725
118,"BASIK PRIMARY PATHSHALA NIMWALI RN.2 BHUDPUR",657,491,0,1148,418,293,0,711,706,0,379,32,6,287,0,1,0,1,0,1,1,0,0,0,3,711
119,"PRIMARY PATHSHALA GOPALPUR KHADANA",370,268,0,638,314,230,0,544,544,0,348,20,20,149,1,0,0,0,0,1,4,0,0,0,1,544
120,"PRIMARY PATHSHALA  IMBRAHIMPUR MAJRA",516,351,0,867,387,245,0,632,628,0,329,10,5,274,0,0,0,1,0,2,2,3,2,1,3,632
121,"HARIJAN CHAUPAL IMBRAHIMPUR MAJRA",556,420,0,976,389,318,0,707,707,0,92,116,28,441,2,2,1,0,1,1,5,7,1,4,6,707
122,"NAI  PATHSHALA FATHAPUR CHAK",263,208,0,471,182,130,0,312,312,0,185,24,1,101,0,0,0,0,0,0,0,0,0,1,0,312
123,"PURVA MADHIYAMIK VIDHALAY FATHAPUR CHAK",265,195,0,460,136,98,0,234,234,0,55,15,65,88,0,0,0,8,0,0,1,1,0,0,1,234
124,"D.A.V.INTER COLLEGE KISNPUR BIRAL",606,511,0,1117,378,324,0,702,682,0,271,113,22,267,1,1,1,3,0,1,6,1,2,3,10,702
125,"D.A.V. INTER COLLEGE  KISANPUR BIRAL",848,635,0,1483,471,385,0,856,856,0,144,222,169,294,2,1,0,2,1,1,2,2,2,7,7,856
126,"ADD. DHACHA KHALI JGAH KALIRAM S/0 KHEMCHAND HARIJAN KISANPUR BIRAL",863,671,0,1534,565,421,0,986,986,0,340,102,21,490,3,2,0,2,1,3,11,2,2,1,6,986
127,"PRIMARY PATHSHALA  NO.1  RN.1 KISANPUR",815,622,0,1437,513,402,0,915,910,0,384,185,34,295,2,0,1,1,0,2,0,1,1,2,7,915
128,"ASHTHAI DHANCHA HARIJAN CHOPAL UTTAR KISHANPUR",433,327,0,760,249,181,0,430,430,0,117,42,173,87,2,0,0,0,0,0,3,0,4,2,0,430
129,"ASTHAI DHANCHA  HARIJAN CHAUPAL KISANPUR",373,275,0,648,212,156,0,368,320,0,268,9,9,77,0,0,0,1,0,1,0,0,0,0,3,368
130,"HARIJAN CHAUPAL BASAULI",531,421,0,952,439,325,0,764,764,0,118,47,6,593,0,0,0,0,0,0,0,0,0,0,0,764
131,"HARIJAN CHAUPAL PASHICHIM BASAULI",409,338,0,747,278,251,0,529,527,0,8,1,13,501,1,0,0,2,0,0,1,2,0,0,0,529
132,"PRIMARY PATHSHALA  UTTAR BASAULI",463,365,0,828,341,205,0,546,546,0,11,9,274,243,1,1,0,1,0,0,0,1,3,0,2,546
133,"PRIMARY PATHSHALA  DAKSHIN BASAULI",638,521,0,1159,440,346,0,786,785,0,171,86,10,512,0,1,0,0,1,0,0,3,0,0,2,786
134,"HARIJAN CHAUPAL  BARWALA",621,412,0,1033,338,189,0,527,502,0,238,28,122,105,0,1,0,1,0,0,3,9,4,5,11,527
135,"PRIMARY PATHSHALA  BARWALA",630,456,0,1086,378,286,0,664,643,0,284,47,1,311,1,1,0,1,0,1,2,8,2,1,4,664
136,"JUNIOR HIGH SCHOOL UTTAR BARWALA",591,435,0,1026,396,298,0,694,694,0,401,13,0,275,0,0,0,0,0,1,1,1,1,0,1,694
137,"JUNIOR HIGH SCHOOL DAKSHIN BARWALA",593,399,0,992,389,253,0,642,640,0,397,2,4,234,2,0,0,0,0,0,0,1,0,1,1,642
138,"PRIMARY PATHSHALA KARIMPUR",267,223,0,490,227,170,0,397,397,0,6,184,40,161,1,0,1,0,0,0,1,2,0,0,1,397
139,"PRIMARY PATHSHALA  UTTAR HASANPUR JIWANI",730,529,0,1259,480,361,0,841,840,0,234,161,6,412,1,0,2,1,0,1,5,7,1,1,9,841
140,"ASTHAI DHANCHA  HARIJAN CHAUPL KE KHALI JAGAH MULKHI S/0 BALDEVA KE MAKAN KE PASS KASIMPUR KHERI",464,372,0,836,294,248,0,542,542,0,63,60,184,221,2,1,0,0,0,0,4,2,3,1,1,542
141,"HARIJAN CHAUPAL KASIMPUR KHEII",328,232,0,560,236,149,0,385,360,0,150,8,60,154,0,0,1,0,1,0,1,2,2,3,3,385
142,"PRIMARY PATHSHALA  PURVA KASIMPUR KHERI",470,375,0,845,400,279,0,679,676,0,398,3,22,244,1,0,0,0,1,0,4,1,1,0,4,679
143,"PRIMARY PATHSHALA PASHICHIM KASIMPUR KHERI",635,522,0,1157,420,317,0,737,737,0,403,60,10,249,1,0,0,3,0,2,1,1,0,5,2,737
144,"PRIMARY PATHSHALA  UTTAR ASHARFABAD THAL",716,523,0,1239,538,399,0,937,931,0,22,826,58,14,0,1,0,0,0,0,0,0,3,7,6,937
145,"PRIMARY PATHSHALA  DAKSHIN ASHARFABAD THAL",571,451,0,1022,506,355,0,861,858,0,34,743,24,50,0,0,0,0,0,0,1,0,1,3,5,861
146,"PRIMARY PATHSHALA  NO.3  MUKARRABPUR KANDERA",448,310,0,758,322,183,0,505,480,0,286,8,1,206,0,1,0,0,0,0,1,0,0,1,1,505
147,"PRIMARY PATHSHALA  NO.3  MUKARRABPUR KANDERA",404,287,0,691,262,178,0,440,436,0,266,0,1,163,0,0,0,2,0,1,2,0,1,0,4,440
148,"PRIMARY PATHSHALA  NO.2  MUKARRABPUR KANDERA",707,500,0,1207,478,288,0,766,748,0,539,26,3,183,0,2,0,3,0,1,0,1,1,0,7,766
149,"SHRI SUBHASH HIGHER SECONDERY SCHOOL RN.-3 MUKARRABPUR KANDERA",368,246,0,614,217,131,0,348,347,0,76,0,10,252,1,0,0,1,1,2,2,1,0,0,2,348
150,"HARIJAN CHAUPAL  ADD.MUKARRABPUR KENDRA",232,180,0,412,118,94,0,212,212,0,38,0,107,54,1,0,0,7,0,1,0,1,0,3,0,212
151,"CHAUPAL PATTI AHLAWAT MUKARRABPUR KENDRA",519,357,0,876,321,227,0,548,491,0,40,67,123,291,2,1,0,1,1,6,5,3,1,3,4,548
152,"PRIMARY PATHSHALA  PURVA SUJTI",358,258,0,616,294,196,0,490,489,0,295,4,1,187,0,1,0,0,2,0,0,0,0,0,0,490
153,"PRIMARY PATHSHALA PASHICHIM SUJTI",576,472,0,1048,420,301,0,721,715,0,251,4,6,423,6,0,0,0,0,2,15,3,1,1,9,721
154,"DHIVRON KI CHAUPAL SUJTI",505,386,0,891,429,305,0,734,734,0,533,6,56,129,1,0,0,0,0,0,2,3,3,0,1,734
155,"KANYA PATHSHALA  RN.-1 GANGNAULI",702,534,0,1236,582,370,0,952,951,0,710,8,4,226,0,0,0,0,0,0,0,2,0,0,2,952
156,"PRIMARY PATHSHALA   PURVA GANGNAULI",564,385,0,949,394,234,0,628,622,0,405,0,0,219,1,0,0,0,0,2,0,0,0,0,1,628
157,"PRIMARY PATHSHALA   PURVA GANGNAULI",456,316,0,772,248,158,0,406,384,0,51,123,89,128,0,0,1,0,0,1,3,0,1,1,8,406
