"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANSHUL VERMA","2 - USHA VERMA","3 - SHIVE PRASAD VERMA","4 - SARVESH KUMAR","5 - CHANDRAPAL","6 - RAMDAYAL","7 - RAMLAKHAN GAUTAM","8 - SANJAY KUMAR","9 - SANTRAM","10 - HIRA LAL VERMA","11 - RAMPAL","12 - SHIVEKUMAR","13 - SAROJ KUMAR","14 - SARVESH","15 - SUNIL BHARTI","16 - None of the Above","Total Votes Secured"
84,"P.P. KHIRIYA",461,372,0,833,301,217,0,518,518,0,272,54,122,46,3,0,1,0,0,0,2,3,1,3,4,7,518
85,"P.P. NARBHA",465,392,0,857,253,190,0,443,443,0,307,41,73,5,1,2,2,0,0,0,3,1,0,1,3,4,443
86,"P.P. VIRAMPUR",746,623,0,1369,403,265,0,668,668,0,406,104,130,10,0,0,1,0,0,0,1,4,1,1,2,8,668
87,"P.P. LALUAPUR M. KHAJIGIPUR",706,550,0,1256,416,225,0,641,641,0,352,128,137,5,0,1,0,0,0,1,2,5,0,0,1,9,641
88,"P.P. RANDHIRPUR",297,260,0,557,184,111,0,295,295,0,219,7,49,14,1,1,0,0,0,0,1,1,1,1,0,0,295
89,P.P.KHARKOLA,590,497,0,1087,372,251,0,623,623,0,374,41,154,33,0,2,0,0,0,1,1,2,8,1,1,5,623
90,"J.H.S. PALI K.N.1",532,385,0,917,337,182,0,519,519,0,228,9,258,3,2,0,0,1,0,1,2,0,2,4,2,7,519
91,"J.H.S. PALI K.N.2",727,538,0,1265,391,211,0,602,602,0,6,427,149,9,0,0,1,0,0,0,0,0,0,5,3,2,602
92,"J.H.S. PALI K.N.3",854,698,0,1552,399,255,0,654,654,0,50,390,180,13,0,7,0,0,1,2,2,4,1,1,1,2,654
93,"R.K.I.K. PALI K.N. 1",548,434,0,982,362,300,0,662,662,0,344,255,52,8,0,0,0,0,0,1,0,0,1,0,0,1,662
94,"R.K.I.K. PALI K.N. 2",491,383,0,874,263,183,0,446,446,0,250,54,95,18,2,0,0,1,2,0,1,3,2,5,7,6,446
95,"R.K.I.K. PALI K.N. 3",421,334,0,755,153,104,0,257,257,0,75,128,44,5,0,2,0,0,0,0,0,1,1,0,0,1,257
96,"R.K.I.K. PALI K.N. 4",505,404,0,909,238,229,0,467,467,0,38,333,83,3,0,0,0,0,0,4,0,2,1,0,2,1,467
97,"R.K.I.K. PALI K.N. 5",535,447,0,982,302,244,0,546,546,0,7,335,193,0,2,0,0,0,0,0,1,3,1,1,2,1,546
98,"P.P.PALI BAZAR K.N. 1",592,533,0,1125,374,298,0,672,672,0,470,154,35,7,1,0,0,0,0,0,0,0,0,1,1,3,672
99,"P.P.PALI BAZAR K.N. 2",330,336,0,666,215,161,0,376,376,0,344,20,3,7,1,0,0,0,0,0,0,0,0,0,0,1,376
100,"P.P.PALI BAZAR K.N. 5",448,395,0,843,266,165,0,431,431,0,366,7,36,5,0,0,0,0,0,10,0,1,1,0,1,4,431
101,"J.H.S. PALI R.N. 4",538,431,0,969,301,194,0,495,495,0,331,64,82,4,2,0,0,0,2,0,0,2,2,4,1,1,495
102,"J.H.S. PALI K.N.5",598,503,0,1101,290,149,0,439,439,0,337,42,32,15,0,0,0,0,0,1,0,1,0,3,0,8,439
103,"J.H.S. PALI K.N.6",601,516,0,1117,337,290,0,627,627,0,492,56,7,47,0,1,2,0,1,1,1,2,1,1,2,13,627
104,"K.P.P. PALI K.N. 2",656,632,0,1288,428,360,0,788,788,0,568,150,57,4,0,0,0,0,2,1,0,0,2,1,3,0,788
105,"P.P. BABARPUR K.N. 1",594,506,0,1100,330,171,0,501,501,0,409,39,27,22,0,0,0,0,1,0,0,1,0,0,0,2,501
106,"P.P. BABARPUR K.N. 2",835,653,0,1488,402,310,0,712,712,0,464,29,174,32,1,1,0,0,0,1,0,2,2,0,2,4,712
107,"P.P. MUDRAMAU",598,504,0,1102,461,320,0,781,781,0,603,52,102,5,1,0,1,0,0,1,1,4,4,2,0,5,781
108,"P.P. NIZAMPUR K.N.1",675,497,0,1172,345,230,0,575,575,0,30,316,207,15,0,0,0,1,0,1,0,1,1,0,1,2,575
109,"P.P. NIZAMPUR K.N.2",310,294,0,604,198,154,0,352,352,0,105,89,129,14,1,0,1,0,0,0,0,2,1,2,1,7,352
110,"P.P. DEVNIYAPUR BALBHADRA",434,309,0,743,283,196,0,479,479,0,165,34,242,12,0,1,0,2,2,0,3,4,0,7,3,4,479
111,"P.P. RAHTOORA",630,502,0,1132,383,288,0,671,671,0,250,128,235,36,2,1,0,1,1,2,0,3,3,2,3,4,671
112,"P.P. RATANAPUR",476,413,0,889,286,214,0,500,500,0,261,131,89,7,2,0,0,1,1,1,0,1,1,2,1,2,500
113,"P.P. KHANIKLAPUR",689,515,0,1204,418,268,0,686,686,0,392,40,233,14,0,0,0,0,0,0,0,3,3,1,0,0,686
114,"P.P. AMIRATA",568,482,0,1050,373,232,0,605,605,0,413,56,110,4,3,0,0,0,0,2,1,7,4,0,2,3,605
115,"P.P. BHAUDDINPUR K.N. 1",484,380,0,864,295,161,0,456,456,0,277,30,131,9,0,0,0,0,0,0,0,0,3,2,1,3,456
116,"P.P. BHAUDDINPUR K.N. 2",508,378,0,886,190,186,0,376,376,0,220,84,61,4,0,1,0,0,1,0,0,1,0,0,1,3,376
117,"P.P. MUNDER K.N. 1",635,581,0,1216,373,350,0,723,723,0,323,135,187,43,4,1,1,1,4,1,2,3,3,3,4,8,723
118,"P.P. MUNDER K.N. 2",567,541,1,1109,335,211,0,546,546,0,352,78,97,7,2,1,0,3,0,1,1,1,0,1,0,2,546
119,"J.H.S. MUNDER K.N. 1",748,553,0,1301,410,202,0,612,612,0,383,94,108,5,0,1,0,0,1,1,2,1,5,3,0,8,612
120,"J.H.S. MUNDER K.N. 2",266,213,0,479,154,140,0,294,294,0,64,143,63,1,0,0,1,1,2,0,0,1,5,1,6,6,294
121,"P.P. SEMARJALA",359,311,0,670,240,181,0,421,421,0,269,93,42,6,0,1,0,0,0,1,0,2,1,1,3,2,421
122,"J.H.S. INAYATPUR M. SEMARJALA",718,607,0,1325,405,302,0,707,707,0,394,142,146,6,1,2,1,0,1,1,0,1,1,1,3,7,707
123,"P.P. SAIDAPUR",708,554,0,1262,397,206,0,603,603,0,395,83,105,10,1,0,0,0,1,0,0,3,0,1,3,1,603
124,"P.P. SARSAI",554,467,0,1021,327,205,0,532,532,0,324,64,106,11,0,0,3,0,0,1,2,1,2,4,4,10,532
125,"P.P. TIMIRPUR",517,427,0,944,273,165,0,438,438,0,294,53,68,8,0,0,0,0,0,1,1,1,2,0,4,6,438
126,"P.P. RAIPUR",339,259,0,598,176,122,0,298,298,0,89,100,90,8,1,1,0,0,1,0,1,1,3,1,2,0,298
127,"P.P. KAHRAI NAKTAURA",707,615,0,1322,443,286,0,729,729,0,483,22,187,24,0,0,1,1,1,1,2,1,2,0,0,4,729
128,"P.P. GAUHNA M. KANKAPURUBRIYA",778,656,0,1434,473,226,0,699,699,0,348,170,149,19,6,0,0,0,0,0,0,1,3,1,0,2,699
129,"P.P. RAJPUR LBEDA",609,510,0,1119,364,185,0,549,549,0,209,104,174,48,3,0,0,0,1,0,0,2,2,1,2,3,549
130,"P.P. CHAKOTI KURD",347,274,0,621,274,182,0,456,456,0,224,181,26,7,2,0,0,0,2,0,0,1,1,1,5,6,456
131,"P.P. PANDEYPUR",769,664,0,1433,449,354,0,803,803,0,594,77,85,12,3,4,2,2,3,4,0,0,4,5,2,6,803
132,"P.P. KAITHA",406,333,0,739,265,163,0,428,428,0,269,129,20,4,0,0,0,0,1,0,0,0,1,1,1,2,428
133,"P.P. RAMPURA KHAMRIYA",735,619,0,1354,440,331,0,771,771,0,425,142,175,9,1,1,2,1,1,0,0,2,1,2,3,6,771
134,"P.P. KANAHARI",612,519,0,1131,376,236,0,612,612,0,326,170,91,7,0,0,1,2,1,0,0,1,2,2,4,5,612
135,"P.P. UBRIYA KALAN",418,340,1,759,264,190,0,454,454,0,271,57,92,12,1,0,1,2,1,5,1,3,1,4,0,3,454
136,"P.P. BASELIYA",441,357,0,798,291,227,0,518,518,0,406,44,54,4,1,1,0,1,0,0,1,0,2,1,1,2,518
137,"J.H.S. SAHAJANPUR",760,696,0,1456,437,325,0,762,762,0,502,164,55,9,0,1,2,0,3,1,0,1,4,2,7,11,762
138,"P.P. GAURAUDAYPUR",527,348,0,875,271,186,0,457,457,0,236,48,143,14,2,0,0,0,2,0,0,2,4,0,2,4,457
139,"P.P. DAULATPUR K.N. 1",269,221,0,490,199,136,0,335,335,0,249,10,63,2,2,0,0,0,0,0,1,2,1,2,1,2,335
140,"P.P. DAULATPUR K.N. 2",667,565,0,1232,372,275,0,647,647,0,72,260,295,3,1,11,0,0,0,2,0,2,0,1,0,0,647
141,"P.P. RAMPURLAL",238,187,0,425,158,126,0,284,284,0,72,2,189,3,1,7,0,0,0,0,0,0,0,6,0,4,284
142,"P.P. BHORAPUR",724,478,0,1202,441,267,0,708,708,0,470,37,157,27,4,0,0,1,0,1,0,0,1,2,1,7,708
143,"P.P. LAKHMAPUR",674,478,0,1152,306,159,0,465,465,0,301,37,94,14,1,0,1,0,1,0,2,4,4,2,1,3,465
144,"P.P. UMRIYA",233,191,0,424,125,91,0,216,216,0,147,33,23,7,0,0,0,0,0,2,1,1,0,0,1,1,216
145,"P.P. HARNKHUDA",419,290,0,709,253,137,0,390,390,0,247,41,88,2,2,0,1,0,0,0,0,1,2,2,2,2,390
146,"P.P. SARAYRAGOON",756,550,0,1306,540,352,0,892,892,0,537,95,234,4,0,0,1,1,0,0,0,2,0,3,4,11,892
147,"P.P. MADAYA M. DAHIRAPUR",324,227,0,551,192,114,0,306,306,0,105,21,170,1,0,0,0,0,0,0,0,1,0,2,2,4,306
148,"P.P. JAMHOORA  M. SALHONI",847,573,0,1420,473,175,0,648,648,0,153,357,125,1,2,0,0,1,1,0,1,1,2,0,3,1,648
149,"P.P. SEMRIYA",784,634,0,1418,509,350,0,859,859,0,515,235,52,22,1,0,1,1,0,1,1,3,4,1,5,17,859
150,"P.P. KIRITIYAPUR M. CHODARAI",676,535,0,1211,381,260,0,641,641,0,263,274,52,16,0,2,0,1,1,0,0,4,4,6,6,12,641
151,"P.P. LILANAGRA M. SINGHAPUR",339,243,0,582,211,137,0,348,348,0,53,34,252,3,1,0,0,0,0,0,0,3,0,1,0,1,348
152,"P.P. MADANAPUR",637,499,0,1136,379,288,0,667,667,0,402,127,102,5,1,0,0,1,1,2,1,2,0,4,8,11,667
153,"P.P. KHITOOLI",558,469,0,1027,410,239,0,649,649,0,287,226,103,7,0,2,1,0,2,1,0,3,5,2,5,5,649
154,"J.H.S. NIZAMPUR SAIDAPUR",149,139,0,288,105,82,0,187,187,0,87,53,44,1,0,0,0,0,0,0,0,1,1,0,0,0,187
155,"P.P. GAURKHEDA",384,306,0,690,228,206,0,434,434,0,154,50,154,66,2,0,0,1,0,0,0,2,2,1,1,1,434
156,"R.I.K.U.M.V. SAWAYAJPUR K.N. 1",431,395,0,826,268,252,0,520,520,0,349,102,46,7,0,0,0,0,0,0,0,3,1,3,1,8,520
157,"R.I.K.U.M.V. SAWAYAJPUR K.N. 2",629,536,0,1165,322,226,0,548,548,0,321,48,134,13,3,0,1,0,8,1,1,2,3,3,2,8,548
158,"R.I.K.U.M.V. SAWAYAJPUR K.N. 3",720,642,0,1362,431,300,0,731,731,0,416,226,66,3,0,2,0,0,2,1,1,0,1,2,2,9,731
159,"R.I.K.U.M.V. SAWAYAJPUR K.N. 4",303,230,0,533,189,82,0,271,271,0,93,21,146,2,0,1,2,0,0,0,0,0,3,1,1,1,271
160,"P.P. SILVARI",684,547,0,1231,429,316,0,745,745,0,408,123,149,13,5,2,0,2,0,2,1,4,5,7,8,16,745
161,"P.P. FADULLAPUR M. KAKRA",456,374,0,830,370,167,0,537,537,0,335,171,15,2,4,0,0,1,4,0,0,1,0,0,1,3,537
162,"P.P. BHELAMAU K.N. 1",450,350,0,800,246,116,0,362,362,0,121,130,92,11,0,0,0,0,0,0,0,3,2,1,0,2,362
163,"P.P. BHELAMAU K.N. 2",674,560,0,1234,417,270,0,687,687,0,452,96,108,8,1,2,0,2,1,5,0,6,1,0,2,3,687
164,"P.P. UDHARNPUR",355,268,0,623,232,144,0,376,376,0,130,13,214,4,1,0,2,0,0,0,2,2,2,2,1,3,376
165,"P.P. BADORA",556,525,0,1081,370,334,0,704,704,0,352,131,158,15,0,0,2,3,0,1,1,3,9,8,10,11,704
166,"P.P. BINAIKA AKBARPUR",599,482,0,1081,347,268,0,615,615,0,307,70,222,3,0,2,1,0,0,2,1,1,2,3,0,1,615
167,"P.P. MATTIPUR",454,395,0,849,273,217,0,490,490,0,210,181,78,5,1,2,0,0,1,2,1,0,2,0,2,5,490
168,"P.P. BAJPUR NAKTAURA K.N. 1",576,475,0,1051,373,301,0,674,674,0,279,198,174,8,0,1,1,1,4,2,1,2,1,0,1,1,674
169,"P.P. BAJPUR NAKTAURA K.N. 2",442,357,0,799,254,189,0,443,443,0,255,99,81,4,1,0,0,0,0,0,0,1,1,0,1,0,443
170,"J.H.S. BARVAN K.N.1",716,552,0,1268,457,311,0,768,768,0,475,99,149,6,2,1,1,0,2,1,0,5,3,5,3,16,768
171,"P.P. BARVAN K.N. 2",771,579,0,1350,396,302,0,698,698,0,394,226,33,3,1,12,1,0,0,2,3,2,2,1,6,12,698
172,"P.P. KOLIYA",322,260,0,582,192,151,0,343,343,0,180,117,32,1,1,0,1,1,0,1,1,0,1,2,3,2,343
173,"P.P. MIRAKAPUR",369,266,0,635,211,141,0,352,352,0,154,79,87,6,0,2,1,0,2,0,1,4,2,5,1,8,352
174,"P.P. MANIMAU",232,168,0,400,154,106,0,260,260,0,157,58,33,6,2,0,1,0,0,0,0,2,0,0,0,1,260
175,"P.P. DULARPUR K.N. 1",860,710,0,1570,637,441,0,1078,1078,0,671,106,230,7,3,2,2,0,2,5,5,10,5,11,2,17,1078
176,"P.P. DULARPUR K.N. 2",270,215,0,485,175,115,0,290,290,0,88,131,58,3,0,2,2,0,1,0,0,3,1,1,0,0,290
177,"P.P. DEVPUR",200,166,0,366,149,121,0,270,270,0,39,8,209,3,1,0,1,0,0,0,1,3,1,3,0,1,270
178,"P.P. JILGAWN",357,286,0,643,226,204,0,430,430,0,242,95,60,4,0,0,0,1,1,10,2,3,3,4,1,4,430
179,"P.P. SHEKPUR",424,363,0,787,311,248,0,559,559,0,346,121,48,6,2,0,0,0,0,4,1,6,7,0,8,10,559
180,"J.H.S. BARSOHIYA K.N. 1",595,472,0,1067,346,273,0,619,619,0,356,212,20,4,0,0,0,0,1,1,1,5,1,1,7,10,619
181,"J.H.S. BARSOHIYA K.N. 2",944,716,0,1660,600,411,0,1011,1011,0,299,242,415,16,0,0,2,0,2,0,4,5,3,7,7,9,1011
