"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASTBHUJA PRASAD TRIPATHI","2 - ADITYANATH","3 - RAJMATI NISHAD","4 - RAM BHUAL NISHAD","5 - INDRA DEO YADAVA","6 - FAIZ AHAMAD FAIZI","7 - MUNNA","8 - RAJIT MISHRA","9 - RAJESH","10 - RADHE MOHAN MISRA","11 - MOHD. WASEEM KHAN","12 - SUBASH KUMAR MAURYA","13 - ACHHE LAL GUPTA","14 - ASHOK","15 - RAMKISHUN","16 - None of the Above","Total Votes Secured"
23,"P.VID. THAKURAPUR N0 2 TOLASAWI ROOM NO.2",364,331,1,696,304,203,0,507,154,0,9,179,220,50,0,2,3,0,3,1,0,3,5,8,20,4,507
24,"GARM SACHI. JA.DUMARI NO 1 ROOM NO1",806,602,0,1408,442,334,0,776,419,0,14,354,310,66,1,0,3,0,2,4,2,1,7,3,5,4,776
25,"GARM SACHI. JA.DUMARI NO 1 ROOM NO2",382,285,0,667,200,152,0,352,352,0,7,55,244,18,3,1,0,1,0,5,1,1,3,1,2,10,352
26,"P. VID. JAN. DUMARI NO. 1 ROOM NO.1",424,322,0,746,206,158,0,364,358,0,5,152,145,42,0,0,2,0,1,2,1,2,7,0,2,3,364
27,"P.VID. JAN. DUMARI NO.1 ROOM NO.2",663,501,0,1164,361,316,0,677,239,0,15,347,124,166,2,0,2,0,2,1,1,3,4,2,4,4,677
28,"PARISHADIY JU. HIGH SCH. JAN.DUMARI NO.1 ROOM NO.1",824,594,0,1418,432,350,0,782,189,0,4,257,77,394,5,4,9,1,2,1,2,1,8,5,4,8,782
29,"PARISHADIY JU. HIGH SCH. JAN.DUMARI NO.1 ROOM NO.2",387,246,0,633,202,176,0,378,142,0,12,129,170,48,0,2,2,0,1,0,0,1,4,4,2,3,378
30,"BHIMRAW A. INTER.K. JAN. DUMARI NO.1ROOM NO.1",374,285,0,659,198,167,0,365,360,0,5,118,203,27,0,0,0,1,1,1,0,0,3,4,0,2,365
31,"BHIMRAW A. INTER.K. JAN. DUMARI NO.1ROOM NO.2",728,519,0,1247,413,337,0,750,119,0,16,321,116,232,4,3,17,1,0,0,5,3,10,5,6,11,750
32,"SA. VID. KENDR JAN. JAINUL AVDIN URF JAINAPUR ROOM NO.1",561,423,0,984,255,217,0,472,472,0,8,192,235,25,1,2,1,0,0,1,0,0,1,1,2,3,472
33,"JSA. VID. KENDR JAN. JAINUL AVDIN URF JAINAPUR ROOM NO.2",443,312,0,755,209,177,0,386,268,0,7,243,95,32,0,1,1,0,0,1,0,0,0,1,2,3,386
34,"P.VID. TOLA KAJIPUR JAN. JAINUL AVDIN URF JAINAPUR ROOM NO.3",617,428,0,1045,277,199,0,476,423,0,7,254,113,93,1,0,0,0,0,2,0,1,0,1,1,3,476
35,"P. VID.  JAN. JAINUL AVDIN URF JAINAPUR",813,646,0,1459,460,409,0,869,137,0,15,439,250,105,5,21,1,3,3,3,5,1,4,3,3,8,869
36,"P. VID.JAN. JAINUL AVDIN URF JAINAPUR R.N.2",264,214,0,478,137,114,0,251,121,0,2,89,73,70,1,0,1,1,0,3,0,1,3,1,1,5,251
37,"PU. MA. VID JAN. JAINUL AVDIN URF JAINAPUR",748,503,0,1251,360,260,0,620,193,0,10,292,151,143,3,0,2,0,1,1,2,0,1,2,2,10,620
38,"PU. MA. VID. JAN. JAINUL AVDIN URF JAINAPUR",493,362,0,855,287,186,0,473,145,0,8,260,109,77,2,1,2,2,0,0,0,1,4,3,2,2,473
39,"P.VID.JAN. JAINUL AVDIN URF JAINAPUR ROOM.NO.3",819,629,0,1448,452,429,0,881,100,0,13,430,340,59,2,3,1,1,0,0,5,1,5,5,7,9,881
40,"P.VID. JAN. DUMARI NO.1 BAGLA TOLA ROOM NO.1",569,446,0,1015,320,293,0,613,145,0,32,450,88,20,0,1,0,2,0,2,3,1,3,5,0,6,613
41,"P. VID. JAN. DUMARI N0 2 BAGLA TOLA ROOM NO.2",550,397,0,947,300,251,0,551,148,0,12,395,71,60,1,0,0,0,0,0,1,0,3,3,2,3,551
42,"P. VID. JAN. DUMARI N0 2 BAGLA TOLA ROOM NO. 3",513,361,0,874,221,176,0,397,142,0,24,184,86,87,5,0,1,0,1,1,1,1,2,2,0,2,397
43,"P. VID. JAN. DUMARI N0 2 BAGLA TOLA ROOM NO.4",452,319,0,771,195,161,0,356,90,0,14,160,106,62,1,1,1,0,3,0,0,0,2,3,1,2,356
44,"P.VID. JAN. DUMARI N0 2 KOIRIPUR ROOM NO.1",798,581,0,1379,450,341,0,791,176,0,20,493,161,65,1,0,6,3,4,2,0,4,7,5,4,16,791
45,"P.VID. JAN. DUMARI N0 2 KOIRIPUR ROOM NO.2",652,491,0,1143,291,252,0,543,306,0,4,329,92,90,2,0,1,1,0,3,2,2,7,4,0,6,543
46,"P.VID. JAN. DUMARI N0 2 KOIRIPUR ROOM NO.3",739,540,0,1279,354,276,0,630,173,0,10,245,165,173,2,1,7,4,1,3,0,1,7,3,3,5,630
47,"P. VID.  JAN. SAKHNI ROOM. NO.1",757,592,0,1349,384,389,0,773,271,0,7,294,385,45,3,3,1,4,1,3,2,1,5,4,1,14,773
48,"P. VID.  JAN. SAKHNI ROOM. NO.2",587,445,0,1032,355,287,0,642,600,0,5,333,217,62,2,2,0,2,1,1,0,1,6,2,1,7,642
49,"P.VID. JAN. HARPUR ROOM NO.1",895,685,2,1582,439,406,0,845,90,0,11,538,188,75,1,1,2,1,1,4,1,3,2,4,1,12,845
50,"P.VID. JAN. HARPUR ROOM NO.2",443,302,0,745,229,214,0,443,97,0,14,261,105,29,2,1,2,0,3,2,0,2,0,3,8,11,443
51,"P.VID. JAN. HARPUR ROOM NO.3",571,444,0,1015,258,211,0,469,154,0,9,228,134,76,2,1,3,0,0,1,0,1,4,3,2,5,469
52,"P.VID. BHAIRWA",650,574,0,1224,385,404,0,789,127,0,9,475,170,93,2,2,5,2,1,7,1,4,6,6,5,1,789
53,"P.VID. AWADI SAKHNI ROOM NO.1",546,440,0,986,292,255,0,547,514,0,21,307,197,10,1,0,0,2,2,1,1,0,1,0,1,3,547
54,"P.VID. AWADI SAKHNI ROOM NO.2",450,338,0,788,225,213,0,438,94,0,7,187,116,107,0,1,2,2,0,1,2,0,6,1,3,3,438
55,"P. VID.  PIPARI TARKULVA",811,704,0,1515,464,490,0,954,910,0,19,654,211,39,2,1,1,1,0,0,5,1,3,8,4,5,954
56,"P.VID. JAN. MAGHI",562,430,0,992,333,297,0,630,279,0,18,379,171,53,0,0,1,0,0,1,1,2,0,0,3,1,630
57,"P.VID. JAN. JAINUL AVDIN URF SEMRA",446,336,0,782,197,202,0,399,351,0,32,92,158,81,2,7,5,1,0,1,2,3,4,4,1,6,399
58,"P.VID JAN. MOHABBATBARVA",591,422,0,1013,308,282,0,590,112,0,9,198,141,228,3,0,1,0,0,0,1,2,6,0,1,0,590
59,"P. VID MOHADDIPUR",509,380,0,889,283,247,0,530,142,0,32,252,170,62,3,1,4,0,1,0,2,0,2,0,1,0,530
60,"PANCHAYAT BHVAN PARSAUNA",752,601,0,1353,369,370,0,739,171,0,16,298,191,198,1,8,4,3,0,6,0,0,3,2,6,3,739
61,"ISLAMIYA SCHOOL TARKULHA ROOM NO.1",702,560,0,1262,354,311,0,665,610,0,19,310,296,21,0,6,2,0,0,2,1,0,5,2,0,1,665
62,"ISLAMIYA SCHOOL TARKULHA ROOM NO.2",275,245,0,520,138,161,0,299,283,0,5,56,61,167,2,1,2,0,0,0,0,1,2,1,1,0,299
63,"P. VID. BJAHA",894,649,0,1543,482,409,0,891,142,0,10,542,188,115,1,1,2,0,0,1,3,2,4,11,4,7,891
64,"P.VID. SHYAMDEURVA URF LALKARAUNA",314,262,0,576,168,165,0,333,98,0,6,217,71,29,0,0,0,0,0,1,0,0,1,3,3,2,333
65,"P.VID.  SIRASIYA GADAI URF BARGDAHI ROOM.NO.1",940,693,0,1633,444,555,0,999,186,0,26,482,348,78,6,1,1,5,4,5,8,2,13,7,8,5,999
66,"P.VID.  SIRASIYA GADAI URF BARGDAHI ROOM.NO.2",691,606,0,1297,436,403,0,839,800,0,5,353,418,26,5,1,2,1,0,1,2,1,6,3,6,9,839
67,P.VID.SIHORAWA,251,195,1,447,149,126,0,275,90,0,10,66,185,12,0,0,0,0,0,0,0,0,1,1,0,0,275
68,"P.VID.CHAK KHAN MOHAMMAD",756,629,0,1385,407,382,0,789,310,0,41,258,324,130,2,0,3,0,0,0,5,1,8,3,8,6,789
69,"P.VID. KARMAHA BU.",647,496,0,1143,366,338,0,704,142,0,8,287,334,55,1,1,3,1,1,1,0,1,2,1,2,6,704
70,"PU. MA. VID. KARMAHA BU. ROOM NO.1",385,334,0,719,210,200,0,410,345,0,5,257,119,20,1,0,2,1,0,0,0,1,0,0,3,1,410
71,"PU. MA. VID. KARMAHA BU. ROOM NO.3",581,460,0,1041,375,326,0,701,310,0,7,262,296,110,2,1,1,2,1,1,2,2,2,6,5,1,701
72,"PU. MA. VID. KARMAHA BU. ROOM NO.2",654,538,0,1192,306,379,0,685,436,0,12,330,298,27,3,0,1,0,0,0,2,0,2,3,4,3,685
73,"P. VID. PIPARA CHURAMAN",341,274,0,615,197,172,0,369,189,0,7,216,33,101,0,0,1,2,0,2,1,0,2,1,1,2,369
74,"P.VID PHULAWRIYA ROOM NO.1",559,425,0,984,311,277,0,588,342,0,7,270,126,153,1,0,2,0,1,0,0,3,8,3,7,7,588
75,"P.VID PHULAWRIYA ROOM NO.2",420,315,0,735,216,243,0,459,241,0,9,331,97,12,0,0,0,0,0,2,3,0,2,0,0,3,459
76,"P.VID. PHULAWRIYA SECOND",554,433,0,987,333,271,0,604,432,0,14,214,339,30,1,0,0,0,0,0,0,0,2,1,2,1,604
77,"P.VID.  ASHARPHAPUR ROOM NO.1",307,247,0,554,213,195,0,408,241,0,8,203,168,4,1,2,0,0,0,0,3,0,4,10,4,1,408
78,"P.VID.  ASHARPHAPUR ROOM NO.2",551,462,0,1013,365,380,0,745,429,0,10,246,236,208,2,0,8,2,0,4,2,3,10,8,5,1,745
79,"P.VID. MUGALAN SIRSIYA URF BHRWALIYA",305,241,0,546,196,183,0,379,219,0,4,229,19,114,3,0,1,1,0,1,1,1,2,1,0,2,379
80,"P.VID. LANGDI GULRIHA ROOM NO.1",899,751,0,1650,600,487,0,1087,589,0,14,585,168,265,2,2,3,1,16,4,1,2,12,6,1,5,1087
81,"P.VID. LANGDI GULRIHA ROOM NO.2",560,462,0,1022,359,302,0,661,311,0,8,379,163,94,3,0,0,1,5,3,0,1,1,0,2,1,661
82,"P. VID.  BUDHADIHA ROOM NO.1",596,491,0,1087,387,301,0,688,341,0,15,351,245,62,0,0,0,2,0,4,1,0,1,4,3,0,688
83,"P. VID.  BUDHADIHA ROOM NO.2",338,286,0,624,230,216,0,446,258,0,4,110,109,204,1,0,1,0,0,0,0,3,5,3,1,5,446
84,"P.VID. HAFIZNAGAR",682,575,0,1257,425,382,0,807,431,0,78,389,261,51,2,0,2,0,2,4,1,5,2,1,7,2,807
85,"P.VID. RASULAPUR JHUNGIYA",376,310,0,686,284,199,0,483,149,0,16,267,121,63,0,1,1,1,2,0,0,0,0,6,1,4,483
86,"P.VID. RAMPUR BU.",684,547,0,1231,436,343,0,779,226,0,33,382,118,225,1,2,2,2,2,5,0,0,3,2,0,2,779
87,"P.VID. KARMHA KHURD",572,480,0,1052,358,307,0,665,341,0,21,470,84,65,1,1,1,0,1,4,0,0,11,1,2,3,665
88,"P. VID. ISLAMPUR",568,458,0,1026,359,319,0,678,189,0,20,448,84,105,1,1,2,4,1,2,0,1,2,5,1,1,678
89,"P.VID. JAMUNIYA ROOM NO.1",512,380,0,892,278,262,0,540,200,0,19,239,92,176,4,0,4,0,1,0,0,0,1,1,2,1,540
90,"P.VID. JAMUNIYA ROOM NO.2",295,241,0,536,186,178,0,364,143,0,7,189,115,32,0,0,1,1,2,0,0,1,3,4,7,2,364
91,"P.VID. BHISWA",457,396,0,853,271,256,0,527,241,0,16,279,20,190,2,0,2,0,4,2,0,2,6,0,0,4,527
92,"P.VID. CHIUTAHA",459,351,1,811,238,205,0,443,337,0,8,247,60,113,1,0,2,0,2,0,1,1,1,1,3,3,443
93,"P.VID VANCHRA",616,498,0,1114,383,370,0,753,412,0,16,547,27,100,6,1,9,1,2,3,4,1,7,8,10,11,753
94,"P.VID. BHALUHI",686,627,0,1313,400,414,0,814,342,0,39,404,203,142,1,2,1,2,0,7,1,1,1,3,2,5,814
95,"P.VID.  AMVA ROOM NO.1",270,233,0,503,162,167,0,329,142,0,6,80,200,25,0,2,1,0,0,1,1,0,3,1,4,5,329
96,"P.VID.  AMVA ROOM NO.2",783,637,0,1420,437,367,0,804,448,0,41,456,196,89,2,1,1,1,0,3,2,2,5,0,2,3,804
97,"PATEL SMARAK INTER C. BHATAHAT ROOM NO.1",403,344,0,747,250,217,0,467,114,0,22,286,114,36,1,1,0,0,0,1,1,1,2,0,0,2,467
98,"PATEL SMARAK INTER C. BHATAHAT ROOM NO.2",512,432,0,944,271,239,0,510,239,0,26,328,91,45,0,3,2,0,1,1,2,1,3,0,2,5,510
99,"PATEL SMARAK INTER C. BHATAHAT ROOM NO.3",691,498,0,1189,317,268,0,585,185,0,22,217,322,1,0,7,2,0,0,7,1,1,1,1,1,2,585
100,"PATEL SMARAK INTER C. BHATAHAT ROOM NO.4",657,487,0,1144,334,281,0,615,608,0,21,290,181,79,1,8,3,1,0,8,3,4,4,4,4,4,615
101,"PATEL SMARAK INTER C. BHATAHAT ROOM NO.5",425,404,0,829,197,203,0,400,285,0,20,254,87,22,0,8,0,0,0,3,1,2,0,0,0,3,400
102,"P.VID. ARAJI CHILBILWA ROOM NO.1",788,620,0,1408,434,446,0,880,312,0,16,455,341,33,1,1,1,0,3,3,6,2,5,3,5,5,880
103,"P.VID. ARAJI CHILBILWA ROOM NO.2",357,276,0,633,159,160,0,319,119,0,8,64,210,18,0,5,1,1,1,0,1,1,2,1,1,5,319
104,"P.VID.ATRAULIYA RROOM NO.1",626,504,0,1130,356,331,0,687,116,0,12,547,68,43,2,0,1,0,1,0,2,1,4,2,4,0,687
105,"P.VID.ATRAULIYA RROOM NO.2",336,273,0,609,226,196,0,422,110,0,10,231,36,134,2,0,0,0,0,3,0,0,0,1,5,0,422
106,"P.VID. CHAKIYA",696,582,0,1278,395,409,0,804,115,0,22,510,84,148,4,2,5,2,2,1,3,0,6,3,8,4,804
107,"P. VID POKHARBHINDA",840,678,0,1518,485,466,0,951,452,0,11,622,83,208,4,0,1,3,0,3,2,2,5,3,0,4,951
108,"P.VID. BAILO ROOM NO.1",438,283,0,721,186,201,0,387,142,0,6,151,154,7,4,53,4,0,0,1,0,0,1,0,3,3,387
109,"P.VID. BAILO ROOM NO.2",570,441,0,1011,274,292,0,566,119,0,9,290,168,11,1,64,1,1,1,4,1,2,2,0,1,10,566
110,"P.VID. BAILO ROOM NO.3",839,736,0,1575,407,440,0,847,110,0,23,316,437,13,1,25,2,2,2,2,0,1,5,3,6,9,847
111,"P.VID. BAILO ROOM NO.4",626,506,0,1132,325,317,0,642,146,0,14,366,44,191,3,3,2,0,2,2,1,2,3,3,4,2,642
112,"P.VID.  SAMDAR BU. ROOM NO.1",415,305,0,720,207,198,0,405,111,0,13,188,141,45,1,5,0,2,1,0,0,2,4,2,1,0,405
113,"P.VID.  SAMDAR BU. ROOM NO.2",546,410,0,956,315,283,0,598,214,0,15,340,152,80,1,1,0,0,0,1,0,0,3,2,1,2,598
114,"P.VID. SAMDAR KHURD",914,675,0,1589,431,394,0,825,222,0,33,345,340,47,3,24,3,1,2,11,1,1,2,4,2,6,825
115,"P.VID. MAHRI",644,534,0,1178,358,342,0,700,694,0,26,493,45,93,1,2,2,1,0,8,0,1,3,5,7,13,700
116,"P. VID. NIYAMTAPUR SIRASIYA",641,546,0,1187,358,299,0,657,369,0,14,481,71,71,2,2,3,1,0,0,2,0,3,1,2,4,657
117,"P.VID. TARKULHA URF POKHRABHINDA",734,587,1,1322,472,419,0,891,800,0,25,681,39,114,1,1,2,0,1,9,1,1,1,6,3,6,891
118,"P.VID. GHODADEUR",752,606,0,1358,418,411,0,829,660,0,31,472,64,233,1,1,2,1,2,1,1,2,4,3,7,4,829
119,"P.VID. CHAKJLAL",512,402,0,914,265,263,0,528,260,0,17,209,224,30,1,27,0,1,2,0,1,2,3,7,1,3,528
120,"PU. MA. VID CHIURADIH",338,285,0,623,217,187,0,404,117,0,13,242,16,124,2,1,0,0,0,1,1,0,1,2,0,1,404
121,"P. VID. SOHSA",654,515,0,1169,375,368,0,743,243,0,15,568,54,85,0,0,5,0,2,3,0,0,1,4,1,5,743
122,"P. VID. RAMPUR GOPALPUR ROOM.NO.1",860,715,0,1575,435,413,0,848,229,0,20,480,100,216,3,6,1,2,0,2,0,4,3,2,2,7,848
123,"P. VID. RAMPUR GOPALPUR ROOM.NO.2",493,443,0,936,297,251,0,548,189,0,6,317,115,91,0,0,2,0,0,1,0,0,1,2,2,11,548
124,"P. VID. RAMPUR GOPALPUR ROOM.NO.3",875,683,0,1558,440,364,0,804,153,0,9,235,125,404,2,4,6,1,1,2,1,1,5,2,2,4,804
125,"P. VID. RAMPUR GOPALPUR ROOM.NO.4",735,627,0,1362,372,341,0,713,239,0,8,376,146,160,3,1,2,1,0,0,2,1,1,2,3,7,713
126,"P. VID. PARMESHVARPUR ROOM NO.1",851,628,0,1479,564,440,0,1004,389,0,10,310,389,249,3,2,5,0,1,1,3,1,10,3,4,13,1004
127,"P. VID. PARMESHVARPUR ROOM NO.2",673,526,0,1199,426,346,0,772,218,0,6,344,194,204,0,0,3,0,0,3,2,2,3,3,4,4,772
128,"SANKUL  PARMESHVARPUR  ROOM NO.1",769,604,1,1374,470,414,0,884,884,0,18,362,271,200,2,2,2,1,1,2,0,3,6,4,5,5,884
129,"SANKUL  PARMESHVARPUR  ROOM NO.2",720,513,0,1233,443,346,0,789,241,0,18,363,128,238,0,3,3,0,3,5,1,2,2,6,4,13,789
130,"P.VID. DEVIPUR ROOM NO.1",640,477,0,1117,420,326,0,746,250,0,26,533,60,94,2,0,3,2,1,2,7,3,4,1,7,1,746
131,"P.VID. DEVIPUR ROOM NO.2",336,272,0,608,229,182,0,411,186,0,9,242,92,51,1,0,1,1,0,2,0,1,3,2,2,4,411
132,"P.VID. DEVIPUR ROOM NO.3",633,475,0,1108,355,362,0,717,685,0,8,387,109,181,3,0,5,1,1,0,2,5,4,2,5,4,717
133,"JU. HIGH SCH. DEVIPUR",269,240,0,509,193,163,0,356,146,0,9,182,52,93,0,1,4,0,0,4,2,0,5,0,1,3,356
134,"P.VID.  VISHUNAPUR MARVANI KOTHI ROOM NO.1",739,611,0,1350,486,376,0,862,655,0,29,506,90,208,4,2,1,0,5,1,0,1,1,4,5,5,862
135,"P.VID.  VISHUNAPUR MARVANI KOTHI ROOM NO.2",529,417,0,946,241,348,0,589,389,0,13,281,74,197,3,1,4,1,2,2,2,0,4,0,2,3,589
136,"P.VID.  VISHUNAPUR MARVANI KOTHI ROOM NO.3",479,361,0,840,318,254,0,572,113,0,8,70,5,461,4,2,6,0,1,5,0,0,6,1,1,2,572
137,"I.I.CO.P. U.  BALAPAR ROOM NO.1",568,457,0,1025,365,267,0,632,139,0,20,366,163,57,2,2,2,3,1,0,0,1,2,1,2,10,632
138,"I.I.CO.P. U.  BALAPAR ROOM NO.2",594,476,0,1070,336,315,0,651,541,0,9,302,134,179,0,3,4,0,0,4,4,0,2,2,2,6,651
139,"P. VID. SONBARSA ROOM NO.1",652,526,0,1178,421,354,0,775,775,0,14,234,100,398,5,2,3,0,2,1,0,2,2,1,2,9,775
140,"P. VID. SONBARSA ROOM NO.2",592,485,0,1077,442,384,0,826,341,0,8,144,15,634,2,2,3,0,1,0,0,3,3,5,2,4,826
141,"P.VID. BAIJNATHPUR ROOM.NO.1",819,648,0,1467,505,410,0,915,413,0,18,515,132,219,7,1,3,3,1,0,0,1,2,2,2,9,915
142,"P.VID. BAIJNATHPUR ROOM.NO.2",727,558,1,1286,471,379,0,850,341,0,23,492,37,274,3,2,1,0,0,0,2,0,1,2,4,9,850
143,"P.VID. BAIJNATHPUR ROOM.NO.3",200,176,0,376,134,108,0,242,146,0,3,127,8,96,0,0,0,0,0,0,0,1,2,0,3,2,242
144,"P.VID. RAHMATPUR",442,316,0,758,294,200,0,494,243,0,18,319,69,79,1,0,0,2,1,0,0,0,1,2,1,1,494
145,"P.VID. MANIRAM ROOM NO. 1",540,392,0,932,280,215,0,495,145,0,21,369,32,46,2,1,2,0,0,8,0,3,1,1,5,4,495
146,"P.VID. MANIRAM ROOM NO. 2",456,348,0,804,232,201,0,433,141,0,32,298,68,17,1,1,0,2,0,1,0,2,1,1,3,6,433
147,"P. VID. SIKTAUR BELDARI TOLA",920,657,0,1577,505,381,0,886,589,0,30,545,60,193,0,5,8,5,5,1,3,0,10,5,3,13,886
148,"P. BHAWAN SIKTAUR BUDH BAZAR",911,664,0,1575,433,350,0,783,600,0,34,535,90,108,3,0,1,0,0,6,2,0,0,1,1,2,783
149,"P. VID. SIKTAUR",499,398,0,897,281,249,0,530,143,0,21,320,18,153,3,1,3,0,0,0,0,1,1,2,4,3,530
150,"P. VID. SIKTAUR",532,337,0,869,207,120,0,327,325,0,10,192,38,77,0,0,2,0,0,1,1,0,1,2,2,1,327
151,"P. VID. JAN. NANDALAL SINGH ROOM NO.1",564,485,0,1049,295,325,0,620,341,0,19,439,95,52,0,0,0,0,2,4,2,0,2,1,3,1,620
152,"P. VID. JAN. NANDALAL SINGH ROOM NO.2",403,341,0,744,222,237,0,459,154,0,11,286,126,18,1,0,0,0,0,2,0,0,4,2,3,6,459
153,"P. VID. JAN. NANDALAL SINGH ROOM NO.3",473,370,0,843,245,254,0,499,148,0,18,269,158,36,1,0,0,1,1,3,0,2,2,1,2,5,499
154,"PU. MA. VID. RAMPUR CHAK ROOM NO.1",665,522,0,1187,372,310,0,682,311,0,26,392,117,128,2,1,3,0,0,0,0,2,0,1,1,9,682
155,"PU. MA. VID. RAMPUR CHAK ROOM NO.2",237,196,0,433,123,127,0,250,84,0,4,167,51,19,1,0,2,0,0,0,0,1,1,1,1,2,250
156,P.VID.NURUDDINCHAK,705,588,0,1293,501,391,0,892,374,0,12,442,130,264,3,2,2,2,3,1,3,4,8,4,6,6,892
157,"P.VID.  JAN. BAHAUR ALI ROOM NO.1",748,546,0,1294,464,363,0,827,442,0,15,513,189,81,2,2,0,0,0,9,0,0,1,4,5,6,827
158,"P.VID.  JAN. BAHAUR ALI ROOM NO.2",497,332,0,829,246,189,0,435,324,0,7,158,229,26,0,3,0,0,0,5,2,0,2,0,0,3,435
159,"PU. MA. VID. JAN. BAHAUR ALI",661,441,0,1102,299,227,0,526,241,0,48,183,70,168,0,28,4,2,0,5,1,1,1,2,3,10,526
160,"P.VID. SANJHAE",416,318,0,734,313,218,0,531,531,0,4,125,236,153,1,0,4,2,0,1,0,1,0,2,2,0,531
161,"P.VID. MIRJAPUR",666,565,0,1231,462,377,0,839,429,0,30,607,130,27,2,2,0,1,1,13,2,2,4,4,3,11,839
