"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
18,"P.S. LOHARPUR ROOM NO.- 1",487,418,0,905,376,304,0,680,669,0,47,41,397,165,2,0,1,0,0,1,2,7,9,1,7,680
19,"J.H.S. BHIRIYA ROOM NO.- 1",531,436,0,967,444,358,0,802,511,0,41,15,630,97,2,2,1,0,0,2,1,2,2,1,6,802
20,"P.S. UMRI H/O VISHUNPUR ROOM NO.- 1",358,316,0,674,259,206,0,465,465,0,42,16,382,14,2,0,0,1,0,0,1,0,2,0,5,465
21,"P.S. VISHUNPUR ROOM NO.- 1",509,387,0,896,420,303,0,723,1,0,46,138,354,132,20,4,0,0,4,0,2,4,7,5,7,723
22,"P.S. GAURA SAILAK ROOM NO.- 1",692,619,0,1311,509,409,0,918,800,0,7,171,455,267,1,2,0,0,0,0,0,0,10,2,3,918
23,"P.S. CHIRAIYA ROOM NO.- 1",412,310,0,722,299,193,0,492,1,0,54,131,194,93,3,2,1,1,0,0,1,1,4,2,5,492
24,"P.S. CHATWARA ROOM NO.- 1",201,175,0,376,154,132,0,286,260,0,8,15,233,21,1,0,0,0,0,0,1,0,3,1,3,286
25,"J.H.S. JAGATPUR ROOM NO.- 1",365,326,0,691,289,257,0,546,500,0,53,138,269,63,2,1,0,0,4,1,2,3,5,1,4,546
26,"P.S. LAKUDA ROOM NO.- 1",363,304,0,667,303,237,0,540,540,0,14,79,398,16,1,2,0,1,3,1,3,1,13,1,7,540
27,"P.S. MANJHGAVAN ROOM NO.- 1",499,389,0,888,356,222,0,578,551,0,107,39,312,95,3,0,1,0,4,1,1,1,4,0,10,578
28,"P.S. DEVGAVAN ROOM NO.- 1",316,231,0,547,253,151,0,404,180,0,66,59,237,26,2,1,0,0,0,1,2,1,4,1,4,404
29,"P.S. SINGAHA VISUNPUR ROOM NO.- 1",496,424,0,920,396,302,0,698,98,0,88,26,508,38,0,1,0,1,1,1,0,6,18,4,6,698
30,"P.S. SINGHA ROOM NO.- 1",474,423,0,897,394,220,0,614,595,0,106,58,321,108,2,1,0,1,1,0,3,2,4,1,6,614
31,"J.H.S. BELAHARA ROOM NO.- 1",483,444,0,927,344,259,0,603,603,0,8,148,394,33,2,0,0,0,1,2,0,0,5,4,6,603
32,"J.H.S. BELAHARA ROOM NO.- 2",397,340,0,737,219,196,0,415,1,0,3,318,58,11,2,0,1,0,1,0,5,5,3,0,8,415
33,"J.H.S. BELAHARA ROOM NO.- 3",802,650,0,1452,493,366,0,859,300,0,35,243,410,139,3,1,1,1,4,2,1,1,4,6,8,859
34,"J.H.S. BELAHARA EXTRA ROOM NO.- 1",489,402,0,891,303,229,0,532,1,0,3,205,235,79,1,1,1,0,0,0,0,0,3,0,4,532
35,"J.H.S. BELAHARA EXTRA ROOM NO.- 2",470,386,0,856,255,207,0,462,462,0,1,222,171,57,0,1,0,0,1,1,1,1,3,3,0,462
36,"P.S. BELAHARA PURVI BHAJ ROOM NO.- 1",470,415,0,885,257,266,0,523,283,0,10,348,55,87,3,1,1,0,2,0,1,4,4,4,3,523
37,"P.S. BELAHARA EXTRA  ROOM NO.- 1",459,373,0,832,319,236,0,555,283,0,152,104,262,16,1,0,0,0,2,1,0,3,7,1,6,555
38,"PANCHAYAT BHAVAN BELAHARA ROOM NO.- 1",790,666,0,1456,548,457,0,1005,350,0,11,115,438,401,5,5,0,4,2,2,2,2,8,3,7,1005
39,"P.S. KAITHA ROOM NO.-1",561,486,0,1047,413,333,0,746,746,0,14,168,483,67,2,1,0,0,0,0,0,0,6,3,2,746
40,"P.S. KAITHA EXTRA ROOM NO.- 1",387,349,0,736,278,241,0,519,1,0,157,35,304,18,0,3,1,1,0,0,0,0,0,0,0,519
41,"P.S. GHAGHASI ROOM NO.-1",567,411,0,978,366,211,0,577,496,0,35,149,216,157,2,2,1,1,2,2,1,1,1,3,4,577
42,"P.S. GHAGHASI EXTRA ROOM NO.- 1",350,272,0,622,225,166,0,391,44,0,106,90,188,2,0,0,0,0,0,2,0,1,0,0,2,391
43,"P.S. RALBHARI (CHAK) NORTH",659,575,0,1234,479,395,0,874,800,0,250,79,311,223,2,2,1,1,1,0,0,0,2,0,2,874
44,"P.S. RALBHARI (CHAK) SOUTH BHAG",203,178,0,381,144,110,0,254,170,0,16,57,125,46,1,0,0,1,0,2,1,0,2,1,2,254
45,"P.S. BHUNDIYA ROOM NO.-1",204,188,0,392,177,157,0,334,100,0,34,9,271,9,0,0,1,1,1,0,0,1,4,1,2,334
46,"P.S. BHATUWAMAU EAST",564,480,0,1044,360,338,0,698,9,0,38,163,316,166,2,3,2,0,1,0,1,3,2,0,1,698
47,"P.S. BHATUWAMAU WEST",674,496,0,1170,414,294,0,708,102,0,16,280,141,259,2,1,1,1,0,1,4,0,1,0,1,708
48,"P.S. MOHARI H/O BHATUWAMAU ROOM NO.-1",382,310,0,692,277,195,0,472,9,0,15,73,333,38,1,0,1,1,0,0,1,0,3,2,4,472
49,"P.S. MOHARI H/O BHATUWAMAU ROOM NO.-2",476,396,0,872,297,214,0,511,510,0,16,65,403,19,0,3,1,1,0,0,0,0,2,1,0,511
50,"P.S. SURJANPUR ROOM NO.-1",440,408,0,848,297,237,0,534,232,0,123,76,280,24,1,0,3,2,1,14,1,1,2,2,4,534
51,"P.S. TANDA ROOM NO.1",702,561,0,1263,471,354,0,825,750,0,31,179,263,305,4,2,2,0,0,0,29,1,6,3,0,825
52,"PANCHAYAT BHAVAN AMERA ROOM NO.-1",414,364,0,778,303,253,0,556,97,0,110,85,286,54,2,2,0,2,1,0,3,1,4,1,5,556
53,"P.S. DOHAI EXTRA ROOM NO.- 1",489,436,0,925,342,263,0,605,5,0,81,29,413,60,1,2,1,1,2,0,2,0,5,0,8,605
54,"P.S. SOHAI ROOM NO.-1",384,306,0,690,304,228,0,532,1,0,73,106,266,66,1,1,2,0,2,0,0,0,4,4,7,532
55,"P.S. MOHAM‍MADPUR  ROOM NO.-1",781,695,0,1476,546,414,0,960,960,0,24,240,490,176,6,0,7,0,0,1,0,3,8,1,4,960
56,"P.S. RAIPUR ROOM NO.-1",554,437,0,991,371,304,0,675,137,0,26,207,347,69,4,0,2,0,1,1,3,0,7,3,5,675
57,"P.S. BASAULI ROOM NO.-1",454,395,0,849,319,245,0,564,547,0,19,113,221,181,2,2,3,0,3,1,2,4,3,4,6,564
58,"J.H.S. BASAULI ROOM NO.-1",398,344,0,742,304,219,0,523,174,0,151,13,243,92,1,2,0,0,0,1,2,2,9,2,5,523
59,"P.S. KARANPUR ROOM NO.-1",399,304,0,703,307,203,0,510,1,0,107,144,216,27,0,1,2,2,0,0,2,1,2,0,6,510
60,"P.S. SIKOHNA ROOM NO.-1",534,492,0,1026,412,282,0,694,94,0,136,204,240,91,1,1,2,0,1,6,2,4,3,3,0,694
61,"P.S. DANPURVA H/O BANMAU ROOM NO.-1",506,423,0,929,407,318,0,725,700,0,142,57,437,67,2,1,0,2,2,2,1,1,3,1,7,725
62,"P.S. RAM MANDAI ROOM NO.-1",539,429,0,968,312,255,0,567,60,0,9,27,418,94,1,0,0,0,0,1,1,3,7,1,5,567
63,"P.S. PARVATPUR  ROOM NO.-1",231,182,0,413,182,134,0,316,296,0,89,17,180,27,0,0,0,0,1,0,0,1,1,0,0,316
64,"P.S. JEVLI ROOM NO.-1",392,385,0,777,300,267,0,567,6,0,121,70,339,17,4,0,2,2,0,2,0,1,7,0,2,567
65,"P.S. CHANDURA ROOM NO.-1",368,356,0,724,253,225,0,478,1,0,14,83,316,42,1,1,1,1,0,1,5,1,3,3,6,478
66,"P.S. CHANDURA ROOM NO.2",532,446,0,978,357,274,0,631,1,0,94,158,181,165,4,1,0,3,0,3,2,2,7,1,10,631
67,"P.S. BANJARIYA ROOM NO.-1",450,400,0,850,357,268,0,625,559,0,186,127,282,11,1,0,0,2,1,4,0,3,4,2,2,625
68,"P.S. SARVA ROOM NO.-1",671,596,0,1267,526,404,0,930,1,0,119,240,510,28,3,2,9,1,1,2,2,1,2,4,6,930
69,"P.S. AURANGABAD ROOM NO.-1",529,465,0,994,375,328,0,703,23,0,124,106,328,130,1,3,2,0,0,0,2,2,5,0,0,703
70,"P.S. BIHURI  ROOM NO.-1",260,259,0,519,212,199,0,411,1,0,100,118,180,6,1,0,0,0,0,2,0,0,2,0,2,411
71,"P.S. HIDAYATPUR ROOM NO.-1",569,474,0,1043,436,334,0,770,65,0,242,197,298,10,0,2,1,0,3,1,0,4,3,4,5,770
72,"P.S. KHAPURWA KHANPUR ROOM NO.-1",299,293,0,592,200,154,0,354,14,0,45,168,115,21,0,1,0,1,0,0,0,0,1,1,1,354
73,"P.S. LAHSI ROOM NO.-1",238,221,0,459,190,156,0,346,295,0,64,81,198,1,0,0,0,1,0,0,0,0,0,1,0,346
74,"P.S. MITHWARA FAST EAST",525,474,0,999,346,281,0,627,564,0,6,335,187,75,1,1,0,2,1,0,7,1,3,2,6,627
75,"P. S. MITHWARA FAST EXTRA ROOM",488,414,0,902,373,247,0,620,620,0,206,114,271,13,2,1,0,0,0,1,1,1,2,2,6,620
76,"P.S. MITHWARA FAST EXTRA ROOM",654,511,0,1165,440,315,0,755,319,0,22,461,210,40,0,0,0,0,2,0,9,0,6,0,5,755
77,"P.S. ACHAICHA ROOM NO.-1",436,358,0,794,321,262,0,583,1,0,69,139,305,51,1,1,0,1,2,0,0,2,5,3,4,583
78,"P.S. TALGAWN ROOM NO.- 1",552,466,0,1018,324,267,0,591,590,0,144,131,254,42,1,0,4,0,0,1,0,2,3,1,8,591
79,"PANCHAYAT BHAVAN DHAKHAULI ROOM NO.-1",216,183,0,399,164,139,0,303,33,0,45,74,164,12,1,0,0,1,0,1,0,1,3,0,1,303
80,"P.S. MAHUVADANDA  ROOM NO.-1",444,375,0,819,335,247,0,582,18,0,42,46,352,125,2,0,1,1,1,0,0,4,3,2,3,582
81,"P.S. BAISDA  ROOM NO.-1",332,301,0,633,249,231,0,480,23,0,83,190,172,12,0,1,1,0,2,3,2,1,5,2,6,480
82,"P.S. RAHILAMAU ROOM NO.-1",332,301,0,633,238,206,0,444,90,0,99,142,185,9,0,2,3,0,1,0,0,0,0,1,2,444
83,"P.S. SADRAPUR ROOM NO.-1",346,316,0,662,247,216,0,463,445,0,128,23,274,22,1,0,3,0,0,0,0,1,8,2,1,463
84,"P.S. NERI ROOM NO.-1",302,271,0,573,248,189,0,437,30,0,61,14,344,4,0,0,2,1,0,2,2,2,4,1,0,437
85,"P.S. RAMPURWA  ROOM NO.-1",200,198,0,398,170,141,0,311,311,0,167,7,130,1,0,0,2,0,0,0,0,0,1,0,3,311
86,"P.S. KUWANDANDA ROOM NO.-1",510,438,0,948,300,337,0,637,37,0,10,272,289,26,3,3,4,0,1,0,4,1,13,4,7,637
87,"P.S. SARAIYA MOTIVIDNAGAR  ROOM NO.-1",683,592,0,1275,492,362,0,854,753,0,161,156,476,35,0,0,2,1,2,2,3,3,5,1,7,854
88,"P.S. BHAGAULI NORTH",843,680,0,1523,559,426,0,985,105,0,208,87,590,62,2,6,0,1,0,2,2,6,4,4,11,985
89,"P.S. BHAGAULI SOUTH",786,655,0,1441,571,470,0,1041,1041,0,222,105,629,42,1,1,3,4,2,2,5,1,5,5,14,1041
90,"J.H.S. SIRAULI SURJANPUR ROOM NO.-1",312,273,0,585,215,190,0,405,105,0,5,131,244,9,1,0,0,0,0,0,1,1,5,0,8,405
91,"P.S. GAURI BANIYANI ROOM NO.-1",408,344,0,752,259,231,0,490,35,0,67,173,230,5,1,2,6,0,0,2,1,0,0,2,1,490
92,"P.S. MADANPUR NORTH",384,369,0,753,264,224,0,488,378,0,105,116,161,97,0,0,1,0,1,0,0,1,0,1,5,488
93,"P.S. MADANPUR SOUTH",429,362,0,791,311,267,0,578,576,0,376,85,15,81,2,1,0,0,1,1,0,2,1,0,13,578
94,"J.H.S. MADANPUR ROOM NO.-1",231,234,0,465,174,153,0,327,41,0,165,8,147,0,1,0,0,0,0,0,0,0,2,1,3,327
95,"P.S. KATAGHARA  ROOM NO.-1",389,343,0,732,284,255,0,539,39,0,90,145,231,48,0,3,1,0,1,4,3,1,5,2,5,539
96,"J.H.S. KHERIYA ROOM NO.-1",495,461,0,956,379,274,0,653,653,0,113,117,386,21,0,1,4,0,1,0,1,0,4,2,3,653
97,"P.S. MIRJAPUR ROOM NO.-1",416,320,0,736,317,216,0,533,5,0,95,201,136,73,4,0,0,1,2,2,10,0,4,3,2,533
98,"P.S. JARKHA NORTH",599,539,0,1138,401,353,0,754,100,0,20,223,314,146,4,2,5,2,1,1,4,6,13,2,11,754
99,"P.S. JARKHA SOUTH",291,252,0,543,199,141,0,340,120,0,15,75,131,102,1,2,2,0,0,2,0,4,3,0,3,340
100,"P.S. KANDRAULA ROOM NO.-1",470,457,0,927,371,303,0,674,24,0,54,138,418,43,0,2,2,2,1,0,0,2,3,3,6,674
101,"P.S. MOHM‍MDIPUR  ROOM NO.-1",254,262,0,516,235,182,0,417,2,0,6,64,263,74,2,1,0,0,0,0,0,1,3,3,0,417
102,"P.S. SEVLI ROOM NO.-1",268,235,0,503,157,195,0,352,125,0,48,101,141,50,0,1,0,0,2,2,0,1,1,1,4,352
103,"P.S. AL‍HEMAU ROOM NO.-1",559,518,0,1077,412,324,0,736,736,0,181,114,324,105,1,0,1,1,0,0,3,3,2,0,1,736
104,"P.S. DHADHAURI ROOM NO.-1",338,323,0,661,287,220,0,507,506,0,69,41,334,55,1,1,0,2,0,0,0,0,0,2,2,507
105,"J.H.S. MASUDPUR ROOM NO.-1",140,137,0,277,104,95,0,199,160,0,19,19,148,12,0,0,0,0,1,0,0,0,0,0,0,199
106,"P.S. CHHAN‍DAWAL  ROOM NO.-1",439,416,0,855,337,297,0,634,34,0,63,205,334,14,1,4,1,0,0,1,0,1,3,0,7,634
107,"J.H.S. SADHEMAU ROOM NO.-1",426,350,0,776,252,186,0,438,212,0,73,84,184,65,0,2,8,1,0,3,0,3,0,4,11,438
108,"J.H.S. SADHEMAU ROOM NO.-2",422,388,0,810,283,204,0,487,90,0,166,102,150,56,0,1,1,0,0,1,2,0,1,2,5,487
109,"P.S. GURSEL ROOM NO.-1",611,519,0,1130,428,324,0,752,650,0,31,193,438,56,4,1,9,0,0,7,1,2,3,3,4,752
110,"P.S. BUDHIYAPUR ROOM NO.-1",399,355,0,754,311,226,0,537,4,0,187,51,253,33,0,0,1,1,1,0,0,1,4,3,2,537
111,"P.S. DHAUSAR ROOM NO.-1",465,462,0,927,344,326,0,670,1,0,86,179,333,57,1,0,1,0,1,0,2,1,2,3,4,670
112,"J.H.S. DEVKHARIYA  ROOM NO.-1",679,636,0,1315,477,380,0,857,11,0,147,95,480,107,0,3,9,1,1,2,1,1,4,1,5,857
113,"P.S. BANNI SALEMABAD ROOM NO.-1",706,686,0,1392,424,381,0,805,805,0,146,325,118,183,1,0,2,1,0,1,17,4,2,3,2,805
114,"J.H.S. BANNI SALEMABAD ROOM NO.-1",229,206,0,435,199,144,0,343,1,0,73,53,209,3,1,0,1,0,0,0,1,0,0,0,2,343
115,"P.S. SARAY KHASI ROOM NO.-1",226,233,0,459,178,171,0,349,3,0,99,28,216,4,0,1,0,0,0,0,0,0,1,0,0,349
116,"P.S. DHARAULI ROOM NO.-1",316,280,0,596,211,204,0,415,412,0,9,209,145,28,1,1,0,2,0,2,8,1,1,0,8,415
117,"P.S. ISEPUR ROOM NO.-1",539,482,0,1021,371,279,0,650,28,0,138,172,193,121,2,1,1,1,1,4,0,3,6,0,7,650
118,"P.S. IBRAHIMPUR ROOM NO.-1",481,404,0,885,332,249,0,581,193,0,48,149,351,19,2,1,2,0,1,0,0,4,1,1,2,581
119,"P.S. UJARWARA ROOM NO.-1",615,560,0,1175,425,341,0,766,1,0,57,260,405,22,3,1,2,0,1,0,3,1,1,4,6,766
120,"P.S. GANGEMAU ROOM NO.-1",355,330,0,685,257,219,0,476,476,0,86,76,180,127,1,1,0,0,1,1,0,0,0,1,2,476
121,"J.H.S. GUDAULI ROOM NO.-1",371,323,0,694,316,229,0,545,200,0,79,84,336,39,0,1,0,0,1,0,1,1,2,0,1,545
122,"P.S. AHAMADPUR ROO NO.-1",383,332,0,715,262,209,0,471,189,0,46,70,341,12,0,0,0,0,0,0,0,0,2,0,0,471
123,"P.S. GANGAULI ROOM NO.-1",476,441,0,917,329,263,0,592,589,0,83,96,328,56,3,0,4,2,0,2,3,4,5,3,3,592
124,"P.S. GANGAULI ROOM NO.-2",317,270,0,587,222,122,0,344,106,0,43,53,218,15,1,1,3,1,0,1,4,0,0,1,3,344
125,"P.S. ASOHNA ROOM NO.-1",504,467,0,971,342,293,0,635,17,0,54,183,380,11,0,0,0,1,0,1,1,0,0,0,4,635
126,"P.S. ASOHNA ROOM NO.-2",215,188,0,403,170,134,0,304,5,0,20,99,172,9,0,0,2,0,0,1,0,0,0,0,1,304
127,"P.S. WAJIDPUR ROOM NO.-1",244,197,0,441,153,145,0,298,100,0,15,66,204,7,0,0,0,0,1,0,0,2,2,1,0,298
128,"P.S. DHAMSAD ROOM NO.-1",780,716,0,1496,528,445,0,973,73,0,67,377,378,113,2,3,2,1,2,9,3,0,4,3,9,973
129,"P.S. RASULPANAH EXTRA ROOM NO 1",386,350,0,736,261,214,0,475,16,0,80,117,210,39,1,1,3,1,3,5,4,1,4,2,4,475
130,"P.S. RASULPANAH EXTRA ROOM NO 2",419,428,0,847,318,232,0,550,7,0,179,81,148,119,1,0,0,0,2,1,3,2,2,0,12,550
131,"P.S. PAKARIYAPUR ROOM NO.-1",633,585,0,1218,469,378,0,847,1,0,125,118,397,176,4,0,9,1,1,0,0,2,5,2,7,847
132,"P.S. BILAULI ROOM NO.-1",437,412,0,849,279,273,0,552,6,0,72,83,249,127,1,1,3,1,0,1,0,2,4,4,4,552
133,"P.S. BILAULI ROOM NO.-2",530,477,0,1007,312,339,0,651,601,0,64,98,136,341,2,0,0,1,1,0,2,4,1,0,1,651
134,"P.S. KHALILNAGAR ROOM NO.-1",188,180,0,368,156,126,0,282,50,0,41,91,138,4,0,0,0,0,0,0,1,0,1,4,2,282
135,"P.S. MANJHGAWAN SHARIF ROOM NO.-1",553,536,0,1089,326,265,0,591,586,0,5,372,186,10,0,2,3,0,0,0,3,2,3,2,3,591
136,"P.S. MANJHGAWAN SHARIF ROOM NO.-2",571,520,0,1091,377,272,0,649,480,0,217,166,249,4,0,0,0,0,1,2,0,1,5,0,4,649
137,"P.S. HASANPUR TANDA ROOM NO.-1",525,428,0,953,320,244,0,564,289,0,99,257,153,25,3,1,1,1,2,1,11,1,5,2,2,564
138,"P.S. HASANPUR TANDA ROOM NO.-2",651,545,0,1196,379,265,0,644,239,0,60,326,184,32,1,2,0,1,0,8,10,2,4,4,10,644
139,"P.S. DAULATPUR  ROOM NO.-1",179,177,0,356,146,139,0,285,205,0,6,42,226,10,0,0,0,0,0,0,0,0,1,0,0,285
140,"P.S. TILRAN ROOM NO.-1",214,213,0,427,167,130,0,297,297,0,46,19,226,3,0,0,1,1,0,0,0,0,0,0,1,297
141,"J.H.S. SIHALI  ROOM NO.-1",634,602,0,1236,458,377,0,835,60,0,127,230,422,42,3,0,1,0,0,0,1,3,1,3,2,835
142,"J.H.S. SIHALI  ROOM NO.-2",628,526,0,1154,398,296,0,694,694,0,21,429,153,69,2,6,3,0,0,2,5,0,3,0,1,694
143,"J.H.S. SIHALI ROOM NO.-3",621,571,0,1192,471,221,0,692,92,0,140,155,311,38,3,4,0,2,3,1,18,4,7,3,3,692
144,"P.S. BHAISURIYA MUJAHIDPUR NORTH",584,575,0,1159,409,338,0,747,240,0,30,163,408,83,1,0,41,0,1,2,1,4,6,4,3,747
145,"P.S. BHAISURIYA MUJAHIDPUR SOUTH",610,527,0,1137,317,382,0,699,192,0,153,181,222,109,1,5,4,1,1,0,2,9,6,3,2,699
146,"P.S. KUTUBAPUR ROOM NO.-1",236,218,0,454,188,129,0,317,317,0,14,58,216,24,1,1,0,0,1,1,0,0,1,0,0,317
147,"P.S. FATTAHPUR ROOM NO.-1",216,199,0,415,165,129,0,294,13,0,22,78,178,10,2,0,0,0,0,0,1,0,3,0,0,294
148,"P.S. RAUJA  ROOM NO.-1",416,396,0,812,266,201,0,467,467,0,109,87,199,60,0,1,1,1,1,1,2,1,1,0,3,467
149,"P.S. PATNA ROOM NO.-1",770,697,0,1467,560,377,0,937,937,0,90,131,592,60,3,4,2,2,2,27,3,3,7,5,6,937
150,"P.S. RARIYA ROOM NO.-1",484,426,0,910,340,281,0,621,621,0,6,317,85,145,4,2,0,1,0,2,46,0,5,5,3,621
151,"P.S. BAROULIYA H/O RARIYA ROOM NO.-1",483,460,0,943,341,249,0,590,109,0,145,140,253,43,0,1,0,1,1,0,1,0,2,2,1,590
152,"P.S. PAIGUA ROOM NO.-1",400,366,0,766,301,234,0,535,450,0,70,187,183,78,0,1,1,0,1,0,1,1,8,0,4,535
153,"P.S. TEDHVA ROOM NO.-1",391,358,0,749,224,157,0,381,381,0,12,69,193,94,1,0,1,0,3,0,1,0,3,2,2,381
154,"P.S. HAJRATPUR ROOM NO.-1",661,587,0,1248,442,336,0,778,778,0,169,132,164,296,4,1,2,0,3,1,0,1,1,3,1,778
155,"P.S. BASARA EXTRA ROOM NO.-2",708,652,0,1360,397,288,0,685,681,0,171,210,227,43,4,0,4,0,0,1,1,3,1,6,14,685
156,"P.S. BASARA EXTRA ROOM NO.-5",459,441,0,900,264,157,0,421,421,0,12,211,167,23,0,0,0,0,1,1,0,1,1,1,3,421
157,"P.S. BASARA BHUKAMPRODHI ROOM NO.-12",413,353,0,766,216,114,0,330,195,0,31,109,111,63,0,0,1,1,0,1,3,2,4,1,3,330
158,"J.H.S.TIKAPUR ROOM NO.-1",524,464,0,988,344,255,0,599,431,0,110,165,237,68,0,2,0,1,1,1,1,2,2,1,8,599
159,"J.H.S. TIKAPUR ROOM NO.-2",492,395,0,887,372,217,0,589,1,0,48,125,281,96,0,3,1,2,1,0,3,5,12,3,9,589
160,"P.S. KUTULUPUR ROOM NO.-1",920,698,0,1618,548,350,0,898,2,0,117,161,332,260,3,5,0,2,1,5,0,4,3,0,5,898
161,"P.S. RAJAULI  ROOM NO.-1",241,238,0,479,211,178,0,389,1,0,46,145,181,5,0,1,1,1,1,3,0,0,2,0,3,389
162,"SARVODAYA INTER COLLEGE VISHUNPUR ROOM NO.-1",647,532,0,1179,442,282,0,724,7,0,117,316,122,134,2,2,0,2,1,1,1,2,6,13,5,724
163,"SARVODAYA INTER COLLEGE VISHUNPUR ROOM NO.-2",811,668,0,1479,450,386,0,836,816,0,34,378,354,52,1,0,1,0,2,0,4,1,2,1,6,836
164,"P.S.VISHUNPUR II( MOHAMMADPUR) ROOM NO.-1",515,426,0,941,324,210,0,534,96,0,11,122,227,161,2,0,0,0,1,3,0,1,2,1,3,534
165,"P.S. VISHUNPUR II (MOHAMMADPUR) EXTRA ROOM",458,420,0,878,301,262,0,563,6,0,205,296,41,2,0,1,0,0,0,1,3,1,3,6,4,563
166,"P.S. GHERI ROOM NO.-1",438,403,0,841,321,235,0,556,109,0,188,114,186,52,3,3,1,0,1,0,1,1,0,2,4,556
167,"P.S. GHERI ROOM NO.-2",449,409,0,858,299,215,0,514,14,0,57,92,225,113,3,1,1,0,3,0,1,2,8,3,5,514
168,"P.S. SHAFIPUR ROOM NO.-1",809,720,0,1529,536,380,0,916,600,0,294,135,278,189,1,1,1,3,2,0,1,2,1,2,6,916
169,"P.S. MAWAIYA ROOM NO.-1",669,549,0,1218,478,326,0,804,804,0,251,99,265,168,4,1,2,1,0,1,0,0,5,1,6,804
170,"P.S. TANDA NIJAM ALI ROOM NO.-1",646,540,0,1186,418,259,0,677,677,0,52,197,311,92,3,2,1,1,1,1,2,0,7,2,5,677
