"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NARENDRA BHATI","2 - DR.MAHESH  SHARMA","3 - RAMESH CHAND TOMAR","4 - SATISH KUMAR","5 - UDAYVEER","6 - KISHAN PAL SINGH","7 - GAJENDRA","8 - DHARMENDER","9 - RAVINDER SHARMA","10 - RAM VILAS","11 - RUVEZ ALAM RAHI","12 - MOHD. SABIR ANSARI","13 - LT COL SP SINGH","14 - SEEMA","15 - SONIA SHARMA","16 - KADEEM","17 - KADIR KHAN JAISWAL","18 - GRISA KUMAR","19 - MAHESH","20 - RAKESH","21 - SAFRUDDIN","22 - SAVITRI","23 - SUNIL GAUTAM","24 - SUMITI","25 - None of the Above","Total Votes Secured"
44,"SUBHASH CHNDRA BOS I. C. KHERI BHANAUTA R.NO. 1",692,455,0,1147,440,220,0,660,600,0,392,143,0,95,3,1,2,8,0,2,0,2,2,0,1,3,1,1,0,0,0,0,1,1,2,660
45,"SUBHASH CHNDRA BOS I. C. KHERI BHANAUTA R.NO. 2",490,369,0,859,355,231,0,586,121,0,329,87,4,151,1,3,0,1,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,3,586
46,"SUBHASH CHNDRA BOS I. C. KHERI BHANAUTA R.NO. 3",385,326,0,711,235,172,0,407,43,0,181,137,3,74,1,6,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,407
47,"SUBHASH CHNDRA BOS I. C. KHERI BHANAUTA R.NO. 4",676,485,0,1161,483,288,0,771,5,0,618,116,1,25,0,2,0,1,0,0,0,0,0,1,0,2,3,1,0,0,0,0,1,0,0,771
48,"PRY. PATH. BHOLA RAWAL R.NO. 1",876,613,0,1489,530,343,0,873,8,0,429,122,2,290,2,4,0,0,1,1,0,1,0,17,0,1,0,0,0,1,0,0,0,1,1,873
49,"PRY. PATH. BHOLA RAWAL R.NO. 2",726,565,0,1291,490,327,0,817,813,0,642,80,0,79,0,2,0,0,0,0,0,2,1,2,1,4,3,1,0,0,0,0,0,0,0,817
50,"PRY. PATH. SAINI R.NO. 1",716,616,0,1332,516,360,0,876,861,0,522,224,2,92,0,17,0,1,0,2,0,4,0,1,1,5,0,2,0,0,0,0,0,0,3,876
51,"PRY. PATH. SAINI R.NO. 2",788,681,0,1469,501,377,0,878,824,0,320,281,6,190,2,16,1,4,1,2,1,6,4,2,6,19,3,1,0,3,1,1,1,1,6,878
52,"J. H. SCHOOL VAIDPURA R.NO. 1",715,587,0,1302,485,335,0,820,16,0,363,215,5,199,1,7,0,9,2,0,0,3,1,0,1,2,0,6,1,0,1,1,0,0,3,820
53,"J. H. SCHOOL VAIDPURA R.NO. 2",463,424,0,887,343,281,0,624,2,0,34,220,10,329,1,3,2,3,1,1,1,1,0,0,0,2,0,2,3,6,1,0,1,1,2,624
54,"PRY. PATH. SADULLAPUR R.NO. 1",564,469,0,1033,367,266,0,633,633,0,300,115,2,194,1,9,0,1,0,0,1,3,1,0,0,5,0,0,1,0,0,0,0,0,0,633
55,"PRY. PATH. SADULLAPUR R.NO. 2",456,315,0,771,318,167,0,485,484,0,321,116,1,36,0,2,0,0,1,0,0,1,0,0,1,0,2,1,0,1,0,0,1,0,1,485
56,"PRY. PATH. SADULLAPUR R.NO. 3",503,364,0,867,354,230,0,584,553,0,315,185,4,71,0,0,0,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,1,1,584
57,"PRY. PATH. SADULLAPUR R.NO. 4",466,327,0,793,315,192,0,507,153,0,286,158,6,40,0,4,0,1,0,0,0,2,0,1,0,1,1,2,0,1,0,2,0,0,2,507
58,"PRY. PATH. SADAUPUR R.NO. 1",641,537,0,1178,432,312,0,744,500,0,394,207,5,102,2,18,0,3,0,0,1,1,0,1,0,1,2,3,0,0,0,0,0,2,2,744
59,"PRY. PATH. SADAUPUR R.NO. 2",784,674,0,1458,536,377,0,913,913,0,386,280,1,189,8,21,0,3,0,2,1,0,2,3,0,6,5,0,0,0,1,1,2,0,2,913
60,"PRY. PATH. JAUN SAMANA R.NO. 1",622,497,0,1119,448,329,0,777,1,0,404,147,4,203,0,1,0,1,1,0,0,1,0,1,3,4,2,1,0,0,0,0,0,0,4,777
61,"PRY. PATH. IBADULLAPUR URF BADALPUR R.NO. 1",795,667,0,1462,480,270,0,750,645,0,272,142,2,298,2,0,0,1,1,0,1,5,0,0,1,6,8,1,0,6,0,0,0,1,3,750
62,"PRY. PATH. IBADULLAPUR URF BADALPUR R.NO. 2",742,596,0,1338,406,484,0,890,890,0,142,181,5,552,0,0,0,2,0,1,1,0,1,0,1,2,0,1,0,0,0,0,0,1,0,890
63,"PRY. PATH. ACHCHHEJA R.NO. 1",828,645,0,1473,556,354,0,910,800,0,582,251,5,55,1,4,0,0,0,0,0,2,0,0,0,3,5,0,0,0,0,1,0,1,0,910
64,"PRY. PATH. ACHCHHEJA R.NO. 1",469,365,0,834,312,203,0,515,107,0,208,203,0,94,0,2,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,1,0,1,515
65,"PRY. PATH. ACHCHHEJA R.NO. 3",505,378,0,883,356,226,0,582,511,0,383,128,1,50,0,10,0,1,0,0,0,2,0,0,0,1,1,2,0,0,1,2,0,0,0,582
66,"PRY. PATH. CHHAPRAULA R.NO. 1",864,642,0,1506,583,352,0,935,810,0,76,694,20,109,3,15,0,2,0,1,0,5,0,1,3,0,0,2,0,0,3,0,0,0,1,935
67,"PRY. PATH. CHHAPRAULA R.NO. 2",1017,759,0,1776,565,387,0,952,835,0,68,655,17,143,0,31,1,7,1,0,5,10,1,1,3,6,0,1,0,1,0,0,0,0,1,952
68,"PRY. PATH. CHHAPRAULA R.NO. 3",677,480,0,1157,438,294,0,732,632,0,55,589,13,38,1,10,1,2,0,0,0,3,0,0,1,2,1,6,1,0,1,0,1,5,2,732
69,"PRY. PATH. CHHAPRAULA R.NO. 4",536,436,0,972,369,251,0,620,620,0,21,540,3,35,0,4,0,2,0,0,0,1,0,0,2,2,1,3,0,1,0,2,0,1,2,620
70,"PRY. PATH. CHHAPRAULA R.NO. 5",888,703,0,1591,569,398,0,967,902,0,72,801,20,23,0,22,1,2,1,0,1,10,0,0,2,5,0,3,0,0,1,0,1,0,2,967
71,"PRY. PATH. CHHAPRAULA R.NO. 1",684,485,0,1169,441,267,0,708,500,0,95,527,13,38,0,14,0,5,0,0,1,4,1,1,2,3,0,1,0,0,0,0,0,0,3,708
72,"PARSANDI DEVI J. H. SCHOOL CHHAPRAULA R.NO. 2",624,457,0,1081,457,273,0,730,400,0,33,636,11,22,1,8,0,3,1,0,0,6,0,1,1,0,2,2,0,0,1,0,1,0,1,730
73,"PARSANDI DEVI J. H. SCHOOL CHHAPRAULA R.NO. 3",791,548,0,1339,468,287,0,755,754,0,44,623,15,40,0,14,0,5,0,1,1,5,0,0,1,1,1,2,0,0,0,0,2,0,0,755
74,"PRY. PATH. GIRDHARPUR SUNARSI R.NO. 1",759,645,0,1404,537,353,0,890,890,0,214,526,8,104,1,8,0,4,0,1,4,8,0,1,1,0,3,3,1,2,0,1,0,0,0,890
75,"PRY. PATH. DURIYAI R.NO. 1",822,662,0,1484,628,453,0,1081,1078,0,76,726,11,224,1,8,0,4,0,0,0,3,0,0,1,2,1,13,2,4,0,0,0,1,4,1081
76,"PRY. PATH. DURIYAI R.NO. 2",263,238,0,501,202,148,0,350,344,0,33,302,3,4,0,4,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,350
77,"PRIMARY PATH. TALABPUR HATHIPUR R.NO. 1",270,217,0,487,253,157,0,410,410,0,132,76,3,190,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,1,0,0,410
78,"PRY. PATH. KACHAIRA BARSABAD R.NO. 1",672,536,0,1208,476,269,0,745,735,0,342,345,6,37,1,3,1,0,1,0,0,2,0,1,1,1,2,1,0,0,0,0,0,0,1,745
79,"PRY. PATH. KACHAIRA BARSABAD R.NO. 2",747,595,0,1342,457,237,0,694,389,0,248,383,5,34,1,2,0,3,0,0,1,5,0,1,4,3,1,2,0,1,0,0,0,0,0,694
80,"PRY. PATH. KACHAIRA BARSABAD R.NO. 3",695,514,0,1209,413,220,0,633,627,0,188,309,10,94,1,5,0,3,0,1,0,1,0,2,4,5,1,0,0,1,0,3,1,1,3,633
81,"PRY. PATH. SADIPUR CHHIDOLI  R.NO. 1",802,625,0,1427,611,426,0,1037,1027,0,893,64,1,59,1,0,0,1,0,0,0,1,0,0,1,1,4,1,0,0,9,0,0,1,0,1037
82,"PRY. PATH. ISLAMABAD KALDA R.NO. 1",448,394,0,842,359,298,0,657,605,0,500,135,1,12,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3,0,0,657
83,"GANDHI SMARAK I. C. DUJANA R.NO. 1",492,376,0,868,354,202,0,556,554,0,305,173,2,70,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,556
84,"GANDHI SMARAK I. C. DUJANA R.NO. 2",450,421,0,871,305,221,0,526,519,0,218,172,2,116,1,11,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,526
85,"GANDHI SMARAK I. C. DUJANA R.NO. 3",501,377,0,878,318,172,0,490,485,0,192,210,80,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,490
86,"GANDHI SMARAK I. C. DUJANA R.NO. 4",485,409,0,894,298,151,0,449,1,0,132,134,1,173,2,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,449
87,"GANDHI SMARAK I. C. DUJANA R.NO. 5",801,635,0,1436,523,252,0,775,200,1,498,204,2,59,0,4,0,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,775
88,"PRY. PATH. DUJANA R. NO. 1",500,355,0,855,357,192,0,549,549,0,348,164,2,21,0,1,0,0,1,0,0,3,0,0,0,1,3,1,1,0,0,1,0,0,2,549
89,"PRIMARY PATH. DUJANA R.NO. 2",469,368,0,837,327,220,0,547,547,0,360,151,3,23,0,1,1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,547
90,"J. H. SCHOOL VISHNULI R.NO. 1",699,565,0,1264,471,286,0,757,757,0,267,349,7,116,2,3,2,1,1,0,1,2,1,1,1,0,0,2,1,0,0,0,0,0,0,757
91,"J. H. SCHOOL VISHNULI R.NO. 2",577,441,0,1018,420,253,0,673,673,0,197,229,6,213,3,10,0,2,0,0,1,2,0,0,1,2,1,1,0,2,0,1,1,1,0,673
92,"PRY. PATH. MAHAWAR R. NO. 1",689,513,0,1202,466,306,0,772,550,0,426,268,7,58,0,1,1,1,0,0,0,4,0,0,1,2,0,1,0,0,0,0,1,0,1,772
93,"PRY. PATH. MAHAWAR R. NO. 2",261,213,0,474,162,127,0,289,242,0,103,43,1,132,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,289
94,"DAYANAND I. C. BAMBAWAR R.NO. 1",461,386,0,847,353,246,0,599,530,0,374,164,4,47,0,0,1,0,1,0,0,2,0,1,0,0,0,2,1,1,0,1,0,0,0,599
95,"DAYANAND I. C. BAMBAWAR R.NO. 2",552,439,0,991,381,245,0,626,24,0,262,61,4,277,1,3,0,0,0,12,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,626
96,"SHRI DAYANAND I.C. BAMBADAD R.NO. 3",460,346,0,806,355,211,0,566,566,0,286,185,2,78,0,1,0,0,0,2,0,1,0,0,2,3,2,1,0,0,0,2,0,1,0,566
97,"DAYANAND I. C. BAMBAWAR R.NO. 4",351,313,0,664,271,187,0,458,440,0,163,226,1,51,0,0,1,1,1,2,0,1,1,1,1,1,2,3,0,0,1,0,1,0,0,458
98,"PRY. JPATH. KURIKHERA R.NO. 1",777,684,0,1461,585,412,0,997,850,0,478,312,4,177,0,8,0,3,0,2,0,1,0,1,0,0,1,3,0,2,1,1,1,1,1,997
99,"PRY. PATH. JAITWARPUR R.NO. 1",671,558,0,1229,488,396,0,884,800,0,223,632,2,10,1,1,2,2,0,0,0,0,0,0,1,2,1,6,0,0,0,0,0,0,1,884
100,"PRY. PATH. AKILPUR JAGIR R.NO. 1",607,461,0,1068,427,324,0,751,251,0,303,408,2,27,0,0,1,1,0,1,0,1,0,0,1,4,1,0,0,0,0,0,0,0,1,751
101,"KANYA PATH. PYAWALI TAJPUR 317 R.NO. 1",765,576,0,1341,470,337,0,807,790,0,206,523,4,45,0,1,0,1,1,0,0,6,2,1,2,5,3,2,0,0,1,3,0,0,1,807
102,"KANYA PATH. PYAWALI TAJPUR R.NO. 2",648,513,0,1161,471,308,0,779,769,0,22,86,5,633,4,8,0,1,0,0,1,2,2,1,0,5,0,2,0,2,1,2,0,1,1,779
103,"PRY. PATH. DHOKALPURA R.NO. 1",197,144,0,341,98,137,0,235,224,0,13,198,1,10,0,6,0,0,0,0,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,235
104,"PRY. PATH. RASULPUR DASNA R.NO. 1",810,602,1,1413,636,418,0,1054,1052,0,68,855,4,95,0,13,0,2,1,0,0,1,0,0,0,1,2,6,4,1,1,0,0,0,0,1054
105,"PRY. PATH. SIDIPUR R.NO. 1",573,482,0,1055,437,344,0,781,748,0,94,349,4,319,2,3,0,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,1,1,781
106,"KENDRIYA VIDHYALAYA N. T. P. C. R.NO. 1",666,570,0,1236,381,318,0,699,606,0,50,461,16,76,0,86,0,6,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,699
107,"KENDRIYA VIDHYALAYA N. T. P. C. R.NO. 2",657,563,0,1220,372,337,0,709,704,2,37,459,9,100,0,83,0,11,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7,709
108,"KENDRIYA VIDHYALAYA N. T. P. C. R.NO. 3",271,226,0,497,127,106,0,233,200,0,8,185,3,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,233
109,"KENDRIYA VIDHYALAY N T P C R.N. 4",290,246,0,536,168,134,0,302,291,0,11,207,11,20,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,302
110,"PRY. PATH. KHAGAURA R.NO. 1",475,378,0,853,338,206,0,544,1,0,41,448,2,32,0,3,1,1,4,0,0,3,0,0,1,1,0,5,0,0,0,0,0,0,2,544
111,"PRY. PATH. KHAGORA R.N. 2",458,332,0,790,282,172,0,454,450,0,84,307,4,20,0,12,2,2,0,0,0,9,2,3,2,3,1,0,0,0,0,1,0,0,2,454
112,"PRY. PATH. UNCHA AMIPUR R.NO. 1",421,328,0,749,328,235,0,563,563,0,124,418,3,5,0,2,0,0,0,0,0,3,2,0,3,0,0,2,1,0,0,0,0,0,0,563
113,"PRY. PATH. UNCHA AMIPUR R.NO. 12",666,522,0,1188,484,340,0,824,824,0,93,554,9,120,0,11,2,3,0,0,1,7,4,1,6,1,1,4,3,0,1,2,0,0,1,824
114,"PRY. PATH. TATARPUR R.NO. 1",560,480,0,1040,442,353,0,795,641,0,14,693,6,56,0,10,0,2,0,0,0,4,1,1,4,2,0,0,1,0,0,0,0,0,1,795
115,"PRY. PATH. CHAUNA R.NO. 1",806,596,0,1402,582,393,0,975,175,0,258,482,6,199,1,2,0,1,0,0,1,1,1,2,4,2,1,3,0,1,0,4,1,1,4,975
116,"PRY. PATH. PATADI R.NO. 1",618,472,0,1090,492,326,0,818,618,0,86,564,4,148,1,2,1,2,0,1,0,4,0,0,1,1,0,2,0,0,0,1,0,0,0,818
117,"PRY. PATH. SALARPUR KALAN R.NO. 1",616,513,0,1129,443,309,0,752,24,0,136,387,8,173,2,17,0,4,0,0,1,9,0,0,2,2,2,3,0,1,1,1,2,0,1,752
118,"PRY. PATH. SALARPUR KALAN R.NO. 2",558,467,0,1025,412,299,0,711,702,0,102,499,2,67,0,9,0,5,1,1,0,4,4,0,6,3,3,1,0,0,0,0,1,0,3,711
119,"RANA SANGRAM I. C. BISAHARA R.NO. 1",792,653,0,1445,495,346,0,841,834,0,86,693,6,17,2,11,0,1,0,0,0,5,0,1,4,7,2,4,0,0,0,1,0,1,0,841
120,"RANA SANGRAM I. C. BISAHARA R.NO. 2",477,389,0,866,327,231,0,558,557,0,24,471,2,44,2,7,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,558
121,"RANA SANGRAM I. C. BISAHARA R.NO. 3",511,435,0,946,343,261,0,604,598,0,113,330,4,99,0,31,2,5,2,0,0,2,1,2,6,3,1,1,0,0,0,0,0,0,2,604
122,"RANA SANGRAM I. C. BISAHARA R.NO. 4",722,640,0,1362,513,394,0,907,887,0,14,811,5,41,1,4,0,1,2,0,0,9,0,0,1,2,0,7,0,1,0,4,0,1,3,907
123,"PRY. PATH. IRADATPUR URF RAJATPUR R.NO. 1",318,276,0,594,218,201,0,419,406,0,97,134,0,172,1,1,0,0,1,3,0,1,0,0,1,1,1,1,2,1,0,0,0,0,2,419
124,"PRY. PATH. DHOOM MANIKPUR R. NO. 1",725,635,0,1360,486,371,0,857,556,0,197,407,5,199,0,5,0,3,0,2,0,0,1,1,1,2,2,14,1,4,3,3,1,2,4,857
125,"PRY. PATH. DHOOM MANIKPUR R. NO. 2",496,432,0,928,332,252,0,584,584,0,122,406,6,11,1,6,1,1,0,1,0,2,0,0,1,2,7,8,4,0,0,0,0,2,3,584
126,"PRY. PATH. DHOOM MANIKPUR R. NO. 3",539,418,0,957,367,254,0,621,621,0,108,438,7,20,2,13,0,1,0,1,2,6,1,0,2,3,0,7,2,0,1,2,1,0,4,621
127,"PRY. PATH. DHOOM MANIKPUR R. NO. 4",582,485,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
