"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MAHENDRA KUMAR","2 - VINOD KUMAR SONKAR","3 - SHAILENDRA KUMAR","4 - SURESH PASI","5 - MALTI DEVI","6 - RAJENDRA SONKAR","7 - SHRIPAL","8 - SWARNALATA SUMAN","9 - CHHEDDOO","10 - BEENA RANI","11 - MOHAN LAL","12 - None of the Above","Total Votes Secured"
12,"P.V. SANGRAMGADH NAYA BHAVAN",617,575,0,1192,282,230,0,512,512,0,281,133,16,24,3,0,4,6,6,5,10,24,512
13,"P.V. VIJAYIMAU ROOM N. 1",508,422,0,930,271,203,0,474,474,0,20,113,260,47,5,1,8,3,4,5,5,3,474
14,"P.V. VIJAYIMAU ROOM N. 2",406,396,0,802,179,172,0,351,351,0,7,87,176,58,1,3,1,1,1,2,5,9,351
15,"P.V. VIJAYIMAU ROOM N. 03",771,697,1,1469,357,285,0,642,642,0,24,178,252,149,3,7,1,0,1,4,6,17,642
16,"P.V. NARAI ROOM N. 01",553,459,0,1012,193,198,0,391,391,0,48,139,101,88,4,2,0,0,2,2,2,3,391
17,"P.V. NARAI ROOM N. 02",536,451,0,987,254,191,0,445,445,0,28,235,98,60,3,3,2,6,2,0,5,3,445
18,"P.V. KASHIPUR",708,596,3,1307,279,324,0,603,603,0,28,221,263,33,10,7,6,2,4,5,9,15,603
19,"P.V. BIJALIPUR BANGADVA",279,237,0,516,117,144,0,261,261,0,7,139,82,18,5,1,2,2,1,0,2,2,261
20,"P.V. BHADDIV ROOM N. 1",768,723,0,1491,390,318,0,708,708,0,19,273,304,25,2,2,59,4,1,4,5,10,708
21,"P.V. BHADDIV ROOM N. 2",878,816,1,1695,388,370,0,758,758,0,16,237,355,50,6,13,35,8,10,6,11,11,758
22,"P.V. RAJVAPUR ROOM N. 01",613,534,0,1147,280,254,0,534,534,0,8,177,315,12,1,2,3,1,3,4,3,5,534
23,"P.V. RAJVAPUR ROOM N. 02",435,328,0,763,267,191,0,458,458,0,9,87,329,19,1,0,6,0,0,3,2,2,458
24,"P.V. MADDUPUR",523,444,1,968,291,247,0,538,538,0,21,141,337,7,1,3,2,6,2,3,3,12,538
25,"P.V. KAKRIHA ROOM N. 01",536,424,0,960,258,252,0,510,510,0,43,160,260,26,4,6,1,0,1,2,3,4,510
26,"P.V. KAKRIHA ROOM N. 02",550,471,0,1021,295,299,0,594,594,0,19,102,408,43,2,4,1,1,1,0,4,9,594
27,"P.V. ANDHARIPUR DWTIYA BHAVAN",631,554,2,1187,354,320,0,674,674,0,20,165,360,77,1,9,6,1,4,7,8,16,674
28,"P.V. ADLABAD",447,402,0,849,228,227,0,455,455,0,14,232,159,26,1,0,0,1,1,2,4,15,455
29,"P.V. STHAN ROOM N. 01",674,554,0,1228,321,315,0,636,636,0,34,298,114,136,5,12,5,3,4,6,11,8,636
30,"P.V. STHAN ROOM N. 02",184,158,0,342,89,96,0,185,185,0,8,63,72,22,2,2,4,3,0,2,2,5,185
31,"P.B. MADHVAPUR",240,211,0,451,159,121,0,280,280,0,1,88,157,20,3,1,0,0,2,1,4,3,280
32,"P.V. KADARAU ROOM N. 01",453,385,0,838,195,232,0,427,427,0,7,146,201,56,1,3,2,1,2,2,0,6,427
33,"P.V. KADARAU ROOM N. 02",499,393,0,892,214,184,0,398,398,0,10,242,114,18,2,3,0,1,1,1,2,4,398
34,"P.V. KOTHARIYA",438,358,0,796,319,261,0,580,580,0,12,62,460,35,0,2,3,1,1,1,0,3,580
35,"P.V. ABDULVAHIDGANJ",590,490,0,1080,406,327,0,733,733,0,19,99,574,28,1,1,2,0,1,2,4,2,733
36,"P.V. KUSUVAPUR ROOM N. 1",687,580,1,1268,408,304,0,712,712,0,15,117,535,25,2,5,1,2,1,1,2,6,712
37,"P.V. KUSUVAPUR ROOM N. 2",427,372,0,799,275,216,0,491,491,0,8,48,411,16,1,1,1,0,0,0,2,3,491
38,"P.V. JHOKVARA",852,708,1,1561,500,430,0,930,930,0,17,275,464,113,7,6,4,1,7,4,12,20,930
39,"P.V. GAURI",219,204,0,423,134,134,0,268,268,0,10,114,118,17,3,2,0,0,0,2,1,1,268
40,"P.V. SHEKH MOHAMMADPUR ROOM N, 01",341,332,0,673,248,201,0,449,449,0,3,148,167,107,4,8,0,0,1,2,5,4,449
41,"P.V. KERAVDHIH",684,576,0,1260,391,300,0,691,691,0,42,273,259,43,4,15,4,4,2,4,10,31,691
42,"P.V. VAJIDPUR",538,452,0,990,331,303,0,634,634,0,23,149,178,233,2,5,4,4,2,6,10,18,634
43,"P.V. BARAULIYA YAKUBPUR",314,244,1,559,198,174,0,372,372,0,22,116,101,113,2,5,5,2,1,1,2,2,372
44,"P.V. BRAMHAULI",740,604,1,1345,390,340,0,730,730,0,56,159,259,230,7,1,2,0,0,3,7,6,730
45,"P.V. KORALI",521,435,0,956,313,251,0,564,564,0,5,337,153,40,4,5,3,0,2,5,6,4,564
46,"P.V. CHHINDAURA",342,324,0,666,211,212,0,423,423,0,10,257,79,46,5,7,1,0,2,1,6,9,423
47,"P.V. SAIYADYASEENPUR",349,307,0,656,202,180,0,382,382,0,11,133,161,61,1,2,0,0,0,1,3,9,382
48,"P.V. MISHRAPUR",387,331,0,718,284,218,0,502,502,0,10,189,266,18,2,0,0,4,2,3,3,5,502
49,"P.V. PARASAI",594,534,0,1128,259,276,0,535,535,0,37,211,221,27,1,1,2,0,2,3,8,22,535
50,"S.B.V. PARIYANVA ROOM N. 01",446,349,0,795,182,151,0,333,333,0,32,107,101,84,1,1,2,3,1,0,1,0,333
51,"S.B.V. PARIYANVA ROOM N. 02",488,351,0,839,163,155,0,318,318,0,21,64,102,121,1,0,2,1,0,1,4,1,318
52,"S.B.V. PARIYANVA ROOM N. 03",533,427,0,960,191,127,0,318,318,0,17,48,114,127,2,1,1,0,0,0,4,4,318
53,"S.B.V. PARIYANVA ROOM N. 04",377,270,0,647,145,81,0,226,226,0,10,113,65,33,0,0,1,0,0,1,2,1,226
54,"P.V. NAYA BHAVAN DUTEEY BHAVAN ROOM N. 2",660,574,0,1234,345,328,0,673,673,0,18,430,124,69,4,5,4,3,2,1,6,7,673
55,"P.V. NAYA BHAVAN DVITIYA PARIYANVA ROOM N, 2",350,276,0,626,190,149,0,339,339,0,3,172,87,54,1,2,2,0,1,4,5,8,339
56,"S.S.S. JANAVAMAU",848,740,0,1588,490,472,0,962,962,0,22,359,467,51,5,7,0,6,5,9,4,27,962
57,"P.V. JANAVAMAU ROOM N. 1",602,507,0,1109,283,247,0,530,530,0,12,142,237,116,3,4,0,2,1,2,7,4,530
58,"P.V. JANAVAMAU ROOM N. 2",364,311,0,675,193,184,0,377,377,0,13,116,184,43,3,4,2,0,1,1,4,6,377
59,"P.V. REVLI",829,751,1,1581,469,419,0,888,760,0,29,254,478,76,3,14,6,0,2,4,7,15,888
60,"P.V. MADHAVAPUR",398,340,0,738,207,199,0,406,406,0,33,108,158,52,5,2,35,3,1,3,2,4,406
61,"P.V. RAMPUR GADAULI ROOM NO. 01",435,364,1,800,230,211,0,441,441,0,7,113,266,11,3,0,6,1,7,2,6,19,441
62,"P.V. RAMPUR GADAULI ROOM NO. 02",409,340,0,749,230,195,0,425,425,0,2,153,209,26,5,3,0,2,3,3,10,9,425
63,"P.V. NATOHI",534,453,0,987,319,287,0,606,606,0,8,147,385,37,2,2,13,4,3,0,1,4,606
64,"P.V. AINTHU ROOM N. 01",526,426,1,953,239,236,0,475,475,0,19,103,202,91,5,5,29,5,0,6,4,6,475
65,"P.V. AINTHU ROOM N. 002",526,458,0,984,228,315,0,543,543,0,10,47,385,15,3,4,56,2,4,5,6,6,543
66,"P.V. CHHACHHAMAU",616,576,2,1194,398,242,0,640,640,0,24,155,299,98,5,4,17,2,4,6,7,19,640
67,"P.V. KANDAI ROOM N. 1",611,521,0,1132,378,330,0,708,681,0,9,152,433,57,5,3,5,7,1,5,11,20,708
68,"P.V. SHIVGANJ PANIGAU DUTIYA BHAVAN ROOM N. 1",551,429,0,980,243,285,0,528,525,0,24,200,218,68,2,3,2,2,0,5,0,4,528
69,"P.V. SHIVGANJ PANIGAU DUTIYA BHAVAN ROOM N. 2",518,418,0,936,240,238,0,478,478,0,29,94,206,34,0,3,81,5,1,5,8,12,478
70,"P.V. PRATHAN BHAVAN SHIVGANJ PANIGAU ROOM NO . 1",267,211,0,478,171,122,0,293,293,0,20,145,111,9,1,3,1,0,0,2,0,1,293
71,"PANCHAYAT BHAVAN PANIGAU",636,546,0,1182,328,250,0,578,578,0,37,256,218,39,3,4,1,3,1,5,3,8,578
72,"P.V. PRATHAM BHAVAN SHIVGANJ PANIGAU  room no. 02",794,681,0,1475,353,357,0,710,710,0,29,196,375,54,11,4,8,4,1,6,2,20,710
73,"P.V. ABDUL SAMADPUR",367,319,0,686,215,204,0,419,419,0,6,143,221,34,1,1,3,0,2,1,0,7,419
74,"P.V. SATPATA",309,250,0,559,147,178,0,325,325,0,8,62,216,27,2,2,3,1,0,1,2,1,325
75,"P.V. JAJUPUR",538,444,0,982,256,243,0,499,499,0,41,150,218,43,3,5,4,8,2,3,6,16,499
76,"P.V. MANAR ROOM NO. 1",437,334,1,772,200,181,0,381,381,0,18,162,123,38,2,4,31,0,0,0,3,0,381
77,"P.V. MANAR ROOM NO. 2",521,412,0,933,222,146,0,368,368,0,18,211,71,26,3,2,7,4,2,3,8,13,368
78,"S.S.S. ALAPUR",623,533,0,1156,239,203,0,442,442,0,21,249,102,29,2,2,3,4,2,7,8,13,442
79,"P.BH. ALAPUR",548,484,0,1032,208,196,0,404,404,0,20,201,94,55,5,4,1,3,1,1,8,11,404
80,"P.V. IBRAHIMPUR",489,414,0,903,294,298,0,592,592,0,20,205,298,28,3,3,3,0,4,4,6,18,592
81,"P.V. MURASSAPUR ROOM N. 1",451,362,1,814,206,179,0,385,385,0,22,24,118,203,1,2,1,2,0,0,4,8,385
82,"P.V. MURASSAPUR ROOM N. 2",515,401,0,916,213,250,0,463,463,0,21,90,272,51,1,3,2,1,5,7,7,3,463
83,"P.V. MURASSAPUR ROOM N. 3",702,449,0,1151,200,133,0,333,333,0,20,6,89,208,4,0,0,2,0,0,4,0,333
84,"P.V. SONAMAU",272,235,0,507,223,149,0,372,372,0,1,89,244,28,1,1,0,0,1,5,2,0,372
85,"P.V. MANGADH ROOM N. 01",897,707,0,1604,416,390,0,806,806,0,18,192,482,38,5,7,6,3,3,15,13,24,806
86,"P.V. MANGADH ROOM N. 2",472,510,0,982,247,289,0,536,536,0,3,199,309,7,1,0,1,0,6,2,3,5,536
87,"P.V. MANAGADH ROOM N. 3",369,314,0,683,212,168,0,380,380,0,11,116,189,40,2,4,2,4,1,4,3,4,380
88,"P.V. MANAGADH ROOM N. 4",556,468,0,1024,310,263,0,573,573,0,13,150,346,24,1,3,4,5,4,6,7,10,573
89,"P.V. BIDASIN ROOM NO. 01",419,377,0,796,248,217,0,465,465,0,4,334,99,7,2,6,3,2,1,1,4,2,465
90,"P.V. VIDHASIN ROOM NO. 02",184,162,0,346,73,74,0,147,147,0,18,28,57,36,0,0,0,1,0,1,2,4,147
91,"P.V. CHAK AADIL ALI",245,209,0,454,143,134,0,277,277,0,7,170,67,24,0,3,0,0,1,1,1,3,277
92,"P.M.V. FULTALI STHIT CHAKAADIL ALI",609,523,0,1132,314,279,0,593,593,0,26,262,219,35,3,6,12,2,3,7,8,10,593
93,"P.V. BAVALIYA VAJIYAFT ROOM N. 1",582,445,0,1027,255,209,0,464,464,0,143,169,90,27,7,7,2,8,2,2,3,4,464
94,"P.V. BAVALIYA VAJIYAFT ROOM N. 2",369,338,0,707,143,157,0,300,300,0,77,73,90,44,3,2,2,1,0,0,2,6,300
95,"NAHAR KOTHI PANIGAU",546,464,0,1010,235,272,0,507,507,0,10,205,152,89,6,6,1,8,9,6,7,8,507
96,"P.V. BAKOL",221,221,0,442,140,111,0,251,251,0,5,75,157,12,1,0,0,0,0,1,0,0,251
97,"P.BH. PURE CHAMELA",399,365,0,764,152,181,0,333,333,0,19,121,167,12,1,2,1,2,1,1,2,4,333
98,"P.V. LAU PATTI ROOM N0 1",610,550,0,1160,378,294,0,672,672,0,22,114,363,97,3,9,5,2,7,9,13,28,672
99,"P.V. KODARKHURD",422,370,0,792,218,208,0,426,426,0,7,128,246,26,3,4,2,0,3,2,1,4,426
100,"P.BH. SARAY SUBHADRA",238,199,0,437,150,140,0,290,290,0,4,68,197,6,2,2,0,0,2,3,6,0,290
101,"I.C. GOVIND NAGAR ROOM N. 1",615,575,0,1190,256,245,0,501,501,0,21,155,174,105,7,2,5,0,5,4,9,14,501
102,"P.V. ASTHANVA",563,474,0,1037,369,318,0,687,687,0,6,97,458,89,5,2,2,6,4,4,7,7,687
103,"P.V. RAMAIPUR",338,309,0,647,155,167,0,322,322,0,10,160,105,38,3,0,0,0,0,0,5,1,322
104,"P.V. ARJUN ATERU",724,652,0,1376,287,299,0,586,586,0,29,173,245,104,6,5,4,4,2,2,6,6,586
105,"P.V. KAJIPUR KUSEMAR ROOM N. 01",658,593,0,1251,269,319,0,588,588,0,28,171,311,24,2,9,2,4,7,5,10,15,588
106,"P.V. KAJIPUR KUSEMAR ROOM N. 02",585,504,0,1089,285,259,0,544,544,0,16,220,201,72,2,3,3,2,3,3,6,13,544
107,"P.V. AVSAANGANJ",660,550,0,1210,262,237,0,499,495,0,27,179,248,25,5,6,1,4,0,1,2,1,499
108,"P.V. MURAINI",490,443,1,934,225,237,0,462,462,0,17,158,163,83,4,4,0,5,4,3,9,12,462
109,"P.V. DHANGADH",772,678,0,1450,449,378,0,827,827,0,15,170,478,147,1,3,1,0,1,2,7,2,827
110,"P.V. RAGHUIVAR ROOM N. 1",496,467,0,963,193,193,0,386,386,0,7,131,120,88,4,8,3,2,3,4,11,5,386
111,"P.V. RAGHUIVAR ROOM N. 2",527,467,1,995,252,253,0,505,505,0,8,154,215,107,5,4,3,1,0,3,1,4,505
112,"P.V. BHARAT GADH ROOM N, 01",533,497,0,1030,218,240,0,458,458,0,22,153,163,83,3,2,3,4,0,5,7,13,458
113,"P.V. ASHOGI",675,625,0,1300,464,401,0,865,865,0,55,153,508,83,7,11,2,7,7,8,12,12,865
114,"P.V. BHARAT GADH ROOM N, 02",399,363,0,762,113,146,0,259,259,0,2,56,51,119,4,1,2,4,2,1,8,9,259
115,"P.V. BHARAT GADH ATI0 ROOM",482,452,0,934,139,161,0,300,300,0,8,125,29,119,1,1,3,2,0,2,5,5,300
116,"P,V. RAY KASHIPUR",703,646,3,1352,286,390,0,676,676,0,9,131,428,65,8,3,2,3,3,4,8,12,676
117,"P.V. JAYCHANDAPUR",415,362,0,777,195,218,0,413,413,0,12,218,160,10,2,5,2,0,2,0,0,2,413
118,"P.V.  AMIPUR",711,608,0,1319,294,283,0,577,577,0,50,132,264,92,7,7,1,3,3,6,7,5,577
119,"P.V. BABURAY JAHANPUR",514,439,0,953,204,241,0,445,445,0,14,130,211,49,1,5,4,2,2,7,3,17,445
120,"P.V. CHAURANG",784,652,0,1436,400,367,0,767,767,0,19,207,393,94,2,4,5,7,2,6,12,16,767
121,"P.V. SARAYCHHATTA",905,787,1,1693,452,366,0,818,818,0,24,253,415,85,5,4,5,5,1,2,6,13,818
122,"P.V. KINDHAULI ROOM N. 01",707,576,4,1287,239,249,0,488,488,0,11,200,182,43,2,6,7,1,3,9,9,15,488
123,"P.V. KINDHALI ROOM N. 2",617,530,0,1147,226,197,0,423,423,0,7,176,176,47,1,5,1,0,0,1,4,5,423
124,"I.C. BABAGANJ",426,372,0,798,170,181,0,351,351,0,27,160,119,31,0,2,0,0,3,3,4,2,351
125,"P.V. SANDAHARSHPUR",292,245,0,537,113,150,0,263,263,0,8,104,58,86,0,0,1,1,0,1,2,2,263
126,"P.BH. PURE BUDDHIDHAR 1",381,305,0,686,148,164,0,312,312,0,21,159,76,29,2,0,1,4,2,3,6,9,312
127,"P.B. PURE BUDDHIDHAR 2",726,637,0,1363,282,280,0,562,562,0,12,91,319,99,1,3,2,1,1,10,10,13,562
128,"P.V. NEVADAKALA",515,504,2,1021,205,196,0,401,401,0,65,109,166,45,4,2,2,1,0,3,1,3,401
129,"P.V. KASHIPUR ROOM N. 01",539,502,0,1041,186,181,0,367,367,0,26,145,67,95,3,9,4,0,1,1,6,10,367
130,"P.V. KASHIPUR ROOM N. 02",516,451,0,967,167,198,0,365,365,0,15,123,76,140,2,2,0,1,2,0,1,3,365
131,"P.V. PURE PURAILI MAKHDUMPUR",256,219,0,475,145,102,0,247,247,0,19,103,99,17,0,1,1,0,1,1,1,4,247
132,"P.V. GUJVAR ROOM N. 1",887,796,0,1683,269,398,0,667,667,0,28,91,462,60,0,3,0,1,1,4,9,8,667
133,"P.V. GUJVAR ROOM N. 2",775,660,0,1435,303,336,0,639,639,0,35,106,392,62,5,4,0,1,2,9,6,17,639
134,"P.V. BHIKH DUBE KA PURAVA MOHMMADPUR SOHAG",715,612,0,1327,358,388,0,746,746,0,19,137,501,65,4,0,2,2,2,8,1,5,746
135,"CHHATRADHARI I.C. BHAVANIGANJ KOTA ROOM N. 1",568,526,1,1095,233,228,0,461,461,0,25,245,105,54,3,2,4,3,1,3,7,9,461
136,"CHATRADHARI I.C. BHAVANIGANJ KOTA ROOM N, 2",610,584,0,1194,286,221,0,507,507,0,16,220,163,74,3,9,2,4,1,3,3,9,507
137,"P.V. DHAMOHAN  FIRST",744,655,0,1399,299,319,0,618,618,0,16,133,378,67,6,0,0,1,1,3,6,7,618
138,"P.V. TANDA ROOM N. 01",797,661,0,1458,278,312,0,590,590,0,16,248,93,167,9,8,5,5,4,5,12,18,590
139,"P.V. PINGH",549,502,0,1051,262,262,0,524,524,0,19,262,173,53,6,5,0,0,1,2,0,3,524
140,"P.V. BALLA",414,382,0,796,202,200,0,402,402,0,7,103,249,31,3,1,2,1,0,0,0,5,402
141,"P.V. LARU  ROOM N.01",364,329,0,693,144,133,0,277,277,0,8,51,179,30,1,1,0,2,0,1,0,4,277
142,"P.V. LARU ROOM 4",484,453,0,937,166,184,0,350,350,0,3,25,201,80,6,2,1,3,2,7,3,17,350
143,"P.V. LARU  ROOM N.03",837,642,1,1480,315,271,0,586,586,0,16,105,262,143,5,3,6,3,7,6,9,21,586
144,"P.V. LARU  ROOM N.04",808,675,0,1483,282,344,0,626,626,0,19,175,188,162,6,6,7,7,2,16,17,21,626
145,"J.B.V. KAJIPUR KARAM HUDSAIN",448,392,0,840,244,245,0,489,489,0,50,124,251,32,4,1,3,0,1,7,5,11,489
146,"P.V. SALEMPUR DADAURA",639,611,2,1252,417,396,0,813,813,0,14,97,542,75,3,6,43,6,5,5,5,12,813
147,"P.V. RAYPUR BHARAKHI",731,635,1,1367,507,396,0,903,903,0,10,52,761,27,0,2,4,1,5,22,7,12,903
148,"P.V. BASVAHI ROOM N, 1",504,408,0,912,241,241,0,482,482,0,9,205,192,35,1,1,1,4,4,2,10,18,482
149,"P.V. BASVAHI ROOM N 2",441,302,0,743,170,177,0,347,347,0,39,20,241,37,2,1,1,1,0,1,2,2,347
150,"P.V. BASVAHI ROOM N, 3",213,198,0,411,96,98,0,194,194,0,3,40,98,41,0,0,1,0,3,1,2,5,194
151,"P.V. KAJIPUR MAHARAJGANJ",411,381,1,793,214,213,0,427,427,0,20,51,288,13,2,0,26,2,3,7,4,11,427
152,"P.V. AINDHA ROOM N. 1",540,475,0,1015,207,173,0,380,380,0,20,116,114,100,5,1,0,1,2,1,7,13,380
153,"P.V. AINDHA ROOM N. 2",305,255,0,560,115,110,0,225,225,0,8,95,79,18,6,3,1,0,2,2,5,6,225
154,"P.V. AINDHA ROOM N. 3",841,709,0,1550,347,285,0,632,632,0,27,287,263,27,1,6,1,5,2,2,6,5,632
155,"F.B.I.C. HIRAGANJ AINDHA ROOM N. 1",327,285,0,612,120,91,0,211,311,0,36,54,90,9,1,4,4,2,1,2,3,5,211
156,"P.V. SHUKLAN KA PURAVA AINDHA",385,326,1,712,126,158,0,284,284,0,18,133,96,19,1,1,2,3,2,2,1,6,284
157,"F.B.I.C. HEERAGANJ AINDHA ROOM N. 3",796,605,1,1402,344,226,0,570,570,0,16,201,297,28,1,3,4,1,1,2,4,12,570
158,"P.V. TIKARIYA KHURD",443,388,2,833,350,282,0,632,632,0,3,114,480,31,0,1,0,0,2,0,0,1,632
159,"SHRI KRISHAN SHARANJ.H. SCHOOL SARAY GOPAL",580,465,0,1045,385,238,0,623,623,0,5,82,459,53,3,3,0,2,4,1,5,6,623
160,"P.V. JALALPUR DIHAVA",497,436,0,933,190,215,0,405,405,0,37,117,194,40,4,2,0,2,1,3,4,1,405
161,"P.V. PURE MASVAN",773,698,0,1471,274,326,0,600,600,0,20,162,266,108,4,9,4,5,3,5,7,7,600
162,"P.V. UTARAR",784,674,0,1458,222,185,0,407,407,0,12,154,164,52,3,3,4,3,2,1,3,6,407
163,"P.V. GOGAHAR ROOM N, 1",829,684,0,1513,364,243,0,607,597,0,16,167,307,76,4,4,6,5,3,4,1,14,607
164,"P.V. JHINGUR ROOM N. 1",579,467,0,1046,207,185,0,392,392,0,11,156,140,59,1,3,2,2,1,3,3,11,392
165,"P.V. JHINGUR ROOM N. 2",321,278,0,599,139,132,0,271,271,0,14,110,100,36,0,0,1,1,0,0,3,6,271
166,"P.V. JHINGUR ROOM N. 3",837,684,1,1522,349,296,0,645,645,0,18,255,220,102,2,4,3,5,5,5,8,18,645
167,"P.V. GOPALAPUR",335,255,0,590,136,155,0,291,291,0,11,73,122,72,3,0,1,2,0,3,2,2,291
168,"P.V. RAYASKARANPUR ROOM N. 1",439,409,0,848,181,183,0,364,364,0,10,40,221,70,2,0,2,3,1,1,3,11,364
169,"P.V. RAYASKARANPUR ROOM N. 2",439,409,0,848,154,153,0,307,307,0,9,58,128,92,3,1,2,1,1,1,2,9,307
170,"P.V. RAYASKARANPUR ROOM N. 3",639,543,0,1182,273,318,0,591,591,0,8,73,352,134,5,1,2,1,1,3,3,8,591
171,"P.V. GISTHA",674,618,1,1293,311,291,0,602,602,0,10,136,350,84,2,1,1,3,3,1,3,8,602
172,"P.V. PANAH NAGAR",486,363,1,850,230,202,0,432,432,0,25,59,254,58,1,5,2,0,2,4,6,16,432
173,"P.V. BADAGANVA",762,686,0,1448,574,403,0,977,977,0,10,109,802,51,0,2,1,0,2,0,0,0,977
174,"P.V. MACHHEHAHARDO PATTI",707,613,1,1321,257,318,0,575,575,0,7,70,244,211,3,0,3,2,7,5,4,19,575
175,"P.BH. SHIVGADH TURI",384,352,0,736,228,198,0,426,426,0,9,47,261,86,7,3,1,4,1,1,1,5,426
176,"P.V. PURE JHAU",917,798,0,1715,357,389,0,746,746,0,11,157,416,108,7,6,5,4,2,7,9,14,746
177,"P.V. MALADHAR CHHATTA",511,462,1,974,190,242,0,432,432,0,6,132,187,87,3,1,1,0,0,2,7,6,432
178,"P.B. GOPALPUR",455,420,0,875,168,247,0,415,415,0,2,99,241,47,3,4,0,2,1,7,4,5,415
179,"P.V. ARUHARI",661,580,2,1243,326,268,0,594,594,0,19,238,192,110,3,7,4,0,4,4,5,8,594
180,"P.V. KHATVAR ROOM N. 1",475,398,0,873,198,176,0,374,374,0,31,138,153,36,1,4,0,2,1,2,4,2,374
181,"P.V. KHATVARA ROOM N. 2",362,331,0,693,127,169,0,296,296,0,15,68,119,70,1,4,1,2,2,1,5,8,296
182,"P.V. KHATVARA ROOM N. 3",665,551,0,1216,324,296,0,620,620,0,12,216,240,89,2,14,2,6,2,12,9,16,620
183,"J.H. SCHOOL KASHAR",627,554,1,1182,333,378,0,711,711,0,20,194,312,143,5,7,1,2,3,3,10,11,711
184,"J.H.SCHOOL BHAVANPUR ROOM N, 1",822,629,0,1451,358,313,0,671,671,0,27,326,173,101,3,11,3,5,0,4,7,11,671
185,"J.H.SCHOOL BHAVANPUR ROOM N, 2",493,388,2,883,176,153,0,329,329,0,31,84,166,37,1,0,0,2,2,1,3,2,329
186,"J.H.SCHOOL BHAVANPUR ROOM N, 3",583,450,0,1033,200,151,0,351,351,0,67,47,187,40,1,3,4,0,0,0,1,1,351
187,"P.V. SABALGADH ROOM NO. 1",473,398,0,871,232,169,0,401,401,0,21,101,138,116,6,2,1,3,0,3,5,5,401
188,"P.V. SABALGADH ROOM NO. 2",464,424,0,888,263,193,0,456,456,0,23,154,205,65,1,2,1,3,0,0,1,1,456
189,"U.M.V. SAVALGADH ROOM N, 1",584,480,0,1064,352,190,0,542,542,0,34,130,305,51,2,3,2,2,2,5,1,5,542
190,"U.M.V. SAVALGADH ROOM N, 2",430,376,2,808,214,165,0,379,379,0,19,37,203,101,1,0,0,12,0,2,2,2,379
191,"U.M.V. SAVALGADH ROOM NO.3",395,319,2,716,153,112,0,265,265,0,12,32,149,59,2,1,2,4,0,0,2,2,265
192,"U.M.V. SABALGADH ROOM N. 4",491,440,0,931,227,167,0,394,394,0,30,68,232,56,0,0,1,1,0,0,0,6,394
193,"P.V. SHESHPUR CHAURAS ROOM NO. 1",643,561,0,1204,340,300,0,640,640,0,16,245,254,76,2,6,5,4,6,4,12,10,640
194,"P.V. SHESHPUR CHAURAS ROOM NO. 2",602,491,0,1093,283,235,0,518,518,0,10,188,115,163,2,6,2,2,3,5,6,16,518
195,"P.V. SARAY KHANDEV ROOM NO. 1",494,440,1,935,224,215,0,439,439,0,13,153,195,50,2,5,1,3,3,2,4,8,439
196,"P.V. SARAY KHANDEV ROOM NO. 2",386,307,0,693,172,167,0,339,339,0,9,180,82,41,4,7,1,2,2,1,4,6,339
