"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMAR SINGH","2 - BABULAL","3 - RANI PAKSHALIKA SINGH","4 - SEEMA UPADHYAY","5 - ASHOK KUMAR","6 - PEETAM SINGH","7 - PITAM SINGH","8 - PANKAJ KUMAR SHARMA","9 - MANIK","10 - MUNNA LAL","11 - MEGH SINGH","12 - ROHAN SINGH","13 - LAXMI","14 - VIJAY SINGH KUSHWAHA","15 - ANIL KUMAR","16 - AMBEDKARI HASNURAM AMBEDKARI","17 - KHEMRAJ SINGH","18 - DIWAN SINGH","19 - NATHOLI","20 - BRAJENDR SINGH","21 - MAHAVIR SINGH SOLANKI","22 - RAKESH SINGH DHANKAR","23 - RAM KUMAR DIXIT","24 - RAM BRAJ YADAV","25 - SHOBHNA BAUDDHA","26 - SATISH KUMAR","27 - SANTOSH KUMAR","28 - SEEMA DEVI","29 - None of the Above","Total Votes Secured"
16,"SWAMISHATANANDVIDYAPITHKARKOLIEAST ROOM NO.1",624,498,0,1122,314,233,0,547,186,0,3,101,173,238,3,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,0,3,2,2,0,5,5,3,2,547
17,"SWAMISHATANANDVIDYAPITHKARKOLIEAST ROOM NO.2",302,235,0,537,109,95,0,204,20,0,1,29,68,89,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,2,0,2,4,0,1,204
18,"SWAMI SHATANAND VIDYAPITH KARKOLI SOUTH ROOM NO.1",604,405,0,1009,312,181,0,493,493,0,1,43,203,224,1,0,0,1,3,0,1,0,0,4,0,2,0,1,2,2,0,0,0,4,0,1,0,0,0,493
19,"SWAMI SHATANAND VIDYAPITH KARKOLI SOUTH ROOM NO.2",537,420,0,957,282,150,0,432,432,0,1,183,60,159,3,1,0,2,0,2,1,0,0,1,1,1,1,1,1,2,0,0,3,3,1,1,3,1,0,432
20,"PRA.VID.MAHGAULI ROOM  NO.1",530,408,0,938,309,269,0,578,480,0,3,40,230,282,4,0,0,0,0,0,0,0,1,3,1,1,0,2,0,4,0,0,1,0,0,0,3,1,2,578
21,"PRA.VID.MANONA ROOM  NO.1",664,491,0,1155,421,307,0,728,728,0,3,260,385,33,0,0,1,1,0,1,4,1,2,4,4,6,0,1,4,2,0,0,2,1,2,1,6,4,0,728
22,"PRA.VID.SEHA ROOM  NO.1",526,420,0,946,300,233,0,533,533,0,7,95,228,170,0,0,0,1,0,0,1,9,1,1,0,1,0,0,1,1,0,2,2,7,1,0,5,0,0,533
23,"PRA.VID.SHAHPURKHALASA ROOM  NO.1",249,171,0,420,188,105,0,293,226,0,2,99,137,46,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,293
24,"PRA.VID. TODA ROOM  NO.1",320,275,0,595,237,169,0,406,406,0,2,201,130,28,1,0,1,2,0,0,0,0,0,3,2,2,1,8,4,2,0,0,4,4,0,2,3,0,6,406
25,"PRA.VID.ONDH  ROOM  NO.1",663,436,0,1099,392,190,0,582,200,0,3,173,88,296,2,0,0,1,1,0,0,0,2,1,1,0,0,2,1,3,0,0,4,1,1,0,1,1,0,582
26,"POO.MAD.VID.KHERDANDA ROOM NO.1",505,410,0,915,325,175,0,500,318,0,1,215,191,19,2,0,0,5,1,1,0,0,1,5,1,2,3,18,9,3,0,0,2,2,2,0,7,5,5,500
27,"POO.MAD.VID.KHERDANDA ROOM NO.2",450,391,0,841,205,117,0,322,321,0,5,176,95,17,5,0,1,3,0,0,0,0,0,1,0,2,0,4,2,0,0,0,2,1,1,3,2,0,2,322
28,"PRA.VID.GURJA VASDEV  ROOM  NO.1",366,298,0,664,213,152,0,365,365,0,2,216,97,24,0,0,1,4,0,0,0,0,1,10,3,4,0,1,0,0,0,0,0,0,0,0,1,0,1,365
29,"PRA.VID.PURA  SAWALDAS  ROOM  NO.1",798,600,0,1398,359,385,0,744,476,0,4,216,168,290,7,3,2,6,2,0,2,0,6,2,2,5,1,1,0,1,1,2,2,4,2,3,5,5,2,744
30,"PRA.VID.VIPRAWAL-I ROOM  NO.1",724,611,0,1335,409,385,0,794,480,0,1,99,201,457,4,2,1,1,0,0,1,1,4,3,1,5,2,3,0,2,1,0,1,2,0,2,0,0,0,794
31,"KNYA PRA.VID.VIPRAWAL-I ROOM  NO.1",459,347,0,806,238,207,0,445,445,0,4,121,50,248,1,1,0,1,1,0,0,2,2,3,1,0,0,2,1,1,0,0,0,3,0,0,1,1,1,445
32,"KA.KRAMOTTARPOO.MAD.VID.VIPRAWALIROOM NO.1",304,230,0,534,162,123,0,285,284,0,1,43,39,196,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,285
33,"PRA.VID.PURA AMAR SINGH ROOM  NO.1",578,443,0,1021,381,254,0,635,326,0,0,234,272,100,3,0,0,1,1,0,0,1,0,5,1,3,1,1,3,1,0,1,1,0,1,1,2,2,0,635
34,"PRA.VID.NAYAWAS ROOM  NO.1",220,196,0,416,204,174,0,378,140,0,0,35,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378
35,"PRA.VID.PURA SUBEDAR  ROOM  NO.1",570,464,0,1034,427,242,0,669,669,0,1,156,467,25,3,0,0,0,0,0,0,0,1,6,2,1,0,0,3,0,1,0,0,2,0,0,0,1,0,669
36,"PRA.VID.PADUAPURA  ROOM  NO.1",466,319,0,785,244,216,0,460,25,0,0,135,313,1,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,460
37,"PRA.VID.PADUAPURA  ROOM  NO.2",488,369,0,857,251,258,0,509,509,0,3,142,336,3,1,0,0,0,1,0,0,1,1,5,3,4,0,1,4,0,0,0,2,0,0,0,1,0,1,509
38,"PRA.VID.DEVGARH  ROOM  NO.1",513,424,0,937,346,288,0,634,634,0,0,296,294,12,2,0,0,1,0,0,0,0,1,5,2,1,2,2,1,1,0,3,0,1,2,1,4,2,1,634
39,ABHINAWPOO.MAD.VID.SAWORAROOMNO.1,586,438,0,1024,296,196,0,492,492,0,6,145,124,198,1,0,1,0,0,1,1,1,6,0,0,2,1,0,0,1,0,0,1,1,0,1,0,1,0,492
40,ABHINAWPOO.MAD.VID.SAWORAROOMNO.2,250,266,0,516,162,143,0,305,109,0,6,37,140,104,0,1,0,0,0,0,0,0,5,2,0,0,0,1,1,0,0,0,1,1,0,1,4,0,1,305
41,"PRA.VID.SERAV ROOM  NO.1",301,241,0,542,131,83,0,214,214,0,4,115,42,32,0,0,0,4,0,0,0,0,0,1,2,2,0,2,2,2,0,0,1,1,0,1,0,3,0,214
42,"PRA.VID.DHANNAPURA  ROOM  NO.1",435,320,0,755,238,135,0,373,373,0,2,203,67,70,0,1,0,2,0,0,0,1,0,4,0,0,0,2,0,1,1,1,2,2,2,1,2,6,3,373
43,"POO.MAD.VID.ARNOTA ROOM NO.1",597,473,0,1070,345,215,0,560,558,0,3,157,165,194,3,1,2,3,1,0,1,0,0,6,1,4,0,1,0,1,1,0,4,3,1,1,4,1,2,560
44,"PRA.VID.BASI AREL  ROOM  NO.1",485,349,0,834,350,242,0,592,80,0,1,78,41,455,3,0,2,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,1,1,0,1,2,1,592
45,"PRA.VID.BASI AREL  ROOM  NO.2",395,335,0,730,254,212,0,466,466,0,3,85,122,238,2,0,0,1,1,0,1,0,0,0,0,1,1,1,1,3,1,1,0,1,0,0,1,1,1,466
46,"PRA.VID.PURA CHATOLI  ROOM  NO.1",502,398,0,900,273,226,0,499,499,0,7,227,130,99,3,0,0,2,0,1,3,1,1,5,3,2,0,0,1,1,0,0,3,3,1,3,2,0,1,499
47,"PRA.VID.PURA BIDHA  ROOM  NO.1",445,359,0,804,314,192,0,506,204,0,2,222,213,20,3,1,3,4,0,1,0,1,1,4,2,2,0,2,4,4,1,1,2,0,1,1,7,3,1,506
48,"PRA.VID.MAHAPUR  ROOM  NO.1",343,257,0,600,286,181,0,467,467,0,0,45,16,398,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,467
49,"PRA.VID.LADAUAPURA  ROOM  NO.1",337,249,0,586,263,174,0,437,18,0,0,211,115,94,1,0,0,0,0,1,0,1,0,5,1,0,0,2,0,1,0,0,0,0,0,1,1,2,1,437
50,"SARVODAYVIDYAMANDIR INTER PINAHAT UT‍TRI BHAG ROOMNO-1",555,413,0,968,344,251,0,595,591,0,4,244,117,185,2,1,0,3,2,0,0,0,2,7,4,3,2,2,1,3,0,0,1,3,0,1,4,1,3,595
51,"SARVODAYVIDYAMANDIR INTER PINAHAT UT‍TRI BHAG ROOMNO-2",333,250,0,583,169,105,0,274,37,0,8,141,69,51,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274
52,"SARVODAYVIDYAMANDIR INTER PINAHAT UT‍TRI BHAG ROOMNO-3",541,441,0,982,314,224,0,538,538,0,0,338,86,98,0,0,0,0,0,0,0,1,1,1,3,3,0,2,1,2,1,0,0,0,0,0,0,0,1,538
53,"SARVODAYVIDYAMANDIR INTER PINAHAT DAKSHINI BHAG ROOMNO-4",413,346,0,759,248,167,0,415,415,0,2,258,103,43,0,0,0,0,1,0,0,0,1,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,415
54,"SARVODAYVIDYAMANDIR INTER PINAHAT DAKSHINI BHAG  ROOMNO-5",579,415,0,994,271,181,0,452,452,0,2,167,81,151,5,0,0,0,0,0,0,1,0,3,0,4,2,4,4,3,0,1,4,5,0,1,5,0,9,452
55,"SARVODAYVIDYAMANDIR INTER PINAHAT DAKSHINI BHAG  ROOMNO-6",329,236,1,566,185,106,0,291,289,0,6,76,55,134,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,2,0,2,1,2,0,1,2,1,2,291
56,"SARVODAYVIDYAMANDIR INTER PINAHAT DAKSHINI BHAG ROOMNO-7",615,433,0,1048,374,252,0,626,14,0,4,97,54,428,0,2,0,0,0,0,0,0,2,4,1,6,1,1,6,7,1,1,1,2,0,2,1,2,3,626
57,"SARVODAYVIDYAMANDIR INTER PINAHAT DAKSHINI BHAG ROOMNO-8",310,240,0,550,186,130,0,316,312,0,4,73,38,177,0,1,1,1,1,0,0,1,2,1,3,1,0,0,2,5,0,2,1,0,0,0,1,1,0,316
58,"SHRI HARANARAYAN KANYA COLLEGE U.MA.VID.ROOM NO.-1",630,564,0,1194,309,225,0,534,234,0,8,202,84,188,2,1,0,1,1,1,1,2,1,3,4,2,0,2,2,3,2,0,1,1,3,3,8,3,5,534
59,"SHRI HARANARAYAN KANYA COLLEGE U.MA.VID.ROOM NO.-2",580,491,0,1071,290,234,0,524,524,0,1,215,173,103,0,0,3,2,1,1,1,0,7,6,2,4,0,0,0,0,0,0,0,0,0,1,2,2,0,524
60,"SHRI HARANARAYAN KANYA COLLEGE U.MA.VID.ROOM NO.-3",617,488,0,1105,297,197,0,494,186,0,6,172,24,259,1,0,0,3,0,0,0,0,6,4,2,6,1,0,0,2,1,0,3,0,0,1,2,0,1,494
61,"UCHCH PRA.VID.PINAHAT ROOM NO.1",710,579,0,1289,355,252,0,607,547,0,10,375,87,107,2,1,2,2,1,0,0,0,0,6,3,1,0,1,1,0,1,1,0,2,0,1,1,1,1,607
62,"UCHCH PRA.VID.PINAHAT ROOM NO.2",702,561,0,1263,487,313,0,800,750,0,10,343,352,54,2,0,0,2,2,1,1,1,4,13,3,2,0,1,0,0,0,0,1,0,1,1,2,2,2,800
63,"PRA.VID.PINAHAT(CHACHIHA) ROOM  NO.1",441,353,0,794,238,164,0,402,398,0,1,58,30,298,0,0,0,2,0,0,1,0,1,0,2,0,1,0,0,1,0,1,3,2,1,0,0,0,0,402
64,"PRA.VID.CHHADAMIPURA  ROOM  NO.1",775,619,0,1394,542,394,0,936,8,0,3,148,664,75,2,1,0,0,0,0,1,0,0,3,1,1,3,8,6,1,0,1,3,0,0,1,5,4,5,936
65,"PRA.VID.KYORI-II(PUNDARIKPURA) ROOM  NO.1",275,222,0,497,166,133,0,299,299,0,0,92,91,104,0,0,1,0,2,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,1,2,299
66,"PRA.VID.UPARIKAPURA ROOM  NO.1",216,202,0,418,144,121,0,265,265,0,3,54,105,81,0,0,0,1,1,0,0,0,3,0,2,0,2,2,4,1,0,0,2,0,1,0,0,2,1,265
67,"PRA.VID.BICH KA PURA  ROOM  NO.1",400,329,0,729,282,257,0,539,339,0,9,188,282,46,2,2,0,0,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,0,0,0,0,2,539
68,"PRA.VID.UMARETHA-I ROOM  NO.1",593,512,0,1105,275,247,0,522,522,0,0,176,296,20,0,1,1,0,0,0,0,0,0,2,0,0,0,0,8,2,1,0,2,0,3,1,6,1,2,522
69,"PRA.VID.UMARETHA-I ROOM  NO.2",551,449,0,1000,231,184,0,415,5,0,5,125,209,41,1,1,0,1,0,1,2,0,3,2,2,7,1,2,2,0,0,2,0,0,0,2,2,0,4,415
70,"PRA.VID.UMARETHA-II  ROOM  NO.1",530,481,0,1011,274,139,0,413,413,0,1,148,216,15,0,0,0,0,0,0,0,0,0,0,0,2,1,5,7,3,0,0,5,1,1,1,4,1,2,413
71,"PRA.VID.PURA MALLAH(PURA UMARETHA) ROOM  NO.1",308,235,0,543,223,159,0,382,174,0,5,255,67,13,4,0,0,0,0,1,1,0,1,4,2,2,0,4,2,1,1,1,2,4,1,1,5,3,2,382
72,"PRA.VID. MITAILI ROOM  NO.1",331,232,0,563,192,135,0,327,287,0,2,158,81,78,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,327
73,"PRA.VID.KUKATHARI  ROOM  NO.1",813,587,0,1400,372,347,0,719,719,0,4,231,199,210,4,1,2,2,1,0,1,0,1,1,2,1,4,10,11,10,1,0,7,0,2,2,4,4,4,719
74,"DANYA PRA.VID. PURA GANGARAMROOM  NO.1",481,390,0,871,299,180,0,479,479,0,3,224,63,150,3,0,0,4,0,1,1,0,0,5,5,1,0,5,1,0,0,0,3,1,0,3,3,1,2,479
75,"PRA.VID.SIKATARA  ROOM  NO.1",612,473,0,1085,330,251,0,581,124,0,2,90,72,377,5,1,1,0,0,0,0,2,0,4,1,1,0,0,2,0,1,3,3,3,1,2,6,1,3,581
76,"PRA.VID. ARJUNPURA ROOM  NO.1",593,447,0,1040,387,289,0,676,606,0,2,69,94,482,5,1,0,0,0,0,2,0,1,0,0,2,0,1,2,2,0,0,3,1,2,1,4,0,2,676
77,"PRA.VID.UTSANA ROOM  NO.1",525,443,0,968,286,239,0,525,525,0,6,120,113,252,1,0,1,3,0,1,0,0,2,2,2,6,1,2,3,2,0,0,1,1,1,0,1,1,3,525
78,"PRA.VID.UTSANA ROOM  NO.2",384,294,0,678,221,165,0,386,185,0,0,67,47,257,3,0,0,1,0,0,0,0,2,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,1,386
79,"PRA.VID. SUTAHARI ROOM  NO.1",459,355,0,814,282,223,0,505,504,0,7,155,81,216,2,0,0,5,0,0,2,1,0,8,7,3,3,2,1,1,0,0,0,4,0,3,3,1,0,505
80,"PRA.VID. SUTAHARI ROOM  NO.2",367,304,0,671,221,184,0,405,405,0,2,178,141,45,4,2,2,4,0,2,0,0,2,1,1,4,0,2,3,0,2,0,2,1,0,4,1,1,1,405
81,"PRA.VID.LALPURA  ROOM  NO.1",462,376,0,838,331,238,0,569,566,0,4,60,167,297,5,1,1,0,1,0,0,0,3,0,0,3,0,3,2,7,0,2,2,2,1,1,5,0,2,569
82,"PRA.VID.HUSENPURA  ROOM  NO.1",628,459,0,1087,339,239,0,578,10,0,4,128,42,388,3,0,2,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,1,2,1,578
83,"PRA.VID.PURA LODHI RAJPUT ROOM  NO.1",471,397,0,868,262,213,0,475,340,0,3,150,146,156,2,0,1,2,1,0,0,0,2,4,0,2,0,2,0,0,0,0,0,0,1,2,1,0,0,475
84,"PRA.VID.GURJABAGH ROOM  NO.1",252,183,0,435,153,111,0,264,264,0,0,105,31,106,2,0,1,2,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,3,2,1,2,1,2,264
85,"PRA.VID.GAJORA  ROOM  NO.1",456,381,0,837,281,228,0,509,501,0,7,120,92,257,4,3,1,1,0,0,0,0,2,3,4,1,0,0,1,3,2,0,1,1,2,1,2,0,1,509
86,"PRA.VID.NASGALA DALEL ROOM  NO.1",700,504,0,1204,428,276,0,704,700,0,1,148,232,256,1,0,0,1,0,0,0,1,1,3,4,5,2,5,5,12,2,3,2,3,1,4,3,0,9,704
87,"PRA.VID BHAUNIGAPURA   ROOM  NO.1",206,144,0,350,152,80,0,232,232,0,0,74,124,27,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,232
88,"PRA.VID.MANIKPURA  ROOM  NO.1",598,501,0,1099,235,182,0,417,417,0,6,168,82,126,0,1,0,4,0,2,0,1,2,0,3,2,1,4,1,2,0,0,1,3,1,2,5,0,0,417
89,"PRA.VID.MANIKPURA  ROOM  NO.2",623,489,0,1112,322,211,0,533,533,0,39,193,76,171,1,0,0,4,2,1,0,2,1,2,15,7,1,2,5,1,0,0,1,0,3,1,2,2,1,533
90,"PRA.VID.NAGALA BHARI  ROOM  NO.1",651,474,0,1125,325,206,0,531,331,0,1,100,271,123,1,0,0,1,0,0,0,0,2,4,1,1,0,3,1,1,1,1,3,3,1,2,7,1,2,531
91,"PRA.VID.NAGALA BHARI  ROOM  NO.2",521,396,0,917,291,173,0,464,266,0,1,97,279,75,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,464
92,"PRA.VID.BASAI BHADORIYA  ROOM  NO.1",572,437,0,1009,319,225,0,544,340,0,5,100,139,261,5,0,0,1,0,0,2,0,5,4,1,5,0,2,0,1,0,0,4,2,0,3,1,1,2,544
93,"PRA.VID.KANKARKHERA  ROOM  NO.1",726,600,0,1326,461,360,0,821,821,0,2,112,275,401,3,2,1,2,0,1,2,0,1,2,0,5,0,0,0,0,1,0,1,3,2,0,2,0,3,821
94,"POO.MA.VID.RATOTI ROOM  NO.1",661,466,0,1127,329,197,0,526,286,0,3,100,277,120,1,0,0,0,2,0,0,0,4,4,1,4,0,0,3,0,0,0,1,1,1,0,3,1,0,526
95,"POO.MA.VID.RATOTI ROOM  NO.2",612,455,0,1067,310,189,0,499,409,0,4,96,216,173,1,0,1,0,0,0,0,1,0,3,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,499
96,"PRA.VID.SYAHIPURA ROOM  NO.1",330,258,0,588,216,158,0,374,374,0,1,57,146,150,1,0,0,0,0,0,1,1,2,1,0,0,2,0,2,4,2,1,0,0,0,0,3,0,0,374
97,"POO.MA.VID. DALAIPURA ROOM  NO.1",533,397,0,930,302,232,0,534,64,0,9,354,63,58,1,0,1,3,1,1,0,0,0,6,0,1,2,2,2,1,1,0,4,1,4,4,7,3,5,534
98,"PRA.VID.PURA GANJAN  ROOM  NO.1",512,421,0,933,301,219,0,520,520,0,11,220,233,29,1,0,1,0,0,0,0,0,2,4,3,6,0,1,1,0,0,0,0,0,0,2,3,2,1,520
99,"PRA.VID.PURA GANJAN  ROOM  NO.2",478,370,0,848,238,166,0,404,404,0,2,227,87,62,0,0,0,1,0,0,0,2,1,2,3,1,1,0,0,0,2,1,1,3,0,3,2,2,1,404
100,"ADARSH POO.MA.VID. ROOM  NO.1",444,345,0,789,204,164,0,368,200,0,0,164,137,46,0,1,1,0,0,0,0,1,0,3,3,0,0,4,1,1,0,0,1,0,0,3,1,0,1,368
101,"PRA.VID.PIRHORA ROOM  NO.1",857,638,0,1495,509,248,0,757,757,0,0,323,217,161,4,2,0,0,2,0,1,0,1,7,2,3,3,1,2,2,0,3,2,0,3,1,11,2,4,757
102,"POO.MA.VID. PIRHORA ROOM  NO.1",412,281,0,693,229,125,0,354,136,0,2,61,65,197,2,0,0,1,1,0,0,1,2,5,0,0,1,0,1,2,0,1,3,1,0,1,5,1,1,354
103,"POO.MA.VID. GARKATOO ROOM  NO.1",454,359,0,813,306,235,0,541,541,0,8,202,156,131,2,1,0,1,0,0,0,1,1,7,6,1,0,2,4,1,0,1,0,1,0,1,11,2,1,541
104,"PRA.VID.RITHAI ROOM  NO.1",242,196,0,438,176,138,0,314,143,0,3,142,104,30,2,1,1,3,0,0,1,2,1,5,1,3,2,1,0,0,1,0,3,0,1,1,5,0,1,314
105,"PRA.VID.BALAI  ROOM  NO.1",232,190,0,422,107,70,0,177,29,0,1,41,53,64,2,0,1,1,1,0,0,0,0,2,0,1,0,0,1,1,1,0,0,1,0,1,2,1,2,177
106,"PRA.VID.GARHI ISWARI ROOM  NO.1",288,237,0,525,120,101,0,221,221,0,4,109,68,8,2,1,0,0,1,0,1,1,0,1,1,1,0,3,2,1,0,0,3,1,0,1,3,2,7,221
107,"PRA.VID.RAMNARI  ROOM  NO.1",329,285,0,614,208,163,0,371,371,0,3,218,54,65,2,1,0,5,2,0,0,0,0,1,3,5,0,0,2,1,0,3,0,2,0,2,2,0,0,371
108,"POO.MA.VID.GARHI VIJAY  ROOM  NO.1",670,532,0,1202,406,329,0,735,20,0,2,88,311,291,2,1,0,1,0,0,2,2,1,3,2,2,1,1,2,4,0,0,1,4,1,2,5,4,2,735
109,"POO.MA.VID.GARHI VIJAY  ROOM  NO. 2",308,217,0,525,152,102,0,254,91,0,2,33,29,174,2,0,1,1,0,0,0,1,0,2,0,1,0,0,3,0,0,0,1,0,0,1,1,2,0,254
110,"PRA.VID.GOPALPURA  ROOM  NO.1",614,540,0,1154,365,220,0,585,385,0,7,385,81,64,2,2,4,1,0,1,0,3,2,5,7,3,0,2,1,3,0,2,1,1,0,0,3,4,1,585
111,"PRA.VID.GOPALPURA  ROOM  NO.2",453,317,0,770,244,175,0,419,419,0,3,152,75,181,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,419
112,"PRA.VID.RAIPURA BHADORIYA  ROOM  NO.1",667,567,0,1234,430,325,0,755,755,0,4,124,473,133,0,1,0,1,0,0,0,1,0,2,1,0,1,1,2,1,0,0,2,1,1,1,3,1,1,755
113,"PRA.VID.KALIYANPURA  ROOM  NO.1",302,230,0,532,198,154,0,352,352,0,1,101,157,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,1,0,2,3,2,0,352
114,"PRA.VID. UDAIPURKHALASA ROOM  NO.1",718,547,0,1265,395,294,0,689,689,0,5,453,105,104,1,0,0,4,0,1,1,0,0,5,3,1,0,1,0,0,1,0,2,0,0,0,1,0,1,689
115,"PRA.VID.BADOS ROOM  NO.1",694,584,0,1278,400,367,0,767,10,0,5,104,37,571,7,0,0,1,1,3,0,1,5,4,2,5,0,0,0,4,0,1,3,2,3,1,4,1,2,767
