"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DIMPLE YADAV","2 - NIRMAL TIWARI","3 - SUBRAT PATHAK","4 - IMRAN BIN ZAFAR","5 - GANGA CHARAN","6 - PUSHPA DEVI","7 - SUBODH KUMAR","8 - SURENDRA NATH","9 - PRADEEP KUMAR","10 - MUHAR SINGH AMVADI","11 - RAKESH KUMAR TIWARI ADVOCATE","12 - SANJAY SHAKYA","13 - None of the Above","Total Votes Secured"
125,"RAJKIYA BALIKA IC NEW BUILDING ROOMNO 1",514,454,0,968,309,235,0,544,500,0,210,37,293,0,0,0,0,0,1,0,1,0,2,544
126,"RAJKIYA BALIKA IC NEW BUILDING ROOMNO 2",520,471,0,991,314,292,0,606,605,0,187,17,392,1,0,0,1,0,1,0,3,0,4,606
127,"RAJKIYA BALIKA IC NEW BUILDING ROOMNO 3",422,390,0,812,256,193,0,449,410,0,272,35,128,4,0,0,0,0,0,1,0,0,9,449
128,"RAJKIYA BALIKA IC NEW BUILDING ROOMNO 1-4",431,369,0,800,256,193,0,449,410,0,272,35,128,4,0,0,0,0,1,0,0,0,9,449
129,"RAJKIYA BALIKA IC NEW BUILDING ROOMNO 5",443,398,0,841,236,215,0,451,406,0,190,12,243,3,0,0,0,0,1,0,0,0,2,451
130,"RAJKIYA BALIKA IC NEW BUILDING ROOMNO 6",660,627,0,1287,388,325,0,713,687,0,153,6,541,3,0,1,0,0,0,3,0,4,2,713
131,"PS KURPURA EAST ROOM",713,597,0,1310,430,325,0,755,755,0,154,101,489,0,0,1,0,0,2,0,3,0,5,755
132,"PS KURPURA WEST ROOM",485,468,0,953,245,222,0,467,465,0,142,34,286,1,0,0,0,0,0,0,4,0,0,467
133,"PS SAHASPUR",426,368,0,794,275,223,0,498,495,0,136,20,327,3,0,0,1,1,0,4,1,1,4,498
134,"PS MAU EAST",674,515,0,1189,401,315,0,716,515,0,208,11,472,5,1,0,0,1,1,1,9,0,7,716
135,"PS MAU WEST",766,620,0,1386,445,332,0,777,516,0,318,23,419,8,2,2,0,0,0,0,1,0,4,777
136,"PS GURA",360,276,0,636,240,183,0,423,410,0,51,34,332,1,2,0,0,0,0,2,1,0,0,423
137,"PS TARA KA PURWA MAJRA RAJPUR",201,161,0,362,111,96,0,207,207,0,37,17,146,0,0,0,0,0,0,0,4,0,3,207
138,"PS KATARA MAJA SABHAD EAST",737,608,0,1345,310,146,0,456,386,0,190,45,203,3,0,0,1,0,1,2,3,2,6,456
139,"PS KATARA MAJA SABHAD WAST",488,430,0,918,316,230,0,546,450,0,349,53,132,5,0,0,0,0,0,0,0,2,5,546
140,"PS KATRA SABHAD SINGLE ROOM",322,273,0,595,241,170,0,411,380,0,399,2,8,0,0,0,0,0,0,0,0,0,2,411
141,"NAVEEN PS JAGATPUR MAJRA SABHAD",661,519,0,1180,427,292,0,719,719,0,440,46,220,3,0,1,0,0,1,0,1,1,6,719
142,"PS BADANPUR MAJRA SABHAD",577,482,0,1059,429,259,0,688,686,0,583,2,95,1,0,0,0,0,1,1,3,0,2,688
143,"PS MADHA MACHIJHEE",583,479,0,1062,337,265,0,602,602,0,282,12,302,1,2,0,0,0,1,0,2,0,0,602
144,"PS SANWALIYA",557,487,0,1044,331,254,0,585,585,0,183,38,352,2,1,1,0,1,1,2,1,0,3,585
145,"PS BANTHRA NORTH",699,553,0,1252,353,281,0,634,634,0,80,50,487,6,1,0,1,1,0,1,1,2,4,634
146,"PS BANTHRA SOUTH",496,383,0,879,267,181,0,448,448,0,33,12,384,3,0,0,0,0,0,2,5,6,3,448
147,"PS BANTHRA WEST",384,311,0,695,195,106,0,301,301,0,69,19,209,1,0,0,0,1,0,0,0,1,1,301
148,"PS  RAUDHA PUR",654,526,0,1180,350,239,0,589,589,0,174,37,367,3,0,1,1,0,0,1,3,0,2,589
149,"PS KIRATPUR",336,295,0,631,249,197,0,446,446,0,117,228,94,1,0,0,0,1,1,0,1,3,0,446
150,"PS TAJPUR ROOM NO 1",599,478,0,1077,373,271,0,644,644,0,252,50,317,9,0,0,1,1,0,2,3,2,7,644
151,"PS TAJPUR ROOM N0 2",280,247,0,527,188,167,0,355,355,0,57,87,203,1,0,0,0,0,1,2,2,0,2,355
152,"PS BASAI",421,329,0,750,234,186,0,420,410,0,165,31,210,2,0,1,1,0,0,2,6,0,2,420
153,"PS MUDIYAI",535,446,0,981,352,256,0,608,602,0,462,25,106,1,0,1,2,1,0,0,0,3,7,608
154,"S PURWA AJEET",542,420,0,962,315,216,0,531,523,0,364,43,116,0,0,3,0,0,1,1,0,2,1,531
155,"PS RAIPUR KAIHTAWA",203,162,0,365,107,91,0,198,194,0,81,28,84,2,2,0,0,1,0,0,0,0,0,198
156,"PS DHARMANDPUR",791,655,0,1446,459,386,0,845,845,0,211,123,493,4,3,0,0,1,2,2,3,1,2,845
157,"PS JARAVAN",534,466,0,1000,372,267,0,639,622,0,377,44,201,3,0,0,1,1,0,1,5,3,3,639
158,"PS PURWA DHANE",223,174,0,397,121,100,0,221,221,0,23,8,188,1,0,0,0,0,0,0,1,0,0,221
159,"PS AMRATPUR",313,247,0,560,188,172,0,360,36,0,180,54,114,3,0,1,1,1,0,0,3,1,2,360
160,"PS KAITHAWA",751,618,0,1369,454,311,0,765,744,0,441,82,223,3,0,0,0,1,0,1,6,0,8,765
161,"PS KASHARI",352,287,0,639,207,187,0,394,394,0,47,1,335,2,0,0,0,1,0,2,1,1,4,394
162,"PS BANDHMAU ROOM NO1",555,415,0,970,313,247,0,560,528,0,170,50,327,4,2,1,1,0,1,1,2,0,1,560
163,"PS BANDHMAU ROOM NO  2",583,455,0,1038,308,195,0,503,469,0,47,144,294,2,1,1,0,2,1,2,3,2,4,503
164,"PS SIRYAVA NORTH ROOM NO 1",398,326,0,724,238,178,0,416,416,0,74,42,291,1,1,0,0,1,0,2,0,1,3,416
165,"PS SIRYAVA NORTH ROOM NO 1",485,375,0,860,233,161,0,394,384,0,80,124,177,2,0,0,2,0,0,1,3,1,4,394
166,"PS GAILI",645,480,0,1125,330,260,0,590,590,0,63,34,470,10,2,3,1,1,2,1,2,0,1,590
167,"PS RAM NAGAR",348,258,0,606,199,144,0,343,343,0,43,41,256,0,0,0,0,0,0,0,1,1,1,343
168,"PS KAKRAHI",248,199,0,447,173,101,0,274,273,0,75,22,174,0,0,0,0,0,0,1,0,0,2,274
169,"PS MAHU",745,600,1,1346,376,251,0,627,627,0,158,22,428,6,0,0,0,1,1,2,6,0,3,627
170,"PS  SHIVRA",372,289,0,661,221,133,0,354,349,0,229,19,102,1,0,0,0,0,0,2,1,0,0,354
171,"PS BHADORAROOM NO 1``",493,381,0,874,271,200,0,471,400,0,134,80,246,2,0,2,1,1,0,2,1,2,0,471
172,"PS BHADORA ROOM NO2",466,366,0,832,312,188,0,500,500,0,247,165,82,0,0,0,0,1,0,0,2,2,1,500
173,"PS BARRULKULASAR",579,464,0,1043,304,218,0,522,480,0,82,27,397,5,1,0,0,0,1,1,3,4,1,522
174,"PS DHIPARA",291,255,0,546,208,172,0,380,370,0,36,86,248,1,0,0,0,1,0,3,1,0,4,380
175,"PS BELA PRATHAM ROOM NO 1",574,500,0,1074,337,323,0,660,660,0,274,79,288,5,3,4,0,0,0,2,1,1,3,660
176,"PS BELA PRATHAM ROOM NO 2",530,454,0,984,317,253,0,570,570,0,114,191,248,1,1,0,0,2,0,4,4,2,3,570
177,"PS BELA PRATHAM ROOM NO 3",703,618,0,1321,317,253,0,570,500,0,114,191,248,1,1,0,0,2,0,4,4,2,3,570
178,"PS BELA PRATHAM ROOM NO4",607,465,0,1072,317,200,0,517,517,0,253,14,240,1,1,0,0,1,0,0,2,2,3,517
179,"S PURWA LACHHI PART BELA",293,198,0,491,229,149,0,378,343,0,343,4,24,0,0,1,0,0,0,0,1,1,4,378
180,"PS HARDU",802,632,0,1434,441,270,0,711,595,0,364,124,184,8,0,1,0,1,2,6,5,7,9,711
181,"PS PRATHAVIPUR",382,322,0,704,235,195,0,430,430,0,159,138,120,4,0,0,1,0,0,2,2,1,3,430
182,"PS NURARI",565,437,0,1002,356,264,0,620,614,0,330,23,249,7,0,1,0,0,0,3,2,0,5,620
183,"PS KURSI",465,397,0,862,297,261,0,558,558,0,198,65,284,2,1,1,0,0,1,1,2,1,2,558
184,"PS KOHARI NORTH",308,268,0,576,172,154,0,326,315,0,169,32,119,1,0,0,0,0,0,0,3,0,2,326
185,"PS KOHRAI SOUTH",630,564,0,1194,426,283,0,709,709,0,184,62,442,8,0,0,2,0,0,0,3,2,6,709
186,"PS BUNCHPUR",244,176,0,420,144,107,0,251,250,0,162,17,71,0,0,0,0,0,0,0,0,0,1,251
187,"PS CHANDO",270,222,0,492,171,159,0,330,328,0,11,274,40,0,0,0,0,1,0,0,0,3,1,330
188,"PS ALIPUR",665,532,0,1197,401,302,0,703,593,0,184,104,392,4,1,0,1,0,1,4,4,3,5,703
189,"PS USRAHA EAST",596,509,0,1105,226,174,0,400,250,0,76,2,311,2,1,1,0,1,0,3,0,0,3,400
190,"PS USARAH WEST",354,310,0,664,226,174,0,400,400,0,76,2,311,2,1,1,0,1,0,3,0,0,3,400
191,"PS PALIYA",313,256,0,569,184,172,0,356,331,0,51,31,264,3,0,2,0,0,0,0,2,1,2,356
192,"PANCHYAT GHAR PUSALI",271,241,0,512,166,142,0,308,308,0,53,13,233,0,0,0,2,1,0,1,2,0,3,308
193,"PS BHANUPUR PUSAULI",326,293,0,619,211,207,0,418,418,0,103,19,284,4,0,0,0,0,0,3,3,0,2,418
194,"PS DODAPUR",820,657,0,1477,440,322,0,762,760,0,186,27,521,11,0,2,0,0,1,2,3,3,6,762
195,"JANTA MAHA VIDHYALA BHAGWANTAPUR",354,313,0,667,227,178,0,405,319,0,58,197,146,2,0,0,0,1,0,0,0,0,1,405
196,"PS NABADA DADU ROOM NO 1",508,442,0,950,349,274,0,623,527,0,168,69,376,3,1,0,0,0,0,1,4,1,0,623
197,"PS NABADA DADU ROOM NO 2",383,342,0,725,251,198,0,449,420,0,88,2,343,2,0,1,1,1,0,2,3,0,6,449
198,"PS MAGHOKMEET EAST",480,406,0,886,262,226,0,488,472,0,96,166,214,4,0,0,0,0,0,0,2,2,4,488
199,"PS MAGHOKMEET WEST",465,370,0,835,270,198,0,468,468,0,48,198,205,1,0,0,0,2,0,3,6,0,5,468
